text	translation
Work Gloves	Рабочие перчатки
W. Gloves	Раб. перч
Mosquito Hat	Шляпа от комаров
M. Hat	Шляпа M
Sauna Hat	Банная шапка
S. Hat	Шапка S
Hoodie (Border Zone)	Худи (Border Zone)
Hoodie BZ.	Худи BZ.
Hoodie B.	Худи B.
Hoodie (Gray)	Худи (серое)
Hoodie	Худи
M62 Jacket	Куртка M62
M62 J.	Куртка M62.
Santa Jacket	Куртка Санты
Santa J.	Куртка С.
Winter Jacket (Blue)	Зимняя куртка (синяя)
Winter Jacket	Зимняя куртка
Winter Jacket (Red)	Зимняя куртка (красная)
Winter J.	Зим. куртка.
Jeans (Black)	Джинсы (чёрные)
Jeans	Джинсы
Hiking Pants	Треккинговые штаны
Hiking P.	Трек. штаны.
Windbreaker (Black)	Ветровка (чёрная)
Windbreaker	Ветровка
Windbr.	Ветровка.
Windbreaker (Green)	Ветровка (зелёная)
Consumables	Расходники
Consumable	Расходник
Drink	Выпить
Eat	Съесть
Eat Raw	Съесть сырым
Eat (Raw)	Съесть (сырым)
Chew	Жевать
Smoke	Курить
Use	Использовать
Beer	Пиво
Empty Can	Пустая банка
Can	Банка
Canned Meat	Мясные консервы
Meat	Мясо
Canned Meatballs	Консервированные фрикадельки
Meatballs	Фрикадельки
Canned Pea Soup	Консервированный гороховый суп
Pea Soup	Гороховый суп
Canned Peaches	Консервированные персики
Peaches	Персики
Canned Pear	Консервированная груша
Pear	Груша
Canned Peas	Консервированный горох
Peas	Горох
Canned Pineapple	Консервированный ананас
Pineapple	Ананас
Canned Tomatoes	Консервированные томаты
Tomatoes	Томаты
Canned Tuna	Консервированный тунец
Tuna	Тунец
Cat Food	Кошачий корм
War Chocolate	Военный шоколад
W. Choco	Воен. шокол
Cigarettes	Сигареты
Cigs	Сигар
Cigars	Сигары
Coffee	Кофе
Coffee (Brewed)	Кофе (заваренный)
C. Brewed	Кофе завар
Fish Soup (Cooked)	Рыбный суп (приготовленный)
F. Soup (Cooked)	Рыб. суп (пригот.)
F. Soup	Рыб. суп
Meatballs (Cooked)	Фрикадельки (приготовленные)
M. Balls (Cooked)	Фрикад. (пригот.)
M. Balls	Фрикадельки
Pea Soup (Cooked)	Гороховый суп (приготовленный)
P. Soup (Cooked)	Горох. суп (пригот.)
P. Soup	Горох. суп
Tomato Soup (Cooked)	Томатный суп (приготовленный)
T. Soup (Cooked)	Томат. суп (пригот.)
T. Soup	Томат. суп
Crackers	Крекеры
Energy Drink	Энергетик
E. Drink	Энерг
Energy Powder	Энергетический порошок
E. Powder	Энерг. порошок
Field Ration	Полевой паёк
F. Ration	Пол. паёк
Juice	Сок
Juice (Orange)	Сок (апельсиновый)
Juice O.	Сок апельс.
Juice (Pear)	Сок (грушевый)
Juice P.	Сок груш.
Juice (Raspberry)	Сок (малиновый)
Juice R.	Сок малин.
Kilju	Kilju
Kompot	Компот
Mustard	Горчица
Peanuts	Арахис
Potato	Картофель
Salty Liquorice	Солёная лакрица
Salty Liq.	Сол. лакрица.
Snus	Снюс
Soda (Lemon)	Газировка (лимонная)
Soda	Газировка
Soda L.	Газир. лим.
Sugar	Сахар
Water Bottle	Бутылка воды
Water	Вода
Yeast	Дрожжи
Electronics	Электроника
Alarm Clock	Будильник
A. Clock	Будильник
Batteries	Батарейки
Battery	Батарейка
Battery Cables	Провода аккумулятора
B. Cables	Провода акк
Casette	Кассета
Casette (Electrofolk)	Кассета (электрофолк)
Junna - Haavakko	Junna - Haavakko
Junna - Lempi	Junna - Lempi
Junna - Mistä Sä Tiesit Tulla	Junna - Mistä Sä Tiesit Tulla
Junna - Mukula	Junna - Mukula
Junna - Pappa Se Antoi Hevosen	Junna - Pappa Se Antoi Hevosen
Junna - Rautahepo	Junna - Rautahepo
Junna - Ruslana	Junna - Ruslana
Junna - Vandringsman	Junna - Vandringsman
Casette (Nomad)	Кассета (Nomad)
Casette (OST)	Кассета (OST)
OST - Alive	OST - Alive
OST - Daybreak	OST - Daybreak
OST - Far	OST - Far
OST - Lost	OST - Lost
OST - Rain	OST - Rain
OST - Road	OST - Road
OST - Trailer	OST - Trailer
OST - Winds	OST - Winds
Casette (Radio Hits)	Кассета (радиохиты)
Casette (Symphony)	Кассета (симфония)
Vostok Symphony	Vostok Symphony
Casette Player	Кассетный плеер
C. Player	Касс. плеер
Coffeemaster	Кофемашина
C. Master	Кофемаш
Cooking Station	Кухонная станция
C. Station	Кух. станция
Hotplate	Электроплитка
Inverter	Инвертор
Narva	Narva
Polaris	Polaris
Fish	Рыба
Fishing	Рыбалка
Bream	Лещ
Fishing Rod	Удочка
F. Rod	Удочка
Perch	Окунь
Pike	Щука
Roach	Плотва
Grenade	Граната
Helmet	Шлем
Police Helmet (IIIA)	Полицейский шлем (IIIA)
Police Helmet	Полицейский шлем
P. Helmet	Пол. шлем
Instrument	Инструмент
Guitar	Гитара
Harmonica	Губная гармошка
Harmo.	Гармошка.
Key	Ключ
Attic Key	Ключ от чердака
Attic K.	Ключ черд.
Bunker Key	Ключ от бункера
Bunker K.	Ключ бункера.
Cellar Key	Ключ от подвала
Cellar K.	Ключ подвала.
Classroom Key	Ключ от класса
Class. K.	Ключ класса.
Gymnasium Key	Ключ от спортзала
Gym. K.	Ключ спортз.
Tunnel Key	Ключ от тоннеля
Tunnel K.	Ключ тоннеля.
Knife	Нож
Jaeger 140	Jaeger 140
Jaeger	Jaeger
Skrama 200	Skrama 200
Skrama	Skrama
Skrama 240	Skrama 240
Lore	Лор
Cat	Кот
Oil Sample	Образец масла
Oil S.	Образец м.
Patient Report	Карта пациента
P. Report	Карта пац
Heal	Лечить
Spray	Распылить
Medical	Медицинский
Antibiotics	Антибиотики
Antibio.	Антибиот.
Antiseptic	Антисептик
A. Septic	Антисептик
Balm	Бальзам
Bandage	Бинт
Bandage (Improvised)	Бинт (самодельный)
Cold Medicine	Лекарство от простуды
C. Med.	Лек. от прост.
Deodorant	Дезодорант
Deodora.	Дезодор.
Gum	Жвачка
Lotion	Лосьон
Medkit	Медаптечка
Melatonin	Мелатонин
Melaton.	Мелатонин.
Painkill.	Обезбол.
Saline	Физраствор
Splint	Шина
Splint (Improvised)	Шина (самодельная)
Thermal Blanket	Термоодеяло
Thermal	Термо
Tissues	Салфетки
Sneeze	Чихнуть
Tourniquet	Жгут
Tourni.	Жгут.
Tourniquet (Improvised)	Жгут (самодельный)
Wipes	Влажные салфетки
Wipe	Салфетка
Misc	Разное
Blanket	Одеяло
Board Game	Настольная игра
B. Game	Наст. игра
Bucket	Ведро
Coffee Filter	Кофейный фильтр
C. Filter	Кофе. фильтр
Duct Tape	Скотч
D. Tape	Скотч
Happy Stove	Happy Stove
H. Stove	H. Stove
Jerry Can	Канистра
Jerry C.	Канистра.
Lumber	Пиломатериалы
Map	Карта
Map (Tactical)	Карта (тактическая)
T. Map	Такт. карта
Matches	Спички
Mat.	Спич.
Mattress	Матрас
Mess Kit	Котелок
Nails	Гвозди
Oil Filter	Масляный фильтр
O. Filter	Масл. фильтр
Pillow	Подушка
Rags	Тряпки
Sleeping_Bag	Спальный_мешок
Sleeping Bag	Спальный мешок
S. Bag	Сп. мешок
Sticks	Ветки
Tackle Box	Ящик для снастей
Tackle B.	Ящик снастей.
Toilet Paper	Туалетная бумага
T. Paper	Туал. бумага
Toolbox	Ящик с инструментами
Water Lock	Водяной замок
W. Lock	Вод. замок
Weapon Repair Kit	Ремкомплект оружия
Repair Kit	Ремкомплект
Rig	Разгрузка
LVPC (Green)	LVPC (зелёный)
LVPC (Winter)	LVPC (зимний)
Fishing Vest	Рыболовный жилет
F. Vest	Рыб. жилет
Weapon	Оружие
Mag.	Магаз.
KA-12 Magazine	Магазин KA-12
KA-M Magazine	Магазин KA-M
KAS-74U Magazine	Магазин KAS-74U
C1911 Magazine	Магазин C1911
G7 Magazine	Магазин G7
KAR-21 Magazine (.223)	Магазин KAR-21 (.223)
KAR-21 Magazine (.308)	Магазин KAR-21 (.308)
KAR-21 Barrel (.308)	Ствол KAR-21 (.308)
KAR-21 Barrel	Ствол KAR-21
Barrel	Ствол
KP-31 Drum	Барабан KP-31
Drum	Барабан
STANAG Magazine	Магазин STANAG
M78 Magazine	Магазин M78
Karov	Karov
Karov Magazine	Магазин Karov
Mosin	Mosin
PM5 Magazine	Магазин PM5
MP7 Magazine	Магазин MP7
P3 Magazine	Магазин P3
RK Magazine	Магазин RK
VSD Magazine	Магазин VSD
SS Magazine	Магазин SS
Ammo	Патроны
Attachment	Обвес
Hybrid	Hybrid
Kobra	Kobra
Leopard	Leopard
Micro	Micro
Monster	Monster
Thor	Thor
New Furniture Added [Catalog]	Добавлена новая мебель [Каталог]
Boss Killed	Босс убит
Cat Rescued	Кошка спасена
Cat Vital Activated	Показатели кота активированы
Cat Died	Кошка умерла
You have been spotted!	Вас заметили!
Player Returned	Игрок возвращён
Airdrop	Аирдроп
Tutorial Crate	Обучающий ящик
Electric Box	Электрощиток
Medical Cabinet	Медицинский шкаф
Office Cabinet	Офисный шкаф
Cabinet	Шкаф
Corpse	Труп
Bandit Corpse	Труп бандита
Crate Military	Военный ящик
Crate Special	Особый ящик
Wooden Crate	Деревянный ящик
Garbage	Мусор
Fireplace	Камин
Freezer	Морозилка
Fridge	Холодильник
Fusebox	Щиток с предохранителями
Locker	Шкафчик
Mailbox	Почтовый ящик
Nightstand	Прикроватная тумбочка
Boxes	Ящики
Stove	Плита
Furniture	Мебель
Furnitures	Мебель
Bed (Civilian)	Кровать (Гражданская)
Bed C.	Гражд. кровать.
Bed (Nomad)	Кровать (Кочевник)
Bed N.	Кочев. кровать.
Cabinet (Medical)	Шкаф (Медицинский)
Cabinet M.	Мед. шкаф.
Cabinet (Office)	Шкаф (Офисный)
Cabinet. 0	Офис. шкаф. 0
Cabinet (Wood)	Шкаф (Деревянный)
Cabinet W.	Дерев. шкаф.
Carpet (Persian)	Ковёр (Персидский)
Carpet P.	Перс. ковёр.
Carpet (Rag)	Ковёр (Лоскутный)
Carpet R.	Лоскут. ковёр.
Chair (Office)	Стул (Офисный)
Chair O.	Офис. стул.
Chair (School)	Стул (Школьный)
Chair S.	Школ. стул.
Sun Chair	Шезлонг
S. Chair	Шезлонг
Crate (Military)	Ящик (Военный)
Crate M.	Воен. ящик.
Crate (Special)	Ящик (Особый)
Crate S.	Особ. ящик.
Cupboard	Кухонный шкаф
C. Board	Кух. шкаф
Curtain (Long)	Штора (Длинная)
Curtain L.	Длин. штора.
Curtain (Mini)	Штора (Короткая)
Curtain M.	Корот. штора.
Dartboard	Мишень для дартса
D. Board	Дартс
N. Stand	Прикров. тумбочка
Painting (Lake)	Картина (Озеро)
Painting L.	Картина оз.
Pallet	Поддон
Poster (Posture)	Плакат (Осанка)
Poster P.	Плакат осан.
Rack (Coat)	Вешалка (пальто)
Rack C.	Вешалка.
Rya (Maria)	Рья (Мария)
Rya M.	Рья М.
Shelf (Metal)	Полка (Металлическая)
Shelf M.	Металл. полка.
Shelf (Wall)	Полка (Настенная)
Shelf W.	Настен. полка.
Shelf (Wood)	Полка (Деревянная)
Sign (Border Zone)	Знак (Пограничная зона)
Sign BZ.	Знак ПЗ.
Sofa (Leather)	Диван (Кожаный)
Sofa L.	Кожан. диван.
Stool (Military)	Табурет (Военный)
Stool M.	Воен. табурет.
Stool (Padded)	Табурет (Мягкий)
Stool P.	Мягк. табурет.
Table (Cabin)	Стол (Каютный)
Table C.	Каютн. стол.
Table (Canteen)	Стол (Столовая)
Table (Kitchen)	Стол (Кухонный)
Table K.	Кухон. стол.
Table (Office)	Стол (Офисный)
Table. O	Офис. стол
Target Stand	Стойка для мишени
Target S.	Стойка мишени.
Television	Телевизор
TV	ТВ
Trolley (Short)	Тележка (Низкая)
Trolley S.	Тележка низк.
Trolley (Tall)	Тележка (Высокая)
Trolley T.	Тележка выс.
Weapon Display	Стенд для оружия
Weapon D.	Стенд оруж.
Unload	Разгрузить
Clear Chamber	Очистить патронник
Unequip	Убрать
Equip	Экипировать
Show	Показать
Hide	Скрыть
Activated	Активировано
Not active	Неактивно
All maps & zones	Все карты и зоны
Active	Активно
Repair	Починить
Craft	Изготовить
Added	Добавлено
Remove	Убрать
Completed	Завершено
Add to Notes	Добавить в Заметки
Frozen	Заморожена
Permadeath Zone	Зона безвозвратной потери
[Open]	[Открыть]
Door [Jammed]	Дверь [Заклинило]
Door [Occupied]	Дверь [Занято]
Door [Close]	Дверь [Закрыть]
Door [Open]	Дверь [Откр.]
Sleep (Random sleep: 6-12h)	Поспать (Случайная длительность: 6–12 ч.)
Turn Off	Выключить
Turn On	Включить
Radio [Turn Off]	Радио [Выкл.]
Radio [Turn On]	Радио [Вкл.]
Television [Turn Off]	Телевизор [Выкл.]
Television [Turn On]	Телевизор [Вкл.]
Rescue Cat	Кошка-спасательница
Cat is eating, do not disturb	Кошка ест, не беспокоить
Fuel Tank [89%]	Бак [89%]
Feed cat:	Покормить кошку:
Indoors	Внутри
Indoor	В помещении
Mine	Шахта
Lure	Приманка
(Military)	(Военное)
