WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	translation	DESCRIPTION	Comments	max_length
Tasks	Generalist/Tutorial/03	difficulty	0	ignore	Traders/Generalist/Tutorial/03_Tutorial	tres					difficulty		Hard	Difficile		#Machine Translated	
Tasks	Generalist/Tutorial/03	description	0	literal	Traders/Generalist/Tutorial/03_Tutorial	tres					description		"There's one more thing to learn.

Some items that you might receive from crafting, trading or tasks are Furniture items, which are used for shelter customization.

Once you receive a Furniture item, it will be stored to a separate inventory called the Furniture Catalog, so it doesn't appear in your normal inventory.

Furniture Catalog is only accessible when you are inside of shelters, but you will always receive a message ""New Furniture Added [Catalog]"" when the catalog is updated.

Try getting new furniture by completing this task:
1. Press Start Delivery
2. Select Potato
3. Press Complete
4. Notice the message ""New Furniture Added [Catalog]""

You can learn more about shelter customization and Furniture Catalog from the tutorial billboard called Shelters."	"Il y a encore une chose à savoir.

Certains objets que vous pouvez obtenir en fabriquant, en échangeant ou en accomplissant des quêtes sont des meubles, qui servent à personnaliser votre abri.

Une fois que vous recevez un meuble, celui-ci est stocké dans un inventaire distinct appelé « Catalogue de meubles » ; il n'apparaît donc pas dans votre inventaire habituel.

Le catalogue de mobilier n'est accessible que lorsque vous êtes à l'intérieur d'un abri, mais vous recevrez toujours un message « Nouveau meuble ajouté [Catalogue] » lorsque le catalogue est mis à jour.

Essayez d'obtenir de nouveaux meubles en accomplissant cette quête :
1. Appuyez sur « Démarrer la livraison »
2. Sélectionnez « Pomme de terre »
3. Appuyez sur « Terminer »
4. Remarquez le message « Nouveau meuble ajouté [Catalogue] »

Vous pouvez en savoir plus sur la personnalisation des abris et le Catalogue de meubles grâce au panneau d'affichage du tutoriel intitulé « Abris »."	"Please pay attention to the following points when translating:
'Furniture'
'shelter'
'Furniture Catalog'
'New Furniture Added [Catalog]'
'Start Delivery'
'Potato'
'Complete'
'tutorial'
'Shelters'"	#Machine Translated	
Tasks	Generalist/01	name	0	literal	Traders/Generalist/Tasks/01_Prime_Time	tres					name		Prime Time	En prime time		#Machine Translated	
Tasks	Generalist/01	difficulty	0	ignore	Traders/Generalist/Tasks/01_Prime_Time	tres					difficulty		Easy	Facile		#Machine Translated	
Tasks	Generalist/01	description	0	literal	Traders/Generalist/Tasks/01_Prime_Time	tres					description		"Well, well... you must be that guy the Nomads found last week. Didn't they put you up in that old tiny cabin? We used to get drunk and play poker there sometimes, but that place always gave me a headache, I'm pretty sure there's asbestos in the ceiling or something.

Nevertheless, you’ve arrived at the prime time, because I’m out of toilet paper and the situation is getting urgent.

Speaking of prime time, I just finished repairing some electronics and I have this fully functional TV ready to go. Mark my words, at the moment, this is the only working TV in Area 05.

If you bring me that toilet paper, the TV is yours. It has all the channels pre-configured, vibrant colors and prime time shows are running as we speak."	"Eh bien, eh bien… tu dois être le type que les Nomades ont trouvé la semaine dernière. C’est pas là qu’ils t’ont logé, dans cette vieille petite cabane ? On avait l’habitude de s’y saouler et d’y jouer au poker de temps en temps, mais cet endroit me donnait toujours mal à la tête ; je suis presque sûr qu’il y a de l’amiante dans le plafond ou un truc du genre.

Quoi qu’il en soit, tu arrives à point nommé, parce que je n’ai plus de papier toilette et que la situation devient urgente.

En parlant de prime time, je viens de finir de réparer quelques appareils électroniques et j’ai cette télé en parfait état de marche, prête à l’emploi. Crois-moi, pour l’instant, c’est la seule télé qui fonctionne dans la Zone 05.

Si tu m’apportes ce papier toilette, la télé est à toi. Toutes les chaînes sont préconfigurées, les couleurs sont éclatantes et les émissions de prime time passent en ce moment même."	"Please pay attention to the following points when translating:
'Nomad'
'cabin'
'toilet paper'
'Area 05'"	#Machine Translated	
Tasks	Generalist/02	name	0	literal	Traders/Generalist/Tasks/02_Bad_Habits	tres					name		Bad Habits	Mauvaises habitudes		#Machine Translated	
Tasks	Generalist/02	difficulty	0	ignore	Traders/Generalist/Tasks/02_Bad_Habits	tres					difficulty		Easy	Facile		#Machine Translated	
Tasks	Generalist/02	description	0	literal	Traders/Generalist/Tasks/02_Bad_Habits	tres					description		"A while ago, I visited the Doctor in that abandoned school nearby. He told me that I should cut out all my ""bad habits,"" but the old fucker smokes himself, so screw him!

You're probably just one of those modern-day hippies who only licks mint pastilles when things get rough, but if you happen to find one of these, bring a pack or two and some matches as well."	"Il y a quelque temps, je suis allé voir le docteur dans cette école abandonnée du coin. Il m'a dit que je devrais arrêter toutes mes « mauvaises habitudes », mais ce vieux connard fume lui-même, alors qu'il aille se faire voir !

Tu es sûrement juste un de ces hippies des temps modernes qui ne font que lécher des pastilles à la menthe quand ça va mal, mais si jamais tu tombes sur un de ces endroits, apporte un paquet ou deux, ainsi que des allumettes."	"Please pay attention to the following points when translating:
'Matches' is the plural form of match (match, noun), not match (verb).
'pack' may means cigarrete, not a cigar"	#Machine Translated	
Tasks	Generalist/03	name	0	literal	Traders/Generalist/Tasks/03_Backpains	tres					name		Backpains	Douleurs dorsales		#Machine Translated	
Tasks	Generalist/03	difficulty	0	ignore	Traders/Generalist/Tasks/03_Backpains	tres					difficulty		Easy	Facile		#Machine Translated	
Tasks	Generalist/03	description	0	literal	Traders/Generalist/Tasks/03_Backpains	tres					description		"When you get to my age, everything hurts and your body is like those French cars, constant issues and in need of repair.

I usually don't complain, but my fucking back is killing me. Every morning when I wake up, it feels like a gunshot directly to my spine. It won't be long until you're just like me and those cursed French cars.

If you happen to find something that could help with my back, I would highly appreciate it."	"Quand on arrive à mon âge, on a mal partout et le corps, c'est comme ces voitures françaises : des problèmes à n'en plus finir et toujours besoin d'être réparé.

D'habitude, je ne me plains pas, mais mon dos me fait un mal de chien. Chaque matin, quand je me réveille, j'ai l'impression de recevoir une balle en pleine colonne vertébrale. Tu ne tarderas pas à être comme moi et ces maudites voitures françaises.

Si par hasard tu trouvais quelque chose qui pourrait soulager mon dos, je t'en serais très reconnaissant."		#Machine Translated	
Tasks	Generalist/04	name	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					name		Coffee Reserve	Réserve de café		#Machine Translated	
Tasks	Generalist/04	difficulty	0	ignore	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					difficulty		Easy	Facile		#Machine Translated	
Tasks	Generalist/04	description	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					description		"There are few things in life that are non-negotiable. There's morning coffee at 6:00, afternoon coffee at 12:00 and dinner coffee at 18:00. When manual labor is involved, coffee breaks in between are also mandatory and basically prescribed by law.

If you want to remain alive here in Area 05, the constant flow of caffeine should be your primary goal.

As a matter of fact, I should probably increase my strategic coffee reserve a bit, since the consumption lately has been above average."	"Il y a peu de choses dans la vie qui ne se négocient pas. Il y a le café du matin à 6 h, celui de midi à 12 h et celui du dîner à 18 h. Quand il s'agit de travail manuel, les pauses-café entre les repas sont également obligatoires et, en quelque sorte, prescrites par la loi.

Si vous voulez rester en vie ici, dans la Zone 05, votre objectif principal devrait être de vous assurer un apport constant en caféine.

En fait, je devrais probablement augmenter un peu ma réserve stratégique de café, car ma consommation a été supérieure à la moyenne ces derniers temps."	"Please pay attention to the following points when translating:
'Area 05'"	#Machine Translated	
Tasks	Generalist/05	name	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					name		Sweaty Business	Une affaire qui fait transpirer		#Machine Translated	
Tasks	Generalist/05	difficulty	0	ignore	Traders/Generalist/Tasks/05_Sweaty_Business	tres					difficulty		Intermediate	Intermédiaire		#Machine Translated	
Tasks	Generalist/05	description	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					description		"The days out here are long and sweaty, especially in the summertime.

Since air conditioning, showers and running water are just a faint memory from the past, it's important that you maintain personal hygiene and odor control for the sake of the others. You might wonder why not just go wash in the lake or sea? Well, let me tell you why that's a bad idea.

After the initial explosion, these waters are far from refreshing and there's something nasty going on. I have seen so many dead fish lately that my ass is not going into that water, that's for sure and I highly recommend the same for you.

It’s a sweaty business, but we just have to figure out some alternative methods to stay fresh."	"Les journées ici sont longues et étouffantes, surtout en été.

Comme la climatisation, les douches et l'eau courante ne sont plus qu'un lointain souvenir, il est important de veiller à votre hygiène personnelle et de contrôler vos odeurs, par respect pour les autres. Vous vous demandez peut-être pourquoi ne pas simplement aller se laver dans le lac ou la mer ? Eh bien, laissez-moi vous expliquer pourquoi c'est une mauvaise idée.

Après l'explosion initiale, ces eaux sont loin d'être rafraîchissantes et il s'y passe quelque chose de dégoûtant. J'ai vu tellement de poissons morts ces derniers temps que je ne mettrai pas les pieds dans cette eau, ça c'est sûr, et je vous recommande vivement d'en faire autant.

C'est une activité qui fait transpirer, mais nous devons simplement trouver d'autres moyens de rester frais."		#Machine Translated	
Tasks	Generalist/06	name	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					name		Handyman	Bricoleur		#Machine Translated	
Tasks	Generalist/06	difficulty	0	ignore	Traders/Generalist/Tasks/06_Handyman	tres					difficulty		Intermediate	Intermédiaire		#Machine Translated	
Tasks	Generalist/06	description	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					description		"You know that old lady who still lives near the Border Zone? Well, she's blind and no matter how many times I have warned her about electronics, she keeps fiddling around with different buttons and then everything gets messed up!

Now there's a broken stove, the freezer has melted and apparently the radio is once again ""misbehaving."" On top of this, during a storm last week, a tree fell directly onto her porch roof and it has now somewhat collapsed, so we are dealing with a clusterfuck of issues.

I'm getting tired of being her handyman, but I promised to help this one last time."	"Tu connais cette vieille dame qui vit toujours près de la zone frontalière ? Eh bien, elle est aveugle et, malgré tous les avertissements que je lui ai donnés au sujet des appareils électroniques, elle n'arrête pas de tripoter les boutons, et tout finit par se détraquer !

Maintenant, la cuisinière est cassée, le congélateur a fondu et apparemment, la radio « fait encore des caprices ». En plus de ça, pendant une tempête la semaine dernière, un arbre est tombé directement sur le toit de son porche et celui-ci s'est en partie effondré, donc on se retrouve avec un sacré bordel.

J'en ai marre d'être son homme à tout faire, mais j'ai promis de l'aider une dernière fois."	"Please pay attention to the following points when translating:
'Border Zone'"	#Machine Translated	
Tasks	Generalist/07	name	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					name		Six Pack	Pack de six		#Machine Translated	
Tasks	Generalist/07	difficulty	0	ignore	Traders/Generalist/Tasks/07_Six_Pack	tres					difficulty		Hard	Difficile		#Machine Translated	
Tasks	Generalist/07	description	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					description		"Every man has a weak spot, mine is warm cheap beer, especially on a frosty winter morning.

When winter comes, you have to keep them warm and close to your body. It may sound gross, but trust me, you don't want to drink a wheat sorbet when you're roaming around in the cold. Armpits or crotch are the best spots to keep them warm, you radiate a lot of heat from there and you can keep an entire six-pack warm if you can manage them right.

Speaking of six-packs, I could definitely take one for my road trip, six for the road, as they say."	"Tout homme a son point faible ; le mien, c'est la bière tiède et bon marché, surtout lors d'une froide matinée d'hiver.

Quand l'hiver arrive, il faut les garder au chaud et près du corps. Ça peut paraître dégoûtant, mais croyez-moi, vous ne voulez pas boire un sorbet à la bière de blé quand vous vous baladez dans le froid. Les aisselles ou l'entrejambe sont les meilleurs endroits pour les garder au chaud : tu dégage beaucoup de chaleur de ces zones et tu peux garder tout un pack de six au chaud si tu t'y prends bien.

En parlant de packs de six, j'en prendrais bien un pour mon road trip, six pour la route, comme on dit."		#Machine Translated	
Tasks	Generalist/08	name	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					name		Old Friend	Un vieil ami		#Machine Translated	
Tasks	Generalist/08	difficulty	0	ignore	Traders/Generalist/Tasks/08_Old_Friend	tres					difficulty		Hard	Difficile		#Machine Translated	
Tasks	Generalist/08	description	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					description		"Want to hear military stories?

Back in the day, when I was doing my conscript service, we still had a few of those KP-31's lying around in the warehouse.

One range day, we actually got a chance to test those. We were not allowed to use full-auto with those drum mags, but when it was my turn, I couldn't resist. I changed the fire mode, squeezed the trigger and 71 rounds of pure magic came out of my barrel.

Sometimes I still hear that ""prat-prat-prat"" sound faintly in my dreams. Damn, I miss that gun. Someday I will once again reunite with my magical old friend, someday..."	"Tu veux entendre des anecdotes militaires ?

À l'époque, quand je faisais mon service militaire, il restait encore quelques KP-31 qui traînaient dans l'entrepôt.

Un jour au stand de tir, on a eu l'occasion de les tester. On n'avait pas le droit de tirer en rafale avec ces chargeurs tambour, mais quand mon tour est arrivé, je n'ai pas pu résister. J'ai changé le mode de tir, j'ai appuyé sur la détente et 71 cartouches de pure magie ont jailli de mon canon.

Parfois, j'entends encore ce « prat-prat-prat » résonner faiblement dans mes rêves. Bon sang, ce flingue me manque. Un jour, je retrouverai mon vieux pote magique, un jour..."	"Please pay attention to the following points when translating:
'KP-31' is a proper noun (items/weapon)."	#Machine Translated	
Tasks	Generalist/09	name	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					name		Road Trip	Voyage en voiture		#Machine Translated	
Tasks	Generalist/09	difficulty	0	ignore	Traders/Generalist/Tasks/09_Road_Trip	tres					difficulty		Hard	Difficile		#Machine Translated	
Tasks	Generalist/09	description	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					description		"I'm tired of this shithole. I'm planning to take a one-way road trip to the North and leave all this misery behind.

Have you ever visited the North? What a shame, that place has remained totally unaffected by all this bullshit. It's like nothing ever happened there. I'm talking about pristine nature, wildlife and crystal-clear rivers for catching those juicy arctic trouts.

I would be already driving there, but those filthy Bandits stole my car battery and a bunch of other items from the trunk, so I'm still stuck here.

Maybe you could help me with this? Bring back my stolen items and I have something special for you."	"J'en ai marre de ce trou à rats. Je compte partir en road trip sans retour vers le Nord et laisser toute cette misère derrière moi.

Tu es déjà allé dans le Nord ? Quel dommage, cet endroit n'a pas été du tout touché par toutes ces conneries. C'est comme si rien ne s'était jamais passé là-bas. Je parle d'une nature intacte, d'une faune sauvage et de rivières cristallines où pêcher ces truites arctiques bien charnues.

Je serais déjà en route, mais ces sales bandits m'ont volé la batterie de ma voiture et tout un tas d'autres affaires dans le coffre, alors je suis toujours coincé ici.

Tu pourrais peut-être m'aider ? Récupère mes affaires volées et j'aurai quelque chose de spécial pour toi."		#Machine Translated	
Tasks	Generalist/10	name	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					name		Homemade	Fait maison		#Machine Translated	
Tasks	Generalist/10	difficulty	0	ignore	Traders/Generalist/Tasks/10_Homemade	tres					difficulty		Hard	Difficile		#Machine Translated	
Tasks	Generalist/10	description	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					description		"When I reach the North, I’m going to surprise the Shaman since he’s a big fan of my homemade sugar wine.

I already had a large batch for him, but since my trip was delayed, I had to make sure the product didn't spoil in my cellar. After a few ""product-quality"" sips, I got carried away and started drinking and now I have nothing left.

I'm going to need a new batch, but I don't have time right now, so perhaps you can cook it. The recipe is really simple, but do not add too much sugar or you're going to ruin the whole thing. Keep it simple, keep it homemade.

If you can make this new batch for me, I will consider giving you a key to my attic, which would be quite an upgrade from your small asbestos cabin."	"Quand j'arriverai dans le Nord, je vais faire une surprise au chaman, car il adore mon vin de sucre fait maison.

J'en avais déjà préparé une bonne quantité pour lui, mais comme mon départ a été retardé, j'ai dû m'assurer que le produit ne s'abîme pas dans ma cave. Après quelques gorgées pour « vérifier la qualité », je me suis laissé emporter et j'ai commencé à boire, et maintenant il ne m'en reste plus.

Je vais avoir besoin d'une nouvelle cuvée, mais je n'ai pas le temps pour l'instant, alors peut-être que tu pourrais t'en charger. La recette est très simple, mais n'ajoute pas trop de sucre, sinon tu vas tout gâcher. Reste simple, reste maison.

Si tu peux me préparer cette nouvelle cuvée, j'envisagerai de te donner une clé de mon grenier, ce qui serait une sacrée amélioration par rapport à ta petite cabane en amiante."	"Please pay attention to the following points when translating:
`Shaman`
'Kilju' is a traditional Finnish alcohol"	#Machine Translated	
Tasks	Doctor/01	name	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					name		Nasty Draft	Un courant d'air désagréable		#Machine Translated	
Tasks	Doctor/01	difficulty	0	ignore	Traders/Doctor/Tasks/01_Nasty_Draft	tres					difficulty		Easy	Facile		#Machine Translated	
Tasks	Doctor/01	description	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					description		"I haven't seen you here before, you must be a new patient?

Welcome to my improvised clinic. It ain't much, but with these limited resources, it's the best that we've got.

I used to teach health education for elementary students in this school. It was a long time ago, but I have good memories of this place. The building is old and has seen better days, but I'm sure it can be restored when things settle down.

Nowadays, my current concern is mostly related to heat insulation, since our windows are pretty much gone. Especially in winter, it's a bit chilly for my patients. I think an emergency solution would just require some duct tape to keep the nasty draft under control."	"Je ne vous ai jamais vu ici auparavant, vous devez être un nouveau patient ?

Bienvenue dans ma clinique de fortune. Ce n’est pas grand-chose, mais avec ces ressources limitées, c’est le mieux que nous ayons.

J’enseignais autrefois l’éducation à la santé aux élèves du primaire dans cette école. C’était il y a longtemps, mais je garde de bons souvenirs de cet endroit. Le bâtiment est vieux et a connu des jours meilleurs, mais je suis sûr qu’il pourra être restauré quand les choses se seront calmées.

En ce moment, mon principal souci concerne surtout l’isolation thermique, car nos fenêtres sont pratiquement hors d’usage. Surtout en hiver, il fait un peu froid pour mes patients. Je pense qu’une solution d’urgence consisterait simplement à utiliser du ruban adhésif pour colmater les vilains courants d’air."		#Machine Translated	
Tasks	Doctor/02	name	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					name		Steady Hands	Une main sûre		#Machine Translated	
Tasks	Doctor/02	difficulty	0	ignore	Traders/Doctor/Tasks/02_Steady_Hands	tres					difficulty		Easy	Facile		#Machine Translated	
Tasks	Doctor/02	description	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					description		"I do have to admit that sometimes my hand-eye coordination and fine motor skills are a bit rusty.

Especially in surgeries and working with a scalpel, I often get the shakes and small mistakes here and there are unavoidable. I think it's mostly related to my age, but I have found that smoking a few cigars before the operation keeps my hands more steady.

As a doctor, I do not recommend smoking, but desperate times require desperate actions.

If you happen to find a few cigars somewhere, perhaps you could deliver those to me? But don't tell the Generalist, I just told him to stop smoking, so we don't create any controversial guidance. Let's keep this between me and you."	"Je dois bien admettre que ma coordination œil-main et ma motricité fine sont parfois un peu rouillées.

Surtout lors des interventions chirurgicales et quand je manipule un scalpel, j’ai souvent des tremblements et les petites erreurs ici et là sont inévitables. Je pense que c’est surtout lié à mon âge, mais j’ai remarqué que fumer quelques cigares avant l’opération me permettait d’avoir les mains plus fermes.

En tant que médecin, je ne recommande pas de fumer, mais à situation désespérée, mesures désespérées.

Si jamais vous trouvez quelques cigares quelque part, pourriez-vous me les apporter ? Mais n'en parlez pas au généraliste, je viens juste de lui dire d'arrêter de fumer, pour ne pas créer de controverse. Gardons cela entre nous."		#Machine Translated	
Tasks	Doctor/03	name	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					name		Bookworm	rat de bibliothèque		#Machine Translated	
Tasks	Doctor/03	difficulty	0	ignore	Traders/Doctor/Tasks/03_Bookworm	tres					difficulty		Easy	Facile		#Machine Translated	
Tasks	Doctor/03	description	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					description		"Being a doctor around here is a cyclic job. What I mean by this is that there are days where it's extremely busy and days where no soul is in sight.

On those boring, empty days, I often spend my time reading. The reading material around here is quite random, you cannot really pick what you read, so you must learn to adapt to the available literature.

I actually like to read all kinds of old books, no matter the subject. Whether it's children's stories or religion, I always find it interesting. I think I'm a bit of a bookworm by nature."	"Ici, le métier de médecin est très irrégulier. Ce que je veux dire, c'est qu'il y a des jours où l'on est débordé et d'autres où il n'y a pas l'âme qui bouge.

Pendant ces journées ennuyeuses et calmes, je passe souvent mon temps à lire. Les livres que l'on trouve ici sont assez aléatoires ; on ne peut pas vraiment choisir ce qu'on lit, alors il faut apprendre à s'adapter à ce qui est disponible.

En fait, j'aime lire toutes sortes de vieux livres, quel que soit le sujet. Qu'il s'agisse d'histoires pour enfants ou de religion, je trouve toujours ça intéressant. Je pense que je suis un peu un rat de bibliothèque par nature."		#Machine Translated	
Tasks	Doctor/04	name	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					name		Dice Master	Maître des dés		#Machine Translated	
Tasks	Doctor/04	difficulty	0	ignore	Traders/Doctor/Tasks/04_Dice_Master	tres					difficulty		Easy	Facile		#Machine Translated	
Tasks	Doctor/04	description	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					description		"Me and the Generalist have known each other since we were kids. He's a grumpy old man for sure, but once you get to know him, he's somewhat tolerable.

Just a few years ago, we often went fishing together, but that poor guy has multiple herniated disks, so fishing trips are no longer an option for him. We still have a few other common hobbies like horse races and gambling.

Like you probably already guessed, only one of those is available nowadays, so our friendship is currently purely built on gambling with card and dice games. However, every time we play dice, he always magically wins and I'm starting to wonder if his dices are rigged somehow, since nobody is that lucky.

You know what, if you happen to find one of those dice games, bring one for me. Next time we play, it's going to be on my set. That way, I can rule out the possibility of cheating and we'll see who the true dice master is."	"Le Généraliste et moi, on se connaît depuis qu'on est gamins. C'est un vieux grincheux, c'est sûr, mais une fois qu'on apprend à le connaître, il est plutôt supportable.

Il y a encore quelques années, on allait souvent pêcher ensemble, mais ce pauvre gars souffre de plusieurs hernies discales, alors les parties de pêche ne sont plus une option pour lui. On a quand même quelques autres passe-temps en commun, comme les courses hippiques et les jeux d'argent.

Comme tu l'as sans doute déjà deviné, il n'en reste plus qu'un seul de ces passe-temps aujourd'hui, donc notre amitié repose actuellement uniquement sur les jeux de cartes et de dés. Cependant, chaque fois qu'on joue aux dés, il gagne toujours comme par magie et je commence à me demander si ses dés ne sont pas truqués d'une manière ou d'une autre, car personne n'a autant de chance.

Tu sais quoi, si tu tombes sur un de ces jeux de dés, ramène-m'en un. La prochaine fois qu'on jouera, ce sera avec mon jeu. Comme ça, je pourrai écarter toute possibilité de triche et on verra qui est le vrai maître des dés."		#Machine Translated	
Tasks	Doctor/05	name	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					name		Night Surgery	Chirurgie de nuit		#Machine Translated	
Tasks	Doctor/05	difficulty	0	ignore	Traders/Doctor/Tasks/05_Night_Surgery	tres					difficulty		Intermediate	Intermédiaire		#Machine Translated	
Tasks	Doctor/05	description	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					description		"Even though I'm not specialized in surgery, I find myself quite skillful working with organs and human anatomy.

Daytime operations are a walk in the park for me when there's enough light, but at night, it gets more tricky. Operating in dim lighting or sometimes even in total darkness relies more on hand-feel and intuition, but it's always riskier for the patient.

Some sort of bright headlamp would probably solve this issue until the power grid is fully restored. I have tried to find one, but unfortunately no luck so far."	"Même si je ne suis pas spécialisé en chirurgie, je me sens plutôt à l'aise avec les organes et l'anatomie humaine.

Les opérations de jour sont un jeu d'enfant pour moi quand il y a suffisamment de lumière, mais la nuit, c'est plus délicat. Opérer dans la pénombre, voire parfois dans l'obscurité totale, repose davantage sur le toucher et l'intuition, mais c'est toujours plus risqué pour le patient.

Une lampe frontale puissante résoudrait probablement ce problème jusqu'à ce que le réseau électrique soit entièrement rétabli. J'ai essayé d'en trouver une, mais malheureusement sans succès jusqu'à présent."		#Machine Translated	
Tasks	Doctor/06	name	0	literal	Traders/Doctor/Tasks/06_Infections	tres					name		Infections	Infections		#Machine Translated	
Tasks	Doctor/06	difficulty	0	ignore	Traders/Doctor/Tasks/06_Infections	tres					difficulty		Intermediate	Intermédiaire		#Machine Translated	
