WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	identifier	translation	DESCRIPTION	Comments	max_length
Events	List/Day4	Description	0	literal	Events/List/D4_Cat	tres					description		"Grandma's cat has gone missing after a sonic boom from a fighter jet spooked the cat and it ran away.

A few days ago, Nomads found the cat wandering in the Outpost and managed to capture it with some sort of box. Once the Nomads started to deliver the cat back to Grandma, they were ambushed by Bandits who apparently took the box.

Locals saw the Bandits tossing the box around in a cruel way and eventually leaving the box somewhere."	706	"戦闘機のソニックブームに驚いて逃げ出したため、おばあちゃんの猫が行方不明になってしまった。

数日前、ノマドたちがアウトポストでさまよっているその猫を見つけ、ある種の箱を使って捕まえることに成功した。ノマドたちが猫をおばあちゃんの元へ連れ戻そうとしたところ、バンディットたちに待ち伏せされ、どうやら箱を奪われてしまったようだ。

地元の人々は、バンディットたちがその箱を残酷な方法で投げ回しているのを目撃し、最終的にはどこかに置き去りにしたようだ。"			
Events	List/Day5	Name	0	literal	Events/List/D5_Punisher	tres					name		Punisher arrives to Area 05	708	パニッシャーがエリア05に到着する			
Events	List/Day5	Type	0	ignore	Events/List/D5_Punisher	tres					type		Dynamic					
Events	List/Day5	Description	0	literal	Events/List/D5_Punisher	tres					description		"Punisher is a bandit boss and a feared debt collector in the Finnish criminal world.

Punisher and his minions have stolen a local police van and are taking routine drives across Area 05."	710	"パニッシャーは、フィンランドの犯罪界で恐れられている、山賊のボスであり、恐ろしい取り立て屋である。

パニッシャーとその手下たちは、地元の警察のパトカーを盗み出し、エリア05を日常的にパトロールしている。"			
Events	List/Day6	Name	0	literal	Events/List/D6_Airdrops	tres					name		Airdrops are delivered to Area 05	712	エリア05へエアドロップが届けられる			
Events	6	Type	0	ignore	Events/List/D6_Airdrops	tres					type		Dynamic					
Events	List/Day6	Description	0	literal	Events/List/D6_Airdrops	tres					description		"After a long delay, the Finnish military has once again started delivering airdrops to Area 05.

Airdrops usually contain humanitarian aid such as medicals, consumables and other relevant survival gear."	714	"長期間の遅れを経て、フィンランド軍は再びエリア05への空輸物資の供給を開始した。

空輸物資には通常、医薬品、消耗品、その他の生存に必要な装備など、人道支援物資が含まれている。"			
Events	List/Day7	Name	0	literal	Events/List/D7_BTR	tres					name		BTR Patrols	716	BTRパトロール			
Events	List/Day7	Type	0	ignore	Events/List/D7_BTR	tres					type		Dynamic					
Events	List/Day7	Description	0	literal	Events/List/D7_BTR	tres					description		"The military faction has started to use armored vehicles in the Vostok area.

Military BTR's are equipped with heavy machine guns and patrols have been seen across main roads and key locations."	718	"軍事勢力がボストーク地区で装甲車両の使用を開始した。

軍用BTRには重機関銃が装備されており、主要道路や重要地点でパトロール隊の姿が確認されている。"			
Events	List/Day8	Name	0	literal	Events/List/D8_Helicopters	tres					name		Attack Helicopters	720	攻撃ヘリコプター			
Events	List/Day8	Type	0	ignore	Events/List/D8_Helicopters	tres					type		Dynamic					
Events	List/Day8	Description	0	literal	Events/List/D8_Helicopters	tres					description		"The Border Zone demilitarization is starting to crumble and it is obvious that previous rules no longer apply.

While official sources ensure nothing has changed, attack helicopters have started making frequent patrols and airspace violations near the Border Zone."	722	"国境地帯の非武装化は崩れつつあり、これまでのルールがもはや通用しないことは明らかだ。

当局は「何も変わっていない」と主張しているが、攻撃ヘリコプターが国境地帯付近で頻繁にパトロールを行い、領空侵犯も発生し始めている。"			
Events	List/Day9	Name	0	literal	Events/List/D9_Crashes	tres					name		Helicopter Crash Sites	724	ヘリコプター墜落現場			
Events	List/Day9	Type	0	ignore	Events/List/D9_Crashes	tres					type		Dynamic					
Events	List/Day9	Description	0	literal	Events/List/D9_Crashes	tres					description		"After airspace violations, aerial incidents were unavoidable and multiple attack helicopters were shot down on both sides of the border.

Helicopter crash sites are scattered around multiple locations and contain high-value loot, which also makes them hotspots for AI activity."	726	"領空侵犯を受けて、空中での衝突は避けられず、国境の両側で複数の攻撃ヘリコプターが撃墜された。

ヘリコプターの墜落現場は複数の場所に点在しており、高価値の戦利品が含まれているため、AIの活動が活発なホットスポットとなっている。"			
Events	List/Day10	Name	0	literal	Events/List/D10_Gunsmith	tres					name		Gunsmith returns to Outpost	728	ガンスミスがアウトポストに戻る	"Please pay attention to the following points when translating
`Outpost`
`Gunsmith`는 NPC의 고유 명사입니다."		
Events	List/Day10	Type	0	ignore	Events/List/D10_Gunsmith	tres					type		Trader					
Events	List/Day10	Description	0	literal	Events/List/D10_Gunsmith	tres					description		"Gunsmith is a trader who maintains a weapon storage inside one of the Outpost bunkers and specializes in everything related to firearms.

Gunsmith was nowhere to be seen for multiple months but according to rumors, he was taking a ""business trip"" to the other side of the border but has now returned to his beloved bunker in Area 05."	730	"ガンスミスは、前哨基地のバンカー内に武器庫を構える商人であり、銃器に関するあらゆることに精通している。

ガンスミスは数ヶ月間姿を見せなかったが、噂によると、国境の向こう側へ「出張」に行っていたらしい。しかし、今ではエリア05にある愛するバンカーへと戻ってきた。"			
Events	List/Day20	Name	0	literal	Events/List/D20_Outpost	tres					name		Outpost gets compromised	732	前哨基地が陥落した			
Events	List/Day20	Type	0	ignore	Events/List/D20_Outpost	tres					type		Dynamic					
Events	List/Day20	Description	0	literal	Events/List/D20_Outpost	tres					description		"Given the previous events, the situation at the Border Zone is escalating quickly and nearby areas face the consequences.

Military BTR's can now enter the Outpost map and Area 05 is no longer considered safe.

News of the event spread quickly among Area 05 locals and traders, but it is only considered rumors by the media and authorities outside of Area 05."	734	"これまでの出来事を踏まえると、国境地帯の状況は急速に悪化しており、周辺地域もその影響を受けている。

軍用BTRが「前哨基地」マップに侵入可能となり、エリア05はもはや安全な場所とは見なされなくなった。

この出来事のニュースはエリア05の住民や商人の間で瞬く間に広まったが、エリア05外のメディアや当局からは単なる噂として扱われている。"			
Events	List/Day30	Name	0	literal	Events/List/D30_Escape	tres					name		Traders leave Area 05	736	トレーダーたちがエリア05を去る			
Events	List/Day30	Type	0	ignore	Events/List/D30_Escape	tres					type		Trader					
Events	List/Day30	Description	0	literal	Events/List/D30_Escape	tres					description		"After the Outpost was compromised, all traders started making preparations and leaving Area 05.

It seems that the traders are doing this as a temporary measure and will return if and when things calm down."	738	"前哨基地が陥落した後、すべての商人たちは準備を整え、エリア05を離れ始めた。

商人たちはこれを一時的な措置として行っているようで、事態が落ち着けば戻ってくるようだ。"			
Events	List/Day40	Name	0	literal	Events/List/D40_Return	tres					name		Traders return to Area 05	740	トレーダーたちがエリア05に戻ってくる			
Events	List/Day40	Type	0	ignore	Events/List/D40_Return	tres					type		Trader					
Events	List/Day40	Description	0	literal	Events/List/D40_Return	tres					description		"The escalation of recent events has seemed to stop and Area 05 did not spiral into full chaos.

All traders are returning back to Area 05."	742	"最近の事態の悪化は一服したようで、エリア05は完全な混乱状態に陥ることはなかった。

すべての商人がエリア05に戻り始めている。"			
Events	List/Day50	Name	0	literal	Events/List/D50_Transmission	tres					name		Transmission	744	トランスミッション			
Events	List/Day50	Type	0	ignore	Events/List/D50_Transmission	tres					type		Special					
Events	List/Day50	Description	0	literal	Events/List/D50_Transmission	tres					description		"The signal that started it all has suddenly reappeared.

The transmission is interfering with radio broadcasts and can be heard on all common frequencies.

This is the last event of Early Access [Build 1]. The events and story will continue in upcoming builds."	746	"すべての発端となった信号が、突然再び現れた。

この電波はラジオ放送に干渉しており、一般的な周波数帯すべてで受信できる。

これはアーリーアクセス [ビルド 1] の最後のイベントです。イベントとストーリーは今後のビルドでも続きます。"			
