location	parent	name	type	text	translation
UI/Interface	Deal/Header	Label	Label	Deal	交易
UI/Interface	Deal/Panel/Indicator	Request	Label	Request Value + Tax (€)	申请金额 + 税费（欧元）
UI/Interface	Deal/Panel/Indicator	Offer	Label	Offer Value (€)	报价金额（欧元）
UI/Interface	Deal/Panel/Buttons	Reset	Button	Reset	重置
UI/Interface	Deal/Panel/Buttons	Accept	Button	Accept	接受
UI/Interface	Supply/Header	Label	Label	Supply	供应
UI/Interface	Tasks/Header	Label	Label	Tasks	任务
UI/Interface	Catalog/Header	Label	Label	Furniture Catalog	家具目录
UI/Interface	Catalog/Header	Warning	Label	Catalog is linked to your character, death will also destroy your catalog items	物品栏与你的角色绑定，死亡也会导致物品栏中的物品消失
UI/Interface	Context/Panel/Margin/Buttons	Use	Button	"Use
"	使用
UI/Interface	Context/Panel/Margin/Buttons	Equip	Button	"Equip
"	装备
UI/Interface	Context/Panel/Margin/Buttons	Unequip	Button	"Unequip
"	卸下
UI/Interface	Context/Panel/Margin/Buttons	Unload	Button	"Unload
"	卸载
UI/Interface	Context/Panel/Margin/Buttons	Split	Button	"Split
"	拆分
UI/Interface	Context/Panel/Margin/Buttons	Take	Button	"Take
"	请
UI/Interface	Context/Panel/Margin/Buttons	Sleep	Button	"Sleep
"	睡眠
UI/Interface	Context/Panel/Margin/Buttons	Transfer	Button	"Transfer
"	转账
UI/Interface	Context/Panel/Margin/Buttons	Drop	Button	"Drop
"	下拉
UI/Interface	Context/Panel/Margin/Buttons	Place	Button	"Place
"	地点
UI/Interface	Context/Panel/Margin/Buttons	Destroy	Button	"Destroy
"	摧毁
UI/Interface	Context/Panel/Margin/Buttons	Remove_0	Button	"Remove [0]
"	删除 [0]
UI/Interface	Context/Panel/Margin/Buttons	Remove_1	Button	"Remove [1]
"	删除 [1]
UI/Interface	Context/Panel/Margin/Buttons	Remove_2	Button	"Remove [2]
"	删除 [2]
UI/Interface	Context/Panel/Margin/Buttons	Remove_3	Button	"Remove [3]
"	删除 [3]
UI/Interface	Tooltip/Panel/Margin/Elements	Title	Label	Coffeemaster	咖啡大师
UI/Interface	Tooltip/Panel/Margin/Elements	Type	Label	Consumable	耗材
UI/Interface	Tooltip/Panel/Margin/Elements/Type	Rarity	Label	Legendary	传奇
UI/Interface	Tooltip/Panel/Margin/Elements	Info	Label	An item is an object within the game world that can be collected by a player.	物品是指游戏世界中玩家可以拾取的对象。
UI/Interface	Tooltip/Panel/Margin/Elements	Equipment	Label	Equipment:	设备：
UI/Interface	Tooltip/Panel/Margin/Elements/Equipment	Value	Label	Primary	小学
UI/Interface	Tooltip/Panel/Margin/Elements	Condition	Label	Condition:	状态：
UI/Interface	Tooltip/Panel/Margin/Elements	Weight	Label	Weight:	重量：
UI/Interface	Tooltip/Panel/Margin/Elements	Value	Label	Value:	值：
UI/Interface	Tooltip/Panel/Margin/Elements	Caliber	Label	Caliber:	口径：
UI/Interface	Tooltip/Panel/Margin/Elements	Damage	Label	Damage:	损坏：
UI/Interface	Tooltip/Panel/Margin/Elements	Penetration	Label	Penetration:	渗透：
UI/Interface	Tooltip/Panel/Margin/Elements/Penetration	Value	Label	Level 1	第1级
UI/Interface	Tooltip/Panel/Margin/Elements/Penetration	Value	Label	Level 2	第2级
UI/Interface	Tooltip/Panel/Margin/Elements/Penetration	Value	Label	Level 3	第3级
UI/Interface	Tooltip/Panel/Margin/Elements/Penetration	Value	Label	Level 4	第4级
UI/Interface	Tooltip/Panel/Margin/Elements/Penetration	Value	Label	Level 5	第5级
UI/Interface	Tooltip/Panel/Margin/Elements	Protection	Label	Protection:	保护：
UI/Interface	Tooltip/Panel/Margin/Elements/Protection	Value	Label	Level 1	第1级
UI/Interface	Tooltip/Panel/Margin/Elements	Capacity	Label	Capacity:	容量：
UI/Interface	Tooltip/Panel/Margin/Elements	Insulation	Label	Insulation:	绝缘：
UI/Interface	Tooltip/Panel/Margin/Elements	Health	Label	Health:	健康：
UI/Interface	Tooltip/Panel/Margin/Elements	Energy	Label	Energy:	能源：
UI/Interface	Tooltip/Panel/Margin/Elements	Hydration	Label	Hydration:	补水：
UI/Interface	Tooltip/Panel/Margin/Elements	Mental	Label	Mental:	心理：
UI/Interface	Tooltip/Panel/Margin/Elements	Temperature	Label	Body Temp:	体温：
UI/Interface	Tooltip/Panel/Margin/Elements	Nested	Label	Nested:	嵌套：
UI/Interface	Tooltip/Panel/Margin/Elements	Cures	Label	Cures:	疗法：
UI/Interface	Tooltip/Panel/Margin/Elements/Subpanel/Margin/Elements	Compatible	Label	Compatible Items:	兼容产品：
UI/Elements/Item	Details	Abbreviation	Label	Item	项目
UI/Profiler	Panel/Margin	Label	Label	Profiler	分析器
UI/Elements/Recipe	Margin/Elements/Header	Show	Button	Show	显示
UI/Elements/Recipe	Margin/Elements/Header	Title	Label	Recipe Name	菜谱名称
UI/Elements/Recipe	Margin/Elements/Content	Input	Label	Input:	输入：
UI/Elements/Recipe	Margin/Elements/Content	Output	Label	Output:	输出：
UI/Elements/Recipe	Margin/Elements/Content/Buttons	Input	Button	Start Input	开始输入
UI/Elements/Recipe	Margin/Elements/Content/Buttons	Complete	Button	Craft	工艺
UI/Elements/Task	Margin/Elements	Title	Label	Duty Calls	职责在身
UI/Elements/Task	Margin/Elements/Title	Add	Button	Add to Notes	添加到笔记
UI/Elements/Task	Margin/Elements/Title	Remove	Button	Remove	删除
UI/Elements/Task	Margin/Elements	Difficulty	Label	Difficulty:	难度：
UI/Elements/Task	Margin/Elements/Difficulty	Value	Label	Easy	简单
UI/Elements/Task	Margin/Elements	Description	Label	"Last week I visited the Doctor in that abandoned school building nearby. He told me that I should cut all my ""bad habits"", but the old fucker smokes himself, so screw him!

You're probably just one of those modern-day hippies who only licks mint pastilles when things get rough, but if you happen to find one of these, bring a pack or two and some matches as well."	"上周我去附近那栋废弃的校舍找医生看了病。他跟我说我得改掉所有“坏习惯”，但这老混蛋自己却抽烟，去他的！

你八成就是那种遇到麻烦就舔薄荷糖的现代嬉皮士，不过如果你碰巧发现了这种东西，记得带上一两包，顺便带点火柴。"
UI/Elements/Task	Margin/Elements	Input	Label	Deliver:	交付：
UI/Elements/Task	Margin/Elements	Output	Label	Receive:	接收：
UI/Elements/Task	Margin/Elements	Hint	Label	"→ You will receive shelter furniture from this task
→ Your furniture is located in Furniture Catalog [Decor Mode]"	"→ 完成此任务后，您将获得庇护所家具
→ 您的家具位于“家具目录”[装饰模式]中"
UI/Elements/Task	Margin/Elements/Buttons	Input	Button	Start Delivery	开始配送
UI/Elements/Task	Margin/Elements/Buttons	Input	Button	Stop Delivery	暂停配送
UI/Elements/Task	Margin/Elements/Buttons	Input	Button	Delivered	已送达
UI/Elements/Task	Margin/Elements/Buttons	Complete	Button	Complete	完成
Scenes/Menu	Main/Buttons	New	Button	New game	新游戏
Scenes/Menu	Main/Buttons	Load	Button	Load game	加载游戏
Scenes/Menu	Main/Buttons	Tutorial	Button	Tutorial	教程
Scenes/Menu	Main/Buttons	Settings	Button	"Settings
"	设置
Scenes/Menu	Main/Buttons	Roadmap	Button	"Roadmap
"	路线图
Scenes/Menu	Main/Buttons	About	Button	"About
"	关于
Scenes/Menu	Main/Buttons	Quit	Button	"Quit
"	退出
Scenes/Menu	Log	Header	Label	Changelog	更新日志
Scenes/Menu	Log/Buttons	Log_Off	Button	"Off
"	关闭
Scenes/Menu	Log/Buttons	Log_On	Button	"On
"	于
Scenes/Menu	Hardware	Header	Label	Hardware Check	硬件检查
Scenes/Menu	Hardware/Buttons	HW_Off	Button	"Off
"	关闭
Scenes/Menu	Hardware/Buttons	HW_On	Button	"On
"	于
Scenes/Menu	Intro	Header	Label	Watch Intro	观看简介
Scenes/Menu	Intro/Buttons	Intro_Off	Button	"Off
"	关闭
Scenes/Menu	Intro/Buttons	Intro_On	Button	"On
"	于
Scenes/Menu	Music	Header	Label	Menu Music	菜单 音乐
Scenes/Menu	Music/Buttons	Music_Off	Button	"Off
"	关闭
Scenes/Menu	Music/Buttons	Music_On	Button	"On
"	于
Scenes/Menu	.	Copyright	Label	Road to Vostok ® is registered trademark of Road to Vostok Ltd. All rights reserved © 2026	“Road to Vostok ®”是Road to Vostok有限公司的注册商标。版权所有 © 2026
Scenes/Menu	.	Version	Label	Version: 0.1.1.3	版本：0.1.1.3
Scenes/Menu	Changelog/Header	Label	Label	Changelog	更新日志
Scenes/Menu	Changelog/Panel/Margin/Scroll	Content	Label	"Following changes were made from:
Early Access [0.1.0.0] -> Early Access [0.1.1.3]
----------------------------------------
Build name: Road - Build 1
Build version: 0.1.1.3
Build type: Release
----------------------------------------
Hotfix [0.1.1.3]
[FIXED] Context actions could cause death when closing Interface at the same frame (Context Use)
[FIXED] Context actions could corrupt items when closing Interface at the same frame (Context Unload)
[FIXED] Context actions could corrupt furniture when closing Interface at the same frame (Context Place)
----------------------------------------
[ADDED] Compatibility launch option for hardware issues
[ADDED] Increased buffer memory for GPU stalls/timeouts
[ADDED] CPU-load distribution when loading into a map
[ADDED] Engine version switched to Godot 4.6.2 for stability
[ADDED] Added SMAA anti-aliasing option (Settings)
[ADDED] Reworked image sharpness shader for stability (Settings)
[ADDED] Furniture destroy uses safeguard (LMB hold) for misclicks
[ADDED] Airdrops use green chemlights for night time visibility
[ADDED] Airdrops now support variable loot tables [x3]
[ADDED] Punisher now support variable loot tables [x3]
[ADDED] Punisher loot tables improved with more items
[ADDED] Killed AI corpse loot possibility increased [25%->75%]
[ADDED] Additional industrial loot spawns [Oil Filter]
[ADDED] Terminal has more special crates and loot spawns
[ADDED] Special crates can also spawn Legendary items
[ADDED] New item: Chewing Gum
----------------------------------------
[FIXED] Flickering lights/shadows in shelters and trader areas
[FIXED] Active context menu could freeze when closing the Interface
[FIXED] Frozen context menu could lead to corrupted/floating items
[FIXED] Shelter item return while using items could cause death
[FIXED] Cartridges during ammo check were glowing in low lighting
[FIXED] AI could navigate/attack through airdrop colliders
[FIXED] AI could navigate/attack through heli crash colliders
[FIXED] AI could get stuck on heli crash colliders
[FIXED] Blocked Highway tunnel could be exploited without a key
[FIXED] Darkness/Ironman random spawn teleported to transition (School/Highway)
[FIXED] AI firing accuracy inconsistency and miscalculations
[FIXED] Controller could get stuck on Village building (toilet door)
[FIXED] Controller could get stuck on Village tractor (barn)
[FIXED] Controller could get stuck on Village garage (cardboard boxes)
[FIXED] Controller could get stuck on School building (trader table)
[FIXED] Controller could get stuck on School building (multiple chairs)
[FIXED] Controller could get stuck on Highway market (shelf gaps)
[FIXED] Controller could get stuck on Highway market (shopping carts)
[FIXED] Controller could get stuck on Apartments staircases (corpse head)
[FIXED] Controller could get stuck on Terminal ramps (trainyard area)
[FIXED] Military BTR could stuck driving in circles at fast speed
[FIXED] Improvised splint didn't heal Fracture condition
[FIXED] Doctor sold own task items [Antiseptic]
[FIXED] Gunsmith sold own task items [Skrama 200]
[FIXED] MSAA 8x option didn't save to preferences
[FIXED] Tutorial crates didn't contain M78 magazines
----------------------------------------
[CHANGED] Critical medical condition [Rupture] possibility lowered [5%->3%]
[CHANGED] Critical medical condition [Headshot] possibility lowered [5%->3%]
[CHANGED] Character hydration decrease speed slowed by [10%]
[CHANGED] Character mental decrease speed slowed by [10%]
[CHANGED] Cat vital decrease speed slowed by [20%]
[CHANGED] Cat meows and makes noises less often
[CHANGED] Trader (Start/End/Idle) voices activate less often
[CHANGED] Render resolution options changed to Low/Native (less confusion)
[CHANGED] Fallen items drop front of the player vs. inventory (Shelter)
----------------------------------------
[REMOVED] All third-party/obsolete AMD FSR references for stability
----------------------------------------"	"以下是本次更新的变更内容：
抢先体验版 [0.1.0.0] -> 抢先体验版 [0.1.1.3]
----------------------------------------
构建名称：Road - Build 1
构建版本：0.1.1.3
构建类型：正式版
----------------------------------------
热修复 [0.1.1.3]
[已修复] 在同一帧关闭界面时，上下文操作可能导致角色死亡 （上下文使用）
[已修复] 若在同一帧关闭界面，上下文操作可能导致物品损坏（上下文卸载）
[已修复] 若在同一帧关闭界面，上下文操作可能导致家具损坏（上下文放置）
----------------------------------------
[新增] 针对硬件问题的兼容性启动选项
[新增] 增加了用于处理 GPU 停滞/超时的缓冲内存
[新增] 加载地图时的 CPU 负载分配
[新增] 引擎版本切换为 Godot 4.6.2 以提升稳定性
[新增] 添加了 SMAA 抗锯齿选项（设置）
[新增] 重写了图像锐化着色器以提升稳定性 （设置）
[新增] 家具破坏功能新增误点击保护机制（按住左键）
[新增] 空投补给在夜间使用绿色化学灯提升可见度
[新增] 空投补给现支持可变战利品表 [x3]
[新增] 惩罚者现支持可变战利品表 [x3]
[新增] 惩罚者战利品表优化，新增更多物品
[新增] 击杀 AI 后其尸体掉落几率提升 [25%->75%]
[新增] 增加工业类战利品生成 [机油滤清器]
[新增] 终端机新增特殊箱子及战利品生成点
[新增] 特殊箱子也可生成传奇物品
[新增] 新物品：口香糖
----------------------------------------
[修复] 避难所和商人区域内灯光/阴影闪烁
[修复] 关闭界面时，若上下文菜单处于活动状态可能导致卡死
[修复] 卡死的上下文菜单可能导致物品损坏或悬浮
[修复] 使用物品时庇护所物品返还可能导致死亡
[修复] 低光环境下检查弹药时弹匣会发光
[修复] AI 能穿过空投碰撞体进行移动/攻击
[修复] AI 能穿过直升机坠毁碰撞体进行移动/攻击
[修复] AI 可能卡在直升机坠毁碰撞体上
[已修复] 无需钥匙即可利用高速公路隧道漏洞
[已修复] 黑暗/铁人模式的随机出生点会传送至过渡区域（学校/高速公路）
[已修复] AI 射击精度不一致及计算错误
[已修复] 控制器角色可能卡在村庄建筑（厕所门）上
[已修复] 控制器角色可能卡在村庄拖拉机上 （谷仓）
[已修复] 控制器可能卡在村庄车库（纸箱）上
[已修复] 控制器可能卡在学校建筑（交易台）上
[已修复] 控制器可能卡在学校建筑（多把椅子）上
[已修复] 控制器可能卡在高速公路市场（货架缝隙）上
[已修复] 控制器可能卡在高速公路市场（购物车）上
[已修复] 控制器可能卡在公寓楼的楼梯上（尸体头部）
[已修复] 控制器可能卡在车站坡道上（火车场区域）
[已修复] 军用BTR可能以高速原地打转
[已修复] 简易夹板无法治愈骨折状态
[已修复] 医生出售自己的任务物品 [消毒剂]
[已修复] 枪匠出售了本应属于任务的物品 [Skrama 200]
[已修复] MSAA 8x 选项无法保存至偏好设置
[已修复] 教程箱中未包含 M78 弹匣
----------------------------------------
[调整] 致命医疗状况 [内脏破裂] 的触发概率降低 [5%->3%]
[调整] 致命医疗状况 [爆头] 的触发概率降低 [5%->3%]
[调整] 角色脱水速度降低 [10%]
[调整] 角色精神值下降速度降低 [10%]
[调整] 猫的生命值下降速度减缓 [20%]
[调整] 猫的叫声和发声频率降低
[调整] 商人（开始/结束/闲置）语音触发频率降低
[调整] 渲染分辨率选项改为“低/原生”（减少混淆）
[调整] 掉落物品改为出现在玩家正前方而非背包内（避难所）
----------------------------------------
[移除] 移除了所有第三方/过时的 AMD FSR 相关内容以提升稳定性
----------------------------------------"
