text	translation
Sofa (Leather)	沙发（皮质）
Sofa L.	L型沙发
Stool (Military)	军用凳
Stool M.	粪便 M.
Stool (Padded)	带软垫的凳子
Stool P.	粪便 P.
Table (Cabin)	餐桌（客舱）
Table C.	表C。
Table (Canteen)	餐桌（食堂）
Table (Kitchen)	餐桌（厨房用）
Table K.	表 K.
Table (Office)	表格（Office）
Table. O	表 O
Target Stand	靶架
Target S.	目标 S.
Television	电视
TV	电视
Trolley (Short)	手推车（短款）
Trolley S.	Trolley S.
Trolley (Tall)	高款手推车
Trolley T.	Trolley T.
Weapon Display	武器展示
Weapon D.	武器D。
Trader Event	交易者活动
Dynamic Event	动态事件
Special Event	特别活动
Dynamic	动态
Special	特别版
Guaranteed	保证
Generalist returns to Village	全能型选手重返村庄
"Generalist is a ""jack of all trades"" trader who runs a small shop inside the Village garage building in Area 05 and specializes in common goods.

After taking a small mental break, Generalist is once again back in business and ready to serve his loyal customers with decent prices."	"通才是一位“多才多艺”的商人，他在05区村庄车库大楼内经营着一家小店，专门销售日常用品。

短暂休息调整后，通才已重新开业，准备以合理的价格为忠实的顾客提供服务。"
Doctor returns to School	医生重返校园
"Doctor is a trader who specializes in medicine and holds an improvised clinic inside an abandoned school building in Area 05.

After visiting Grandma for a ""welfare check,"" Doctor returns to his clinic and is ready to provide medical services for the injured."	"医生是一位专攻医学的商人，他在05区一栋废弃的校舍内开设了一间简易诊所。

在探望老奶奶进行“生活状况探访”后，医生回到诊所，准备为伤者提供医疗服务。"
Fighter Jets	战斗机
"After the Area 05 evacuation and Border Zone demilitarization, things have started to take a wrong turn and a show of force is needed.

The Finnish military will start performing non-lethal, high-visibility aerial flybys with fighter jets that appear in the sky frequently."	"随着05区疏散和边境区非军事化措施的实施，局势开始出现恶化，亟需展示武力。

芬兰军队将开始派遣战斗机进行非致命性、高可见度的空中巡航，这些战机将频繁出现在天空中。"
Missing Cat	走失的猫
"Grandma's cat has gone missing after a sonic boom from a fighter jet spooked the cat and it ran away.

A few days ago, Nomads found the cat wandering in the Outpost and managed to capture it with some sort of box. Once the Nomads started to deliver the cat back to Grandma, they were ambushed by Bandits who apparently took the box.

Locals saw the Bandits tossing the box around in a cruel way and eventually leaving the box somewhere."	"一架战斗机发出的音爆吓到了奶奶家的猫，导致它跑掉了，现在猫失踪了。

几天前，游牧民在前哨站发现这只猫在四处游荡，并用某种箱子将其捕获。当游牧民开始将猫送回给奶奶时，他们遭到了强盗的伏击，强盗显然抢走了那个箱子。

当地居民看到强盗们残忍地抛掷着那个箱子，最终将箱子丢弃在某处。"
Punisher arrives to Area 05	惩罚者抵达05区
"Punisher is a bandit boss and a feared debt collector in the Finnish criminal world.

Punisher and his minions have stolen a local police van and are taking routine drives across Area 05."	"惩罚者是芬兰犯罪世界中一名匪帮头目，也是令人闻风丧胆的讨债人。

惩罚者及其手下劫持了一辆当地警用面包车，正在05区进行例行巡逻。"
Airdrops are delivered to Area 05	空投物资已送达05区
"After a long delay, the Finnish military has once again started delivering airdrops to Area 05.

Airdrops usually contain humanitarian aid such as medicals, consumables and other relevant survival gear."	"经过长时间的延迟，芬兰军队已再次开始向05区投放空投物资。

空投物资通常包含人道主义援助物资，例如药品、消耗品及其他相关的生存装备。"
BTR Patrols	BTR巡逻队
"The military faction has started to use armored vehicles in the Vostok area.

Military BTR's are equipped with heavy machine guns and patrols have been seen across main roads and key locations."	"军事派系已开始在沃斯托克地区使用装甲车辆。

军用BTR装甲车配备了重机枪，并在主要道路和关键地点发现了巡逻队。"
Attack Helicopters	攻击直升机
"The Border Zone demilitarization is starting to crumble and it is obvious that previous rules no longer apply.

While official sources ensure nothing has changed, attack helicopters have started making frequent patrols and airspace violations near the Border Zone."	"边境区的非军事化状态正开始瓦解，显然以往的规则已不再适用。

尽管官方消息来源坚称一切如常，但攻击直升机已开始在边境区附近频繁巡逻并侵犯领空。"
Helicopter Crash Sites	直升机坠毁地点
"After airspace violations, aerial incidents were unavoidable and multiple attack helicopters were shot down on both sides of the border.

Helicopter crash sites are scattered around multiple locations and contain high-value loot, which also makes them hotspots for AI activity."	"在发生领空侵犯事件后，空中冲突在所难免，边境两侧有多架攻击直升机被击落。

直升机坠毁地点散布在多处，且载有高价值战利品，这也使得这些地点成为AI活动的热点区域。"
Gunsmith returns to Outpost	枪匠重返前哨站
"Gunsmith is a trader who maintains a weapon storage inside one of the Outpost bunkers and specializes in everything related to firearms.

Gunsmith was nowhere to be seen for multiple months but according to rumors, he was taking a ""business trip"" to the other side of the border but has now returned to his beloved bunker in Area 05."	"枪匠是一位商人，他在前哨站的一个掩体里经营着武器仓库，专精于枪械相关的一切事务。

枪匠已失踪数月，但据传闻，他当时是去边境另一侧“出差”，如今已回到他心爱的05区掩体。"
Outpost gets compromised	前哨站遭到入侵
"Given the previous events, the situation at the Border Zone is escalating quickly and nearby areas face the consequences.

Military BTR's can now enter the Outpost map and Area 05 is no longer considered safe.

News of the event spread quickly among Area 05 locals and traders, but it is only considered rumors by the media and authorities outside of Area 05."	"鉴于此前发生的事件，边境区的局势正在迅速升级，周边地区也面临着随之而来的后果。

军用装甲运兵车现已能够进入“前哨站”地图，而05区已不再被视为安全区域。

这一事件的消息在05区的当地居民和商人中迅速传开，但在05区以外的媒体和当局眼中，这仅被视为谣言。"
Traders leave Area 05	商人们离开05区
"After the Outpost was compromised, all traders started making preparations and leaving Area 05.

It seems that the traders are doing this as a temporary measure and will return if and when things calm down."	"前哨站遭到渗透后，所有商人都开始做准备并撤离05区。

看来商人们此举只是权宜之计，待局势平息后便会返回。"
Traders return to Area 05	商人们重返05区
"The escalation of recent events has seemed to stop and Area 05 did not spiral into full chaos.

All traders are returning back to Area 05."	"近期局势的升级似乎已告一段落，第05区并未陷入全面混乱。

所有商人都正返回第05区。"
Transmission	变速箱
"The signal that started it all has suddenly reappeared.

The transmission is interfering with radio broadcasts and can be heard on all common frequencies.

This is the last event of Early Access [Build 1]. The events and story will continue in upcoming builds."	"引发这一切的信号突然再次出现。

该信号正在干扰无线电广播，可在所有常用频率上听到。

这是抢先体验版 [Build 1] 的最后一个事件。后续版本中将延续这些事件和剧情。"
Inventory	库存
Primary	小学
Secondary	中学
Vital	重要
Task Notes empty	任务备注为空
Task Notes not available (Tutorial)	任务说明不可用（教程）
Map not equipped	未装备地图
Map not usable (Vostok)	地图无法使用（沃斯托克）
Casette Player not equipped	未配备卡带播放器
Casette Player power 0%, recharge player	卡带播放器电量 0%，请为播放器充电
Casette Player empty, insert casette	卡带播放器为空，请插入卡带
Override Ambient Music [ON]	覆盖环境音乐 [开启]
Override Ambient Music [OFF]	覆盖环境音乐 [关闭]
Sleep	睡眠
Level 2	第2级
Level 3	第3级
Level 4	第4级
Level 5	第5级
Heat required	需加热
Workbench required	需要工作台
Shelter required	需要庇护所
Start Input	开始输入
Stop Input	停止输入
Reset Input	重置输入
Start Delivery	开始配送
Stop Delivery	暂停配送
Delivered	已送达
CBRN	CBRN
Overweight	超重
Explosion	爆炸
Fall	秋季
Day	天
Common	常用
Rare	稀有
Legendary	传奇
Armor Plate	装甲板
Armor	护甲
Armor Plate {class}	装甲板 {class}
Armor Plate (II)	装甲板（II）
Armor Plate (III+)	装甲板（III+）
Armor Plate (III)	装甲板（III）
Armor Plate (IIIA)	护甲板（III A级）
Armor Plate (IV)	装甲板（IV）
Backpack	背包
Jääkäri Backpack (Black)	Jääkäri 背包（黑色）
Jääkäri BP.	Jääkäri BP.
Jääkäri Backpack (Brown)	Jääkäri 背包（棕色）
Jääkäri Backpack (Green)	Jääkäri 背包（绿色）
Jääkäri Backpack (M05)	Jääkäri 背包 (M05)
Nomad Backpack	游牧背包
Nomad BP.	Nomad BP。
Patrol Backpack	巡逻背包
Patrol BP.	巡逻BP。
Duffel (Retro)	旅行袋（复古款）
R. Duffel	R. 达菲尔
Belt Pouch	腰包
Kukkaro (Black)	Kukkaro（黑色）
Kukkaro	库卡罗
Kukkaro (Brown)	库卡罗（棕色）
Kukkaro (Green)	库卡罗（绿色）
Kukkaro (M05)	库卡罗 (M05)
Literature	文学
Book (Children)	图书（儿童）
Children	儿童
Book (Cooking)	书籍（烹饪）
Cooking	烹饪
Book (Fishing)	书籍（钓鱼）
Book (Religion)	书籍（宗教类）
Religion	宗教
Clothing	服装
Flame Beanie	火焰毛线帽
F. Beanie	F. 贝尼
Combat Boots	作战靴
C. Boots	C. 靴子
M62 Cap	M62 帽
Tactical Fleece (Brown)	战术抓绒衫（棕色）
T. Fleece	T. Fleece
Tactical Fleece (Green)	战术抓绒衫（绿色）
Leather Gloves	皮手套
L. Gloves	L. 手套
Work Gloves	工作手套
W. Gloves	W. 手套
Mosquito Hat	防蚊帽
M. Hat	M. Hat
Sauna Hat	桑拿帽
S. Hat	S. Hat
Hoodie (Border Zone)	连帽衫（边境地带）
Hoodie BZ.	连帽衫 BZ。
Hoodie B.	胡迪·B.
Hoodie (Gray)	连帽衫（灰色）
Hoodie	连帽衫
M62 Jacket	M62夹克
M62 J.	M62 J.
Santa Jacket	圣诞老人夹克
Santa J.	圣塔·J.
Winter Jacket (Blue)	冬季夹克（蓝色）
Winter Jacket	冬季外套
Winter Jacket (Red)	冬季夹克（红色）
Winter J.	温特·J.
Jeans (Black)	牛仔裤（黑色）
Jeans	牛仔裤
Hiking Pants	徒步裤
Hiking P.	徒步旅行 P.
Windbreaker (Black)	防风夹克（黑色）
Windbreaker	防风夹克
Windbr.	Windbr.
Windbreaker (Green)	防风夹克（绿色）
Consumables	耗材
Consumable	耗材
Drink	饮品
Eat	吃
Eat Raw	生食
Eat (Raw)	吃（生食）
Chew	咀嚼
Smoke	烟
Use	使用
Beer	啤酒
Empty Can	空罐
Can	可以
Canned Meat	罐装肉
Meat	肉
Canned Meatballs	罐装肉丸
Meatballs	肉丸
Canned Pea Soup	罐装豌豆汤
Pea Soup	豌豆汤
Canned Peaches	罐装桃子
Peaches	桃子
Canned Pear	罐装梨
Pear	梨
Canned Peas	豌豆罐头
Peas	豌豆
Canned Pineapple	罐装菠萝
Pineapple	菠萝
Canned Tomatoes	番茄罐头
Tomatoes	番茄
Canned Tuna	金枪鱼罐头
Tuna	金枪鱼
Cat Food	猫粮
War Chocolate	战争巧克力
W. Choco	W. Choco
Cigarettes	香烟
Cigs	香烟
Cigars	雪茄
Coffee	咖啡
Coffee (Brewed)	咖啡（冲泡）
C. Brewed	C. 酿造
Fish Soup (Cooked)	鱼汤（煮好的）
F. Soup (Cooked)	F. 汤（煮熟的）
F. Soup	F. 汤
Meatballs (Cooked)	肉丸（熟的）
M. Balls (Cooked)	M. 肉丸（熟制）
M. Balls	M. 鲍尔斯
Pea Soup (Cooked)	豌豆汤（煮熟的）
P. Soup (Cooked)	P. 汤（煮熟的）
P. Soup	P. Soup
Tomato Soup (Cooked)	番茄汤（煮好的）
T. Soup (Cooked)	T. 汤（煮熟的）
T. Soup	T. Soup
Crackers	饼干
Energy Drink	能量饮料
E. Drink	E. 饮料
Energy Powder	能量粉
E. Powder	E. 粉末
Field Ration	野战口粮
F. Ration	F. 口粮
Juice	果汁
Juice (Orange)	果汁（橙汁）
Juice O.	Juice O.
Juice (Pear)	梨汁
Juice P.	Juice P.
Juice (Raspberry)	果汁（覆盆子）
Juice R.	Juice R.
Kilju	吉州
Kompot	果子露
Mustard	芥末
Peanuts	花生
Potato	土豆
Salty Liquorice	咸味甘草
Salty Liq.	咸味液体
Snus	斯努斯
Soda (Lemon)	柠檬汽水
Soda	苏打水
Soda L.	索达·L.
Sugar	糖
Water Bottle	水瓶
Water	水
Yeast	酵母
Electronics	电子产品
Alarm Clock	闹钟
A. Clock	A. 时钟
Batteries	电池
Battery	电池
Battery Cables	电池线缆
B. Cables	B. 电缆
Casette	卡塞特
Casette (Electrofolk)	卡塞特（电子民谣）
Junna - Haavakko	Junna - Haavakko
Junna - Lempi	Junna - Lempi
Junna - Mistä Sä Tiesit Tulla	Junna - 《你是怎么知道要来的》
Junna - Mukula	Junna - Mukula
Junna - Pappa Se Antoi Hevosen	Junna - 爸爸送的马
Junna - Rautahepo	Junna - Rautahepo
Junna - Ruslana	朱娜 - 鲁斯兰娜
Junna - Vandringsman	Junna - 流浪者
Casette (Nomad)	卡塞特（游牧者）
Casette (OST)	卡塞特（原声带）
OST - Alive	原声带 - 《Alive》
OST - Daybreak	原声带 - 《破晓》
OST - Far	原声带 - 《Far》
OST - Lost	原声带 - 《迷失》
OST - Rain	原声带 - 《Rain》
OST - Road	原声带 - 《Road》
OST - Trailer	原声带 - 预告片
OST - Winds	原声带 - 《风》
Casette (Radio Hits)	卡带（电台热门金曲）
Casette (Symphony)	卡塞特（交响曲）
Vostok Symphony	《东方交响曲》
Casette Player	卡带播放器
C. Player	C. 选手
Coffeemaster	咖啡大师
C. Master	C. 硕士
Cooking Station	烹饪区
C. Station	C. 车站
Hotplate	电热板
Inverter	逆变器
Narva	纳尔瓦
Polaris	北极星
Fish	鱼
Fishing	钓鱼
Bream	鲷鱼
Fishing Rod	钓鱼竿
F. Rod	F. Rod
Perch	鲈鱼
Pike	梭鱼
Roach	蟑螂
Grenade	手榴弹
Helmet	头盔
Police Helmet (IIIA)	警用头盔（IIIA）
Police Helmet	警用头盔
P. Helmet	P. 头盔
Instrument	乐器
Guitar	吉他
Harmonica	口琴
Harmo.	哈莫。
Key	关键
Attic Key	阁楼钥匙
Attic K.	Attic K.
Bunker Key	邦克岛
Bunker K.	邦克·K.
Cellar Key	酒窖钥匙
Cellar K.	Cellar K.
Classroom Key	课堂指南
Class. K.	K班。
Gymnasium Key	体育馆钥匙
Gym. K.	Gym. K.
Tunnel Key	隧道钥匙
Tunnel K.	K号隧道。
Knife	刀
Jaeger 140	Jaeger 140
Jaeger	耶格尔
Skrama 200	Skrama 200
Skrama	Skrama
Skrama 240	Skrama 240
Lore	背景故事
Cat	猫
Oil Sample	油样
Oil S.	奥伊尔·S.
Patient Report	患者报告
P. Report	P. 报告
Heal	治愈
Spray	喷雾
Medical	医疗
Antibiotics	抗生素
Antibio.	安提比奥。
Antiseptic	消毒剂
A. Septic	A. 化粪池
Balm	润肤膏
Bandage	绷带
Bandage (Improvised)	绷带（自制）
Cold Medicine	感冒药
C. Med.	医学硕士
Deodorant	除臭剂
Deodora.	德奥多拉。
Gum	口香糖
Lotion	润肤露
Medkit	急救包
Melatonin	褪黑素
Melaton.	褪黑素。
Painkill.	止痛药。
Saline	萨林
Splint	夹板
Splint (Improvised)	夹板（自制）
Thermal Blanket	保暖毯
Thermal	热力
Tissues	纸巾
Sneeze	打喷嚏
Tourniquet	止血带
Tourni.	图尔尼。
Tourniquet (Improvised)	止血带（自制）
Wipes	湿巾
Wipe	擦拭
Misc	其他
Blanket	毯子
Board Game	桌游
B. Game	B. 游戏
Bucket	水桶
Coffee Filter	咖啡滤纸
C. Filter	C. 过滤器
Duct Tape	胶带
D. Tape	D. 胶带
Happy Stove	快乐炉灶
H. Stove	H. 斯托夫
Jerry Can	油桶
Jerry C.	杰里·C.
Lumber	木材
Map	地图
Map (Tactical)	地图（战术）
T. Map	T. Map
Matches	比赛
Mat.	材料。
Mattress	床垫
Mess Kit	餐具套装
Nails	指甲
Oil Filter	机油滤清器
O. Filter	O. 过滤器
Pillow	枕头
Rags	破布
Sleeping_Bag	睡袋
Sleeping Bag	睡袋
S. Bag	S. Bag
Sticks	棍子
Tackle Box	钓具箱
Tackle B.	塔克尔·B.
Toilet Paper	卫生纸
T. Paper	T. Paper
Toolbox	工具箱
Water Lock	水闸
W. Lock	W. Lock
Weapon Repair Kit	武器维修包
Repair Kit	维修套件
Rig	钻井平台
LVPC (Green)	LVPC（绿色）
LVPC (Winter)	LVPC（冬季）
Fishing Vest	钓鱼背心
F. Vest	F. 韦斯特
Weapon	武器
Mag.	Mag.
KA-12 Magazine	《KA-12》杂志
KA-M Magazine	《KA-M》杂志
KAS-74U Magazine	KAS-74U 弹匣
C1911 Magazine	《C1911》杂志
G7 Magazine	《G7》杂志
KAR-21 Magazine (.223)	KAR-21 弹匣（.223）
KAR-21 Magazine (.308)	KAR-21 弹匣（.308）
KAR-21 Barrel (.308)	KAR-21 枪管（.308）
KAR-21 Barrel	KAR-21 枪管
Barrel	枪管
KP-31 Drum	KP-31 鼓
Drum	鼓
STANAG Magazine	《STANAG》杂志
M78 Magazine	《M78》杂志
Karov	卡罗夫
Karov Magazine	《卡罗夫》杂志
Mosin	莫辛
PM5 Magazine	《PM5》杂志
MP7 Magazine	MP7 弹匣
P3 Magazine	《P3》杂志
RK Magazine	《RK》杂志
VSD Magazine	《VSD》杂志
SS Magazine	《SS》杂志
Ammo	弹药
Attachment	附件
Hybrid	混合型
Kobra	科布拉
Leopard	豹
Micro	微型
Monster	怪物
Thor	雷神
Compatibility	兼容性
Selected	已选中
Press key to bind...	按键以绑定...
Forward	前言
Backward	上一页
Left	左
Right	对
Crouch	克劳奇
Jump	跳转
Sprint	Sprint
Lean Left	向左倾斜
Lean Right	向右倾斜
Draw Primary	绘制主图
Draw Secondary	绘制辅助线
Draw Knife	刨刀
Draw Grenade 1	绘制手榴弹 1
Draw Grenade 2	绘制手榴弹 2
Raise Weapon	举起武器
Lower Weapon	放下武器
Aim	目的
Canted Aim	倾斜瞄准
Fire	火
Reload	重新加载
Ammo Check	弹药检查
Firemode	火模式
Inspect Weapon	检查武器
Prepare Insert	准备插入
Insert Cartridge	插入墨盒
Interact	互动
Place	地点
Decor Mode	装饰模式
Flashlight	手电筒
NVG	NVG
Laser	激光
Rail Movement	轨道移动
Secondary Optic	次级光学系统
Interface	界面
Rotate Item	旋转项目
Fast Transfer	快速传输
Fast Equip	快速装备
Fast Drop	快速下拉
Left Mouse Button	鼠标左键
Right Mouse Button	鼠标右键
Middle Mouse Button	鼠标中键
Mouse Wheel Up	鼠标滚轮向上
Mouse Wheel Down	鼠标滚轮向下
Mouse Thumb Button 1	鼠标拇指键 1
Mouse Thumb Button 2	鼠标拇指键 2
UI Scaling	UI 缩放
Loading...	正在加载...
Skip Intro [SPACE]	跳过简介 [空格键]
All save files deleted	所有保存文件已被删除
Character died	角色死亡
Menu	菜单
Intro	简介
Tutorial	教程
Tutorial Exit	教程退出
Death	死亡
Template	模板
shaders	着色器
Shelter	庇护所
Cabin	客舱
Attic	阁楼
Classroom	教室
Tent	帐篷
Bunker	掩体
Area 05	05区
Village	村庄
Highway	高速公路
School	学校
Border Zone	边境地带
Outpost	前哨站
Minefield	雷区
Vostok	沃斯托克
Apartments	公寓
Terminal	终端
Trader	交易员
Generalist	通才
Doctor	医生
Gunsmith	枪械师
Driver	驾驶员
Grandma	奶奶
Shaman	萨满
Fisherman	渔夫
Scientist	科学家
Bandit	强盗
Guards	守卫
Military	军事
Punisher	惩罚者
Neutral	中立
Overcast	阴天
Rain	雨
Storm	风暴
Generic	通用
Wood	木
Metal	金属
Concrete	混凝土
Rock	摇滚
New Furniture Added [Catalog]	新增家具 [产品目录]
Boss Killed	老板被杀
Cat Rescued	猫获救
Cat Vital Activated	Cat Vital 已激活
Cat Died	猫死了
You have been spotted!	你被发现了！
Player Returned	球员回归
Indoors	室内
Indoor	室内
Mine	我的
Lure	诱饵
(Military)	（军事）
Unload	卸载
Clear Chamber	透明腔室
Unequip	卸下
Equip	装备
Show	显示
Hide	隐藏
Activated	已启用
Not active	未激活
All maps & zones	所有地图与区域
Active	已启用
Repair	维修
Craft	工艺
Added	已添加
Remove	删除
Completed	已完成
Add to Notes	添加到笔记
Frozen	冰雪奇缘
Permadeath Zone	永久死亡区
[Open]	[打开]
Door [Jammed]	门 [卡住了]
Door [Occupied]	门 [有人]
Door [Close]	门 [关闭]
Door [Open]	门 [打开]
Sleep (Random sleep: 6-12h)	睡眠（随机睡眠时长：6-12小时）
Turn Off	关闭
Turn On	打开
Radio [Turn Off]	收音机 [关闭]
Radio [Turn On]	收音机 [打开]
Television [Turn Off]	电视 [关闭]
Television [Turn On]	电视 [打开]
Rescue Cat	被救助的猫
Cat is eating, do not disturb	猫正在吃饭，请勿打扰
Fuel Tank [89%]	油箱 [89%]
Feed cat:	给猫喂食：
Easy	简单
Intermediate	中级
Hard	难
Tutorial Task 1 (Simple)	教程任务 1（简单）
"Let's start with something simple.

Go to the Items billboard and grab Canned Pea Soup. Once you have the delivery item in your inventory:
1. Press Start Delivery
2. Select Canned Pea Soup
3. Press Complete"	"我们先从简单的内容开始。

前往“物品”公告板，领取“豌豆罐头汤”。将配送物品放入背包后：
1. 点击“开始配送”
2. 选择“豌豆罐头汤”
3. 点击“完成”"
Tutorial Task 2 (Complex)	教程任务 2（复杂）
"Now let's add some complexity.

Some tasks might require crafting-based delivery items, like this task requires Meatballs (Cooked), which can only be obtained through crafting.

Go to the Items billboard, grab Canned Meatballs, Mess Kit and Water Bottle. You are also going to need matches, you can find those from the Equipment billboard.

Next, find the Meatballs (Cooked) recipe from the Tools UI using the Crafting button. When you look at the recipe, it has a proximity requirement Heat, meaning you will need a heat source to unlock that recipe.

In order to craft the Meatballs (Cooked), do the following:
1. Go to the Firepot, equip matches and light the fire
2. Open the Meatballs (Cooked) recipe and notice the heat symbol turned green
3. Press Start Input
4. Select Mess Kit, Canned Meatballs and Water Bottle
5. Press Craft

Now you have successfully crafted the required task item and you can complete the task."	"现在让我们增加一些难度。

有些任务可能需要通过制作获得的交付物品，比如这个任务需要“肉丸（熟）”，而这种物品只能通过制作获得。

前往“物品”界面，取出罐装肉丸、野战餐具和水壶。你还需要火柴，可以在“装备”界面找到。

接下来，通过“制作”按钮在“工具”界面中找到“熟肉丸”的配方。查看配方时，你会发现它有一个“热量”的距离要求，这意味着你需要一个热源才能解锁该配方。

要制作“熟肉丸”，请按以下步骤操作：
1. 前往火盆，装备火柴并点燃火焰
2. 打开“熟肉丸”配方，观察热量图标变为绿色
3. 按下“开始输入”
4. 选择野餐盒、罐装肉丸和水壶
5. 按下“制作”

现在你已成功制作出任务所需的物品，可以完成该任务了。"
Tutorial Task 3 (Furniture)	教程任务 3（家具）
"There's one more thing to learn.

Some items that you might receive from crafting, trading or tasks are Furniture items, which are used for shelter customization.

Once you receive a Furniture item, it will be stored to a separate inventory called the Furniture Catalog, so it doesn't appear in your normal inventory.

Furniture Catalog is only accessible when you are inside of shelters, but you will always receive a message ""New Furniture Added [Catalog]"" when the catalog is updated.

Try getting new furniture by completing this task:
1. Press Start Delivery
2. Select Potato
3. Press Complete
4. Notice the message ""New Furniture Added [Catalog]""

You can learn more about shelter customization and Furniture Catalog from the tutorial billboard called Shelters."	"还有一件事需要了解。

通过制作、交易或完成任务获得的某些物品属于“家具”类别，可用于自定义庇护所。

一旦获得家具物品，它将被存放在一个名为“家具目录”的独立背包中，因此不会出现在你的普通背包里。

只有在庇护所内才能访问家具目录，但当目录更新时，你总会收到一条“新增家具 [目录]”的提示。

请尝试通过完成以下任务获取新家具：
1. 点击“开始配送”
2. 选择“土豆”
3. 点击“完成”
4. 留意“新增家具 [目录]”的提示

您可通过名为“庇护所”的教程公告牌，进一步了解庇护所自定义功能及家具目录。"
Prime Time	黄金时段
"Well, well... you must be that guy the Nomads found last week. Didn't they put you up in that old tiny cabin? We used to get drunk and play poker there sometimes, but that place always gave me a headache, I'm pretty sure there's asbestos in the ceiling or something.

Nevertheless, you’ve arrived at the prime time, because I’m out of toilet paper and the situation is getting urgent.

Speaking of prime time, I just finished repairing some electronics and I have this fully functional TV ready to go. Mark my words, at the moment, this is the only working TV in Area 05.

If you bring me that toilet paper, the TV is yours. It has all the channels pre-configured, vibrant colors and prime time shows are running as we speak."	"哎哟，哎哟……你肯定就是游牧民上周发现的那个人吧。他们不是把你安排在那间又旧又小的木屋里了吗？我们以前有时会去那里喝得酩酊大醉，打打扑克，但那地方总让我头疼，我敢肯定天花板里肯定有石棉之类的东西。

不过，你来得正是时候，因为我没厕纸了，情况越来越紧急。

说到黄金时段，我刚修好几台电子设备，现在有一台功能完好的电视机随时可以看。记住我的话，眼下这是05区唯一能用的电视机。

如果你把卫生纸给我，这台电视就是你的了。所有频道都已预设好，色彩鲜艳，黄金时段的节目此刻正在播放。"
Bad Habits	坏习惯
"A while ago, I visited the Doctor in that abandoned school nearby. He told me that I should cut out all my ""bad habits,"" but the old fucker smokes himself, so screw him!

You're probably just one of those modern-day hippies who only licks mint pastilles when things get rough, but if you happen to find one of these, bring a pack or two and some matches as well."	"前阵子，我去附近那所废弃的学校找医生看病。他跟我说我得改掉所有“坏习惯”，但这老混蛋自己不也抽烟吗，去他的！

你八成就是那种现代嬉皮士，遇到麻烦事就只知道舔薄荷糖，不过如果你碰巧发现了这种东西，记得带上一两包，顺便带点火柴。"
Backpains	背痛
"When you get to my age, everything hurts and your body is like those French cars, constant issues and in need of repair.

I usually don't complain, but my fucking back is killing me. Every morning when I wake up, it feels like a gunshot directly to my spine. It won't be long until you're just like me and those cursed French cars.

If you happen to find something that could help with my back, I would highly appreciate it."	"到了我这把年纪，浑身都疼，身体就像那些法国车一样，总是出问题，得不停地修修补补。

我平时不爱抱怨，但这该死的背疼得要命。每天早上醒来，感觉就像有人直接朝我的脊椎开了一枪。用不了多久，你也会变成我这样，跟那些该死的法国车一样。

如果你碰巧知道有什么能缓解我背痛的方法，我将不胜感激。"
Coffee Reserve	精品咖啡
