WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	identifier	translation	DESCRIPTION	max_length
Tasks	Generalist/01	description	0	literal	Traders/Generalist/Tasks/01_Prime_Time	tres					description		"Well, well... you must be that guy the Nomads found last week. Didn't they put you up in that old tiny cabin? We used to get drunk and play poker there sometimes, but that place always gave me a headache, I'm pretty sure there's asbestos in the ceiling or something.

Nevertheless, you’ve arrived at the prime time, because I’m out of toilet paper and the situation is getting urgent.

Speaking of prime time, I just finished repairing some electronics and I have this fully functional TV ready to go. Mark my words, at the moment, this is the only working TV in Area 05.

If you bring me that toilet paper, the TV is yours. It has all the channels pre-configured, vibrant colors and prime time shows are running as we speak."	2806	"Jaj, jaj... Te vagy az a barát, akit a vándorok találtak meg a múlt héten? Nem ők vittek el téged abba a rozoga, szűkös kunyhóba? Mi is szoktunk ott néha inni és pókerezni, de amint beléptünk oda, mindig megfájdult a fejünk. Biztosan azbeszt van a mennyezetben.

Mindenesetre jókor jöttél, ebben a rendkívül fontos időben. A helyzet ugyanis nagyon komoly. 
Mi történt? Mi lehetne fontosabb annál, hogy elfogyott a WC-papír!

Ha már szóba került, nemrég néhány elektronikus alkatrészből összeraktam egy tökéletesen működő tévét. Ne felejtsd el, hogy jelenleg ez az egyetlen működő tévé a „05-ös körzetben”.

Ha hoznál nekem egy kis „toalettpapírt”, akkor az a tévé a tiéd lesz. A színek élénkek, és minden csatorna be van állítva. De a legfontosabb az, hogy épp most, miközben beszélgetünk, a „csúcsidőszaki” műsorok mennek."	"Please pay attention to the following points when translating:
- 'Nomad'
- 'cabin'
- 'toilet paper'
- 'Area 05'"	
Tasks	Generalist/02	name	0	literal	Traders/Generalist/Tasks/02_Bad_Habits	tres					name		Bad Habits	2808	Rossz szokások		
Tasks	Generalist/02	difficulty	0	ignore	Traders/Generalist/Tasks/02_Bad_Habits	tres					difficulty		Easy				
Tasks	Generalist/02	description	0	literal	Traders/Generalist/Tasks/02_Bad_Habits	tres					description		"A while ago, I visited the Doctor in that abandoned school nearby. He told me that I should cut out all my ""bad habits,"" but the old fucker smokes himself, so screw him!

You're probably just one of those modern-day hippies who only licks mint pastilles when things get rough, but if you happen to find one of these, bring a pack or two and some matches as well."	2810	"Nemrég találkoztam egy orvossal a közeli elhagyatott iskolában. Azt mondta, hogy hagyjak fel minden „rossz szokással”, de az a vén trotty maga is szívta a cigit, úgyhogy nem is törődök vele!

Nem tudom, hogy te is olyan vagy-e, mint azok a kölykök, akik ha kicsit is fáradtnak érzik magukat, rögtön nyúlnak egy mentolos cukorka után, de ha véletlenül ilyesmire bukkannál, csomagolj nekem egy-két dobozzal. Ja, és gyufát is, persze."	"Please pay attention to the following points when translating:
- 'Matches' is the plural form of match (match, noun), not match (verb).
- 'pack' may means cigarrete, not a cigar"	
Tasks	Generalist/03	name	0	literal	Traders/Generalist/Tasks/03_Backpains	tres					name		Backpains	2812	Hátfájás		
Tasks	Generalist/03	difficulty	0	ignore	Traders/Generalist/Tasks/03_Backpains	tres					difficulty		Easy				
Tasks	Generalist/03	description	0	literal	Traders/Generalist/Tasks/03_Backpains	tres					description		"When you get to my age, everything hurts and your body is like those French cars, constant issues and in need of repair.

I usually don't complain, but my fucking back is killing me. Every morning when I wake up, it feels like a gunshot directly to my spine. It won't be long until you're just like me and those cursed French cars.

If you happen to find something that could help with my back, I would highly appreciate it."	2814	"Az én koromban már mindenem fáj, és állandóan bajt okozok. Mintha egy francia autó lennék, ami nap mint nap lerobban, és nyafogva javítást követel.

Általában nem szoktam panaszkodni, de ez a rohadt hátam mintha szét akarna szakadni. Minden reggel, amikor kinyitom a szemem, olyan érzésem van, mintha golyót kaptam volna a gerincembe, szinte meghalok a fájdalomtól. Hamarosan te is olyan leszel, mint én, egy rohadt francia autó.

Ha véletlenül találnál valamit, ami enyhítheti a hátfájásomat, hozd el nekem."		
Tasks	Generalist/04	name	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					name		Coffee Reserve	2816	Kávékínálat		
Tasks	Generalist/04	difficulty	0	ignore	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					difficulty		Easy				
Tasks	Generalist/04	description	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					description		"There are few things in life that are non-negotiable. There's morning coffee at 6:00, afternoon coffee at 12:00 and dinner coffee at 18:00. When manual labor is involved, coffee breaks in between are also mandatory and basically prescribed by law.

If you want to remain alive here in Area 05, the constant flow of caffeine should be your primary goal.

As a matter of fact, I should probably increase my strategic coffee reserve a bit, since the consumption lately has been above average."	2818	"Van néhány dolog az életben, amiben nem lehet kompromisszumot kötni. A reggeli 6 órai kávé, valamint a délutáni kávé, amit ebéd után és este 6 órakor iszom, elengedhetetlen része az életemnek. Ha fizikai munkát végzek, elengedhetetlen, hogy időnként kávét igyak és pihenjek egy kicsit. Ez gyakorlatilag törvénybe van foglalva.

Ha túl akarsz élni ebben a „05-ös körzetben”, akkor a koffein folyamatos bevitelének kell a legfőbb célodnak lennie.

Igazából mostanában többet iszom a szokásosnál. Úgy tűnik, kicsit növelnem kell a „stratégiai kávékészletemet”."	"Please pay attention to the following points when translating:
- 'Area 05'"	
Tasks	Generalist/05	name	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					name		Sweaty Business	2820	Izzadós ügy		
Tasks	Generalist/05	difficulty	0	ignore	Traders/Generalist/Tasks/05_Sweaty_Business	tres					difficulty		Intermediate				
Tasks	Generalist/05	description	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					description		"The days out here are long and sweaty, especially in the summertime.

Since air conditioning, showers and running water are just a faint memory from the past, it's important that you maintain personal hygiene and odor control for the sake of the others. You might wonder why not just go wash in the lake or sea? Well, let me tell you why that's a bad idea.

After the initial explosion, these waters are far from refreshing and there's something nasty going on. I have seen so many dead fish lately that my ass is not going into that water, that's for sure and I highly recommend the same for you.

It’s a sweaty business, but we just have to figure out some alternative methods to stay fresh."	2822	"Itt a napok hosszúak, és könnyen előfordul, hogy izzadságban úszunk. Különösen nyáron.

A légkondi, a zuhany és a csapvíz már csak olyan régi emlékek, mint magam, ezért mások kedvéért is oda kell figyelnem a személyes higiéniára és a szagokra. Hogy miért nem megyek el a tóhoz vagy a tengerhez mosakodni? Elmondom, miért nem olyan jó ötlet ez.

A robbanás után megmaradt víz már messze nem tiszta, és valami mocskos dolog folyik ott. Mostanában túl sok halat láttam elhullani. Ha rajtam múlna, soha nem mártanám bele a tiszta fenekemet abba a vízbe. Neked is jobb lenne, ha nem mennél bele.
Az izzadás elkerülhetetlen, de a frissesség megőrzése érdekében más megoldást kell találnom."		
Tasks	Generalist/06	name	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					name		Handyman	2824	Ezermester		
Tasks	Generalist/06	difficulty	0	ignore	Traders/Generalist/Tasks/06_Handyman	tres					difficulty		Intermediate				
Tasks	Generalist/06	description	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					description		"You know that old lady who still lives near the Border Zone? Well, she's blind and no matter how many times I have warned her about electronics, she keeps fiddling around with different buttons and then everything gets messed up!

Now there's a broken stove, the freezer has melted and apparently the radio is once again ""misbehaving."" On top of this, during a storm last week, a tree fell directly onto her porch roof and it has now somewhat collapsed, so we are dealing with a clusterfuck of issues.

I'm getting tired of being her handyman, but I promised to help this one last time."	2826	"Emlékszel még arra az öregasszonyra, aki a határvidék közelében lakik? Az a néni alig lát, és hiába mondom neki, hogy óvatosan bánjon az elektronikai eszközökkel, folyton a gombokat nyomkodja, és mindet tönkreteszi

Tegnapelőtt elromlott a gáztűzhely, a fagyasztó kiolvadt, a rádió pedig megint meghibásodott! Ráadásul a múlt héten tomboló vihar miatt egy fa rádőlt a bejárati tetőre, és az egész összeomlott. Ennél nagyobb káosz nem is létezik.

Már nagyon elegem van abból, hogy ennek az öregasszonynak a szerelőjét játszom, de mivel megígértem, hogy még egyszer segítek neki, mit tehetnék..."	"Please pay attention to the following points when translating:
- 'Border Zone'"	
Tasks	Generalist/07	name	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					name		Six Pack	2828	Hat doboz sör		
Tasks	Generalist/07	difficulty	0	ignore	Traders/Generalist/Tasks/07_Six_Pack	tres					difficulty		Hard				
Tasks	Generalist/07	description	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					description		"Every man has a weak spot, mine is warm cheap beer, especially on a frosty winter morning.

When winter comes, you have to keep them warm and close to your body. It may sound gross, but trust me, you don't want to drink a wheat sorbet when you're roaming around in the cold. Armpits or crotch are the best spots to keep them warm, you radiate a lot of heat from there and you can keep an entire six-pack warm if you can manage them right.

Speaking of six-packs, I could definitely take one for my road trip, six for the road, as they say."	2830	"Egy férfinak mindig van valami, amit egyszerűen nem tud ellenállni. Az én esetemben ez a meleg, olcsó sör, és nincs is annál jobb, mint egy sör egy fagyos téli reggelen.

Ha beköszönt a tél, a sört a ruhád alá kell tenni, hogy felmelegedjen. A hónalj vagy az ágyék a legalkalmasabb hely a sör melegen tartására. Mivel ezek a testrészek nagyon melegednek, ügyesen csinálva egy hatos csomag sört is pillanatok alatt felmelegíthetsz. Tudom, hogy ez kissé undorító lehet, de te sem akarnál hideg időben jégkrémet enni, ugye?

Ha már a „hat doboz sör” szóba került, nekem is be kell csomagolnom egyet, mielőtt elutazom valahova. Hiszen van az a mondás, hogy „még ha el is megyek, hat doboz sör nem árthat, ugye?” Haha."		
Tasks	Generalist/08	name	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					name		Old Friend	2832	Régi barát		
Tasks	Generalist/08	difficulty	0	ignore	Traders/Generalist/Tasks/08_Old_Friend	tres					difficulty		Hard				
Tasks	Generalist/08	description	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					description		"Want to hear military stories?

Back in the day, when I was doing my conscript service, we still had a few of those KP-31's lying around in the warehouse.

One range day, we actually got a chance to test those. We were not allowed to use full-auto with those drum mags, but when it was my turn, I couldn't resist. I changed the fire mode, squeezed the trigger and 71 rounds of pure magic came out of my barrel.

Sometimes I still hear that ""prat-prat-prat"" sound faintly in my dreams. Damn, I miss that gun. Someday I will once again reunite with my magical old friend, someday..."	2834	"Meséljek egy kicsit a katonaságról?

Amikor katonáskodtam, a raktárban hevert néhány KP-31-es puska.

Egy nap, lőgyakorlat közben végre alkalmam nyílt kipróbálni azt a fegyvert. Talán a dobtár miatt, de a teljesen automatikus tüzelés tilos volt, de amikor én kerültem sorra, nem tudtam ellenállni. Átállítottam a tüzelési módot, meghúztam a ravaszt, és varázslatos módon 71 golyó ömlött ki a fegyvercsőből.

A fenébe, annyira hiányzik az a fegyver. Még mindig előfordul, hogy álmomban halványan hallom azt a „puff-puff” hangot. Egyszer majd eljön az a nap, amikor varázslatos módon újra találkozom azzal a régi barátommal, egyszer majd…"	"Please pay attention to the following points when translating:
- 'KP-31' is a proper noun (items/weapon)."	
Tasks	Generalist/09	name	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					name		Road Trip	2836	Autós kirándulás		
Tasks	Generalist/09	difficulty	0	ignore	Traders/Generalist/Tasks/09_Road_Trip	tres					difficulty		Hard				
Tasks	Generalist/09	description	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					description		"I'm tired of this shithole. I'm planning to take a one-way road trip to the North and leave all this misery behind.

Have you ever visited the North? What a shame, that place has remained totally unaffected by all this bullshit. It's like nothing ever happened there. I'm talking about pristine nature, wildlife and crystal-clear rivers for catching those juicy arctic trouts.

I would be already driving there, but those filthy Bandits stole my car battery and a bunch of other items from the trunk, so I'm still stuck here.

Maybe you could help me with this? Bring back my stolen items and I have something special for you."	2838	"Már elegem van ebből a szar helyből. Tervezek egy egyirányú utat észak felé a kocsival. Hátrahagyom ezt az egész szenvedést, és messzire elmegyek.

Jártál már északon? Nem jártál? Az igazán kár, mert éppen az a hely maradt teljesen érintetlenül mindattól a mocsoktól. Mintha mi sem történt volna. Számtalan vadállat és kristálytiszta folyók, ahol sarkvidéki pisztrángot lehet fogni – igazi, érintetlen természet.
Legszívesebben azonnal beültem volna a kocsiba, de azok a mocskos tolvajok ellopták az akkumulátoromat és a csomagtartóban lévő holmikat!

Segítenél nekem egy kicsit? Ha visszaszerzed azokat a tárgyakat, amiket azok a fickók elloptak, kapsz tőlem valami különlegeset."		
Tasks	Generalist/10	name	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					name		Homemade	2840	Házi készítésű		
Tasks	Generalist/10	difficulty	0	ignore	Traders/Generalist/Tasks/10_Homemade	tres					difficulty		Hard				
Tasks	Generalist/10	description	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					description		"When I reach the North, I’m going to surprise the Shaman since he’s a big fan of my homemade sugar wine.

I already had a large batch for him, but since my trip was delayed, I had to make sure the product didn't spoil in my cellar. After a few ""product-quality"" sips, I got carried away and started drinking and now I have nothing left.

I'm going to need a new batch, but I don't have time right now, so perhaps you can cook it. The recipe is really simple, but do not add too much sugar or you're going to ruin the whole thing. Keep it simple, keep it homemade.

If you can make this new batch for me, I will consider giving you a key to my attic, which would be quite an upgrade from your small asbestos cabin."	2842	"Ha északra érek, egy meglepetésajándékot tervezek adni Sámánnak. Ez a „Killyu”, egy házi pálinka, amit fiatalkoromban itthon főztem, és ő teljesen megőrül érte, ha megtudja, hogy én készítettem.

Egy egész adagot készítettem neki, de mint tudod, az utazásom kicsit elhúzódott. Szóval... mivel a pincében tároltam, könnyen megromolhatott volna. Csak „minőségellenőrzés” céljából akartam belekóstolni pár kortyot... de mire feleszméltem, egy csepp sem maradt belőle.

Újra meg kell tennem, de nekem nincs rá időm, szóval nem tudnál te helyettem elkészíteni? A recept egyszerű, de vigyázz, mert ha túl sok cukrot teszel bele, elronthatod. Egyszerűen csak úgy készítsd el, mintha otthon csinálnád.

Ha elkészíted nekem a Kill You-t, átadom neked ennek az épületnek a padlásának a kulcsát. Sokkal jobb lesz, mint a te szűkös, azbesztes kunyhód."	"Please pay attention to the following points when translating:
- `Shaman`
- 'Kilju' is a traditional Finnish alcohol"	
Tasks	Doctor/01	name	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					name		Nasty Draft	2844	Szörnyű huzat		
Tasks	Doctor/01	difficulty	0	ignore	Traders/Doctor/Tasks/01_Nasty_Draft	tres					difficulty		Easy				
Tasks	Doctor/01	description	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					description		"I haven't seen you here before, you must be a new patient?

Welcome to my improvised clinic. It ain't much, but with these limited resources, it's the best that we've got.

I used to teach health education for elementary students in this school. It was a long time ago, but I have good memories of this place. The building is old and has seen better days, but I'm sure it can be restored when things settle down.

Nowadays, my current concern is mostly related to heat insulation, since our windows are pretty much gone. Especially in winter, it's a bit chilly for my patients. I think an emergency solution would just require some duct tape to keep the nasty draft under control."	2846	"Úgy tűnik, még nem járt itt korábban, ön új páciens, igaz?

Üdvözlöm az ideiglenes rendelőmben! Nincs sok minden, de a szűkös erőforrások mellett ez a legjobb, amit tehetek.
Régebben ebben az iskolában tartottam egészségügyi oktatást az általános iskolásoknak. Bár ez már nagyon régen volt, sok szép emlékem fűződik ehhez a helyhez. Az épület elöregedett, és fénykora már elmúlt, de úgy gondolom, hogy ha a helyzet javul, akkor fel lehet újítani.
Mostanában a legnagyobb gondom a hőszigetelés. Mivel szinte nincsenek ablakok, a betegeknek főleg télen elég hideg van. Úgy tűnik, ideiglenes megoldásként ragasztószalaggal kell elzárnom a résekből beáramló szelet."		
Tasks	Doctor/02	name	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					name		Steady Hands	2848	Biztos kéz		
Tasks	Doctor/02	difficulty	0	ignore	Traders/Doctor/Tasks/02_Steady_Hands	tres					difficulty		Easy				
Tasks	Doctor/02	description	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					description		"I do have to admit that sometimes my hand-eye coordination and fine motor skills are a bit rusty.

Especially in surgeries and working with a scalpel, I often get the shakes and small mistakes here and there are unavoidable. I think it's mostly related to my age, but I have found that smoking a few cigars before the operation keeps my hands more steady.

As a doctor, I do not recommend smoking, but desperate times require desperate actions.

If you happen to find a few cigars somewhere, perhaps you could deliver those to me? But don't tell the Generalist, I just told him to stop smoking, so we don't create any controversial guidance. Let's keep this between me and you."	2850	"Őszintén szólva, néha a kezem és a szemem nem működik összhangban, és be kell vallanom, hogy a kézmozdulataim már nem olyanok, mint régen.

Különösen műtét közben vagy a szikével dolgozva remeg a kezem, és apró hibákat szoktam elkövetni, de ez elkerülhetetlen. Persze ez az életkoromnak is köszönhető, de úgy vettem észre, hogy ha műtét előtt elszívok pár szivart, az segít megnyugodni.
Orvosként nem javaslom a dohányzást, de ilyen helyzetben nincs más választás.

Ha esetleg szerezne szivart, megosztaná velem? Ó, de ne mondja el a boltosnak, mert épp nemrég szólt, hogy ne dohányozzak annyit. Nem akarok feleslegesen veszekedni, szóval ez maradjon kettőnk titka."		
Tasks	Doctor/03	name	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					name		Bookworm	2852	Könyvmoly		
Tasks	Doctor/03	difficulty	0	ignore	Traders/Doctor/Tasks/03_Bookworm	tres					difficulty		Easy				
Tasks	Doctor/03	description	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					description		"Being a doctor around here is a cyclic job. What I mean by this is that there are days where it's extremely busy and days where no soul is in sight.

On those boring, empty days, I often spend my time reading. The reading material around here is quite random, you cannot really pick what you read, so you must learn to adapt to the available literature.

I actually like to read all kinds of old books, no matter the subject. Whether it's children's stories or religion, I always find it interesting. I think I'm a bit of a bookworm by nature."	2854	"Itt orvosként dolgozni olyan, mintha ciklikus munkáról lenne szó. Vagyis vannak olyan napok, amikor rengeteg a dolgom, és vannak olyanok is, amikor egy beteg sem jön be.

Az ilyen nyugodt és unalmas napokon többnyire könyvet olvasok. Ebben a környéken nincs túl sok olvasnivaló, így nincs sok választási lehetőségem, de néha meg kell tanulni alkalmazkodni a körülményekhez.

Igazából én mindenféle régi könyvet szeretek, függetlenül a témájuktól. Akár mesekönyvekről, akár vallási művekről van szó, mindig érdekesnek találom őket. Valószínűleg természetemnél fogva könyvmoly vagyok."		
Tasks	Doctor/04	name	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					name		Dice Master	2856	A kockamester		
Tasks	Doctor/04	difficulty	0	ignore	Traders/Doctor/Tasks/04_Dice_Master	tres					difficulty		Easy				
Tasks	Doctor/04	description	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					description		"Me and the Generalist have known each other since we were kids. He's a grumpy old man for sure, but once you get to know him, he's somewhat tolerable.

Just a few years ago, we often went fishing together, but that poor guy has multiple herniated disks, so fishing trips are no longer an option for him. We still have a few other common hobbies like horse races and gambling.

Like you probably already guessed, only one of those is available nowadays, so our friendship is currently purely built on gambling with card and dice games. However, every time we play dice, he always magically wins and I'm starting to wonder if his dices are rigged somehow, since nobody is that lucky.

You know what, if you happen to find one of those dice games, bring one for me. Next time we play, it's going to be on my set. That way, I can rule out the possibility of cheating and we'll see who the true dice master is."	2858	"Azt a vegyeskereskedőt már gyerekkorom óta ismerem. Bár kissé szeszélyes öregember, ha megismered, sokkal kedvesebb, mint gondolnád.

Még pár évvel ezelőtt is gyakran mentünk együtt horgászni, de azóta, hogy annak a szerencsétlennek mindenfelé porckorongsérve van, már eszébe sem jutna horgászni. De azért maradt még pár közös szórakozási lehetőség, mint például a lóverseny vagy a szerencsejáték.

Ahogyan azt bizonyára sejted, manapság, mivel más dolgot nem igazán lehet csinálni, barátságunk kizárólag kártya- és kockajátékokon alapszik. Csakhogy amikor kockázunk, az a srác minden alkalommal varázslatos módon nyer, ezért az a gyanúm, hogy talán meg van csalva a kockája. Hiszen egy embernek nem lehet ennyire szerencséje.

Apropó, ha esetleg szereznél egy kockás társasjátékot, hoznál nekem is egyet? Legközelebb, amikor találkozunk, szeretném kipróbálni a saját példányommal. Így ugyanis, mindenféle olcsó trükk nélkül, egyértelműen kiderülhet, ki is az igazi kockakirály."		
Tasks	Doctor/05	name	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					name		Night Surgery	2860	Éjszakai rendelés		
Tasks	Doctor/05	difficulty	0	ignore	Traders/Doctor/Tasks/05_Night_Surgery	tres					difficulty		Intermediate				
Tasks	Doctor/05	description	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					description		"Even though I'm not specialized in surgery, I find myself quite skillful working with organs and human anatomy.

Daytime operations are a walk in the park for me when there's enough light, but at night, it gets more tricky. Operating in dim lighting or sometimes even in total darkness relies more on hand-feel and intuition, but it's always riskier for the patient.

Some sort of bright headlamp would probably solve this issue until the power grid is fully restored. I have tried to find one, but unfortunately no luck so far."	2862	"Bár nem vagyok sebész szakorvos, úgy gondolom, hogy a szervek és az emberi anatómia terén elég jártas vagyok.

Nappal a műtét – ha van elég fény – olyan egyszerű, mintha a parkban sétálnánk, de éjszaka a helyzet megváltozik. Ha gyenge a megvilágítás vagy teljesen sötétben kell operálni, akkor jobban kell támaszkodni a kéz érzékelésére és az intuícióra, ami viszont nagy kockázatot jelent a beteg számára.
Amíg a villamoshálózat teljesen helyre nem áll, jó lenne, ha lenne valami, mondjuk egy erős fényszóró, de hiába próbáltam keresni, sajnos úgy tűnik, a szerencse nem áll mellettem."		
Tasks	Doctor/06	name	0	literal	Traders/Doctor/Tasks/06_Infections	tres					name		Infections	2864	Fertőzések		
Tasks	Doctor/06	difficulty	0	ignore	Traders/Doctor/Tasks/06_Infections	tres					difficulty		Intermediate				
