WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	identifier	translation	DESCRIPTION	Comments	max_length
Tasks	Generalist/Tutorial/03	difficulty	0	ignore	Traders/Generalist/Tutorial/03_Tutorial	tres					difficulty		Hard					
Tasks	Generalist/Tutorial/03	description	0	literal	Traders/Generalist/Tutorial/03_Tutorial	tres					description		"There's one more thing to learn.

Some items that you might receive from crafting, trading or tasks are Furniture items, which are used for shelter customization.

Once you receive a Furniture item, it will be stored to a separate inventory called the Furniture Catalog, so it doesn't appear in your normal inventory.

Furniture Catalog is only accessible when you are inside of shelters, but you will always receive a message ""New Furniture Added [Catalog]"" when the catalog is updated.

Try getting new furniture by completing this task:
1. Press Start Delivery
2. Select Potato
3. Press Complete
4. Notice the message ""New Furniture Added [Catalog]""

You can learn more about shelter customization and Furniture Catalog from the tutorial billboard called Shelters."	2802	"Hay algo más que debes saber.

Algunos objetos que puedes obtener al fabricar, intercambiar o completar tareas son muebles, que se utilizan para personalizar tu refugio.

Cuando recibas un mueble, este se guardará en un inventario independiente llamado «Catálogo de muebles», por lo que no aparecerá en tu inventario normal.

Solo puedes acceder al Catálogo de muebles cuando estás dentro de los refugios, pero siempre recibirás un mensaje que dice «Nuevo mueble agregado [Catálogo]» cuando se actualice el catálogo.

Intenta conseguir muebles nuevos completando esta tarea:
1. Presiona «Iniciar entrega»
2. Selecciona «Papa»
3. Presiona «Completar»
4. Fíjate en el mensaje «Nuevo mueble agregado [Catálogo]»

Puedes aprender más sobre la personalización de refugios y el Catálogo de muebles en el cartel tutorial llamado «Refugios»."	"Please pay attention to the following points when translating:
'Furniture'
'shelter'
'Furniture Catalog'
'New Furniture Added [Catalog]'
'Start Delivery'
'Potato'
'Complete'
'tutorial'
'Shelters'"		
Tasks	Generalist/01	name	0	literal	Traders/Generalist/Tasks/01_Prime_Time	tres					name		Prime Time	2804	Hora de máxima audiencia			
Tasks	Generalist/01	difficulty	0	ignore	Traders/Generalist/Tasks/01_Prime_Time	tres					difficulty		Easy					
Tasks	Generalist/01	description	0	literal	Traders/Generalist/Tasks/01_Prime_Time	tres					description		"Well, well... you must be that guy the Nomads found last week. Didn't they put you up in that old tiny cabin? We used to get drunk and play poker there sometimes, but that place always gave me a headache, I'm pretty sure there's asbestos in the ceiling or something.

Nevertheless, you’ve arrived at the prime time, because I’m out of toilet paper and the situation is getting urgent.

Speaking of prime time, I just finished repairing some electronics and I have this fully functional TV ready to go. Mark my words, at the moment, this is the only working TV in Area 05.

If you bring me that toilet paper, the TV is yours. It has all the channels pre-configured, vibrant colors and prime time shows are running as we speak."	2806	"Vaya, vaya... tú debes de ser ese tipo que encontraron los Nómadas la semana pasada. ¿No te alojaron en esa cabaña vieja y diminuta? A veces solíamos emborracharnos y jugar al póquer allí, pero ese lugar siempre me daba dolor de cabeza; estoy bastante seguro de que hay amianto en el techo o algo así.

De todos modos, has llegado en el momento justo, porque me he quedado sin papel higiénico y la situación se está volviendo urgente.

Hablando de la hora de máxima audiencia, acabo de terminar de reparar algunos aparatos electrónicos y tengo este televisor totalmente funcional listo para usar. Créeme, en este momento, este es el único televisor que funciona en el Área 05.

Si me traes ese papel higiénico, el televisor es tuyo. Tiene todos los canales preconfigurados, colores vibrantes y los programas de máxima audiencia están al aire en este mismo momento."	"Please pay attention to the following points when translating:
'Nomad'
'cabin'
'toilet paper'
'Area 05'"		
Tasks	Generalist/02	name	0	literal	Traders/Generalist/Tasks/02_Bad_Habits	tres					name		Bad Habits	2808	Malos hábitos			
Tasks	Generalist/02	difficulty	0	ignore	Traders/Generalist/Tasks/02_Bad_Habits	tres					difficulty		Easy					
Tasks	Generalist/02	description	0	literal	Traders/Generalist/Tasks/02_Bad_Habits	tres					description		"A while ago, I visited the Doctor in that abandoned school nearby. He told me that I should cut out all my ""bad habits,"" but the old fucker smokes himself, so screw him!

You're probably just one of those modern-day hippies who only licks mint pastilles when things get rough, but if you happen to find one of these, bring a pack or two and some matches as well."	2810	"Hace un tiempo fui a ver al doctor a esa escuela abandonada que hay por aquí. Me dijo que debía dejar todos mis «malos hábitos», pero el viejo cabrón fuma él mismo, ¡así que que le den!

Probablemente seas uno de esos hippies de hoy en día que solo chupan pastillas de menta cuando las cosas se ponen feas, pero si por casualidad te topas con uno de estos, tráete un paquete o dos y también unas cerillas."	"Please pay attention to the following points when translating:
'Matches' is the plural form of match (match, noun), not match (verb).
'pack' may means cigarrete, not a cigar"		
Tasks	Generalist/03	name	0	literal	Traders/Generalist/Tasks/03_Backpains	tres					name		Backpains	2812	Dolores de espalda			
Tasks	Generalist/03	difficulty	0	ignore	Traders/Generalist/Tasks/03_Backpains	tres					difficulty		Easy					
Tasks	Generalist/03	description	0	literal	Traders/Generalist/Tasks/03_Backpains	tres					description		"When you get to my age, everything hurts and your body is like those French cars, constant issues and in need of repair.

I usually don't complain, but my fucking back is killing me. Every morning when I wake up, it feels like a gunshot directly to my spine. It won't be long until you're just like me and those cursed French cars.

If you happen to find something that could help with my back, I would highly appreciate it."	2814	"Cuando llegas a mi edad, todo te duele y tu cuerpo es como esos autos franceses: problemas constantes y siempre necesita reparaciones.

Normalmente no me quejo, pero me está matando la maldita espalda. Cada mañana, cuando me despierto, siento como si me hubieran disparado directamente en la columna. No tardarás mucho en ser igual que yo y esos malditos autos franceses.

Si por casualidad encuentras algo que pueda ayudarme con la espalda, te lo agradecería mucho."			
Tasks	Generalist/04	name	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					name		Coffee Reserve	2816	Reserva de café			
Tasks	Generalist/04	difficulty	0	ignore	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					difficulty		Easy					
Tasks	Generalist/04	description	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					description		"There are few things in life that are non-negotiable. There's morning coffee at 6:00, afternoon coffee at 12:00 and dinner coffee at 18:00. When manual labor is involved, coffee breaks in between are also mandatory and basically prescribed by law.

If you want to remain alive here in Area 05, the constant flow of caffeine should be your primary goal.

As a matter of fact, I should probably increase my strategic coffee reserve a bit, since the consumption lately has been above average."	2818	"Hay pocas cosas en la vida que sean innegociables. Está el café de la mañana a las 6:00, el de la tarde a las 12:00 y el de la cena a las 18:00. Cuando se trata de trabajo físico, las pausas para el café entre horas también son obligatorias y, básicamente, están prescritas por ley.

Si quieres seguir con vida aquí en el Área 05, el flujo constante de cafeína debe ser tu objetivo principal.

De hecho, probablemente debería aumentar un poco mi reserva estratégica de café, ya que últimamente el consumo ha estado por encima de la media."	"Please pay attention to the following points when translating:
'Area 05'"		
Tasks	Generalist/05	name	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					name		Sweaty Business	2820	Un asunto sudado			
Tasks	Generalist/05	difficulty	0	ignore	Traders/Generalist/Tasks/05_Sweaty_Business	tres					difficulty		Intermediate					
Tasks	Generalist/05	description	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					description		"The days out here are long and sweaty, especially in the summertime.

Since air conditioning, showers and running water are just a faint memory from the past, it's important that you maintain personal hygiene and odor control for the sake of the others. You might wonder why not just go wash in the lake or sea? Well, let me tell you why that's a bad idea.

After the initial explosion, these waters are far from refreshing and there's something nasty going on. I have seen so many dead fish lately that my ass is not going into that water, that's for sure and I highly recommend the same for you.

It’s a sweaty business, but we just have to figure out some alternative methods to stay fresh."	2822	"Los días aquí son largos y calurosos, sobre todo en verano.

Dado que el aire acondicionado, las duchas y el agua corriente son solo un vago recuerdo del pasado, es importante que mantengas la higiene personal y controles los olores por el bien de los demás. Quizás te preguntes: ¿por qué no ir simplemente a lavarse al lago o al mar? Bueno, déjame explicarte por qué es una mala idea.

Después de la explosión inicial, estas aguas están lejos de ser refrescantes y hay algo desagradable pasando. He visto tantos peces muertos últimamente que ni de coña me meto en esa agua, eso es seguro, y te recomiendo encarecidamente que hagas lo mismo.

Es un asunto sudoroso, pero tenemos que encontrar algunos métodos alternativos para mantenernos frescos."			
Tasks	Generalist/06	name	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					name		Handyman	2824	Manitas			
Tasks	Generalist/06	difficulty	0	ignore	Traders/Generalist/Tasks/06_Handyman	tres					difficulty		Intermediate					
Tasks	Generalist/06	description	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					description		"You know that old lady who still lives near the Border Zone? Well, she's blind and no matter how many times I have warned her about electronics, she keeps fiddling around with different buttons and then everything gets messed up!

Now there's a broken stove, the freezer has melted and apparently the radio is once again ""misbehaving."" On top of this, during a storm last week, a tree fell directly onto her porch roof and it has now somewhat collapsed, so we are dealing with a clusterfuck of issues.

I'm getting tired of being her handyman, but I promised to help this one last time."	2826	"¿Te acuerdas de esa anciana que todavía vive cerca de la Zona Fronteriza? Bueno, pues es ciega y, por más que le haya advertido sobre los aparatos electrónicos, ¡sigue jugando con los botones y al final todo se estropea!

Ahora la estufa está rota, el congelador se derritió y, al parecer, la radio está «fallando» otra vez. Además de todo esto, durante una tormenta la semana pasada, un árbol cayó directamente sobre el techo de su porche y ahora se ha derrumbado un poco, así que estamos lidiando con un lío de problemas.

Me estoy cansando de ser su manitas, pero le prometí que la ayudaría por última vez."	"Please pay attention to the following points when translating:
'Border Zone'"		
Tasks	Generalist/07	name	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					name		Six Pack	2828	Paquete de seis			
Tasks	Generalist/07	difficulty	0	ignore	Traders/Generalist/Tasks/07_Six_Pack	tres					difficulty		Hard					
Tasks	Generalist/07	description	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					description		"Every man has a weak spot, mine is warm cheap beer, especially on a frosty winter morning.

When winter comes, you have to keep them warm and close to your body. It may sound gross, but trust me, you don't want to drink a wheat sorbet when you're roaming around in the cold. Armpits or crotch are the best spots to keep them warm, you radiate a lot of heat from there and you can keep an entire six-pack warm if you can manage them right.

Speaking of six-packs, I could definitely take one for my road trip, six for the road, as they say."	2830	"Todo hombre tiene un punto débil; el mío es la cerveza caliente y barata, sobre todo en una gélida mañana de invierno.

Cuando llega el invierno, hay que mantenerlas calientes y cerca del cuerpo. Puede sonar asqueroso, pero créeme, no te apetece beber un sorbete de trigo cuando estás dando vueltas en el frío. Las axilas o la entrepierna son los mejores lugares para mantenerlas calientes; de ahí irradias mucho calor y puedes mantener caliente un paquete de seis si sabes manejarlas bien.

Hablando de paquetes de seis, definitivamente podría llevarme uno para mi viaje por carretera; seis para el camino, como dicen."			
Tasks	Generalist/08	name	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					name		Old Friend	2832	Un viejo amigo			
Tasks	Generalist/08	difficulty	0	ignore	Traders/Generalist/Tasks/08_Old_Friend	tres					difficulty		Hard					
Tasks	Generalist/08	description	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					description		"Want to hear military stories?

Back in the day, when I was doing my conscript service, we still had a few of those KP-31's lying around in the warehouse.

One range day, we actually got a chance to test those. We were not allowed to use full-auto with those drum mags, but when it was my turn, I couldn't resist. I changed the fire mode, squeezed the trigger and 71 rounds of pure magic came out of my barrel.

Sometimes I still hear that ""prat-prat-prat"" sound faintly in my dreams. Damn, I miss that gun. Someday I will once again reunite with my magical old friend, someday..."	2834	"¿Quieres escuchar historias militares?

En aquellos tiempos, cuando estaba haciendo el servicio militar obligatorio, todavía teníamos unos cuantos KP-31 tirados por ahí en el almacén.

Un día de prácticas de tiro, tuvimos la oportunidad de probarlos. No nos dejaban disparar en modo automático con esos cargadores de tambor, pero cuando llegó mi turno, no pude resistirme. Cambié el modo de disparo, apreté el gatillo y 71 balas de pura magia salieron de mi cañón.

A veces todavía escucho ese sonido «prat-prat-prat» débilmente en mis sueños. Caray, extraño esa arma. Algún día me reuniré de nuevo con mi vieja amiga mágica, algún día..."	"Please pay attention to the following points when translating:
'KP-31' is a proper noun (items/weapon)."		
Tasks	Generalist/09	name	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					name		Road Trip	2836	Viaje por carretera			
Tasks	Generalist/09	difficulty	0	ignore	Traders/Generalist/Tasks/09_Road_Trip	tres					difficulty		Hard					
Tasks	Generalist/09	description	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					description		"I'm tired of this shithole. I'm planning to take a one-way road trip to the North and leave all this misery behind.

Have you ever visited the North? What a shame, that place has remained totally unaffected by all this bullshit. It's like nothing ever happened there. I'm talking about pristine nature, wildlife and crystal-clear rivers for catching those juicy arctic trouts.

I would be already driving there, but those filthy Bandits stole my car battery and a bunch of other items from the trunk, so I'm still stuck here.

Maybe you could help me with this? Bring back my stolen items and I have something special for you."	2838	"Estoy harto de este antro. Estoy planeando hacer un viaje de ida hacia el norte y dejar atrás toda esta miseria.

¿Alguna vez has visitado el norte? Qué pena, ese lugar se ha mantenido totalmente al margen de toda esta mierda. Es como si allí nunca hubiera pasado nada. Me refiero a naturaleza virgen, vida silvestre y ríos cristalinos para pescar esas jugosas truchas árticas.

Ya estaría conduciendo hacia allá, pero esos asquerosos bandidos me robaron la batería del auto y un montón de otras cosas del maletero, así que sigo atrapado aquí.

¿Quizás podrías ayudarme con esto? Devuélveme mis cosas robadas y tengo algo especial para ti."			
Tasks	Generalist/10	name	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					name		Homemade	2840	Casero			
Tasks	Generalist/10	difficulty	0	ignore	Traders/Generalist/Tasks/10_Homemade	tres					difficulty		Hard					
Tasks	Generalist/10	description	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					description		"When I reach the North, I’m going to surprise the Shaman since he’s a big fan of my homemade sugar wine.

I already had a large batch for him, but since my trip was delayed, I had to make sure the product didn't spoil in my cellar. After a few ""product-quality"" sips, I got carried away and started drinking and now I have nothing left.

I'm going to need a new batch, but I don't have time right now, so perhaps you can cook it. The recipe is really simple, but do not add too much sugar or you're going to ruin the whole thing. Keep it simple, keep it homemade.

If you can make this new batch for me, I will consider giving you a key to my attic, which would be quite an upgrade from your small asbestos cabin."	2842	"Cuando llegue al Norte, le voy a dar una sorpresa al chamán, ya que es un gran fan de mi vino de azúcar casero.

Ya tenía una gran cantidad preparada para él, pero como mi viaje se retrasó, tuve que asegurarme de que el producto no se echara a perder en mi bodega. Después de unos cuantos sorbos para comprobar la «calidad del producto», me dejé llevar y empecé a beber, y ahora no me queda nada.

Voy a necesitar una nueva tanda, pero ahora mismo no tengo tiempo, así que tal vez tú puedas prepararla. La receta es muy sencilla, pero no le pongas demasiado azúcar o vas a arruinarlo todo. Que sea sencillo, que sea casero.

Si puedes prepararme esta nueva tanda, consideraré darte una llave de mi ático, lo cual sería una mejora considerable respecto a tu pequeña cabaña de asbesto."	"Please pay attention to the following points when translating:
`Shaman`
'Kilju' is a traditional Finnish alcohol"		
Tasks	Doctor/01	name	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					name		Nasty Draft	2844	Borrador desagradable			
Tasks	Doctor/01	difficulty	0	ignore	Traders/Doctor/Tasks/01_Nasty_Draft	tres					difficulty		Easy					
Tasks	Doctor/01	description	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					description		"I haven't seen you here before, you must be a new patient?

Welcome to my improvised clinic. It ain't much, but with these limited resources, it's the best that we've got.

I used to teach health education for elementary students in this school. It was a long time ago, but I have good memories of this place. The building is old and has seen better days, but I'm sure it can be restored when things settle down.

Nowadays, my current concern is mostly related to heat insulation, since our windows are pretty much gone. Especially in winter, it's a bit chilly for my patients. I think an emergency solution would just require some duct tape to keep the nasty draft under control."	2846	"No te había visto por aquí antes, ¿debes de ser un paciente nuevo?

Bienvenido a mi clínica improvisada. No es gran cosa, pero con estos recursos limitados, es lo mejor que tenemos.

Solía dar clases de educación para la salud a los alumnos de primaria en esta escuela. Fue hace mucho tiempo, pero guardo buenos recuerdos de este lugar. El edificio es viejo y ha visto días mejores, pero estoy seguro de que se podrá restaurar cuando las cosas se calmen.

Hoy en día, mi mayor preocupación es el aislamiento térmico, ya que nuestras ventanas prácticamente no existen. Especialmente en invierno, hace un poco de frío para mis pacientes. Creo que una solución de emergencia solo requeriría un poco de cinta adhesiva para controlar las molestas corrientes de aire."			
Tasks	Doctor/02	name	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					name		Steady Hands	2848	Manos firmes			
Tasks	Doctor/02	difficulty	0	ignore	Traders/Doctor/Tasks/02_Steady_Hands	tres					difficulty		Easy					
Tasks	Doctor/02	description	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					description		"I do have to admit that sometimes my hand-eye coordination and fine motor skills are a bit rusty.

Especially in surgeries and working with a scalpel, I often get the shakes and small mistakes here and there are unavoidable. I think it's mostly related to my age, but I have found that smoking a few cigars before the operation keeps my hands more steady.

As a doctor, I do not recommend smoking, but desperate times require desperate actions.

If you happen to find a few cigars somewhere, perhaps you could deliver those to me? But don't tell the Generalist, I just told him to stop smoking, so we don't create any controversial guidance. Let's keep this between me and you."	2850	"Tengo que admitir que, a veces, mi coordinación mano-ojo y mi motricidad fina están un poco oxidadas.

Especialmente en las cirugías y al trabajar con el bisturí, a menudo me tiemblan las manos y es inevitable cometer pequeños errores aquí y allá. Creo que se debe principalmente a mi edad, pero he descubierto que fumar unos cuantos cigarros antes de la operación me ayuda a mantener las manos más firmes.

Como médico, no recomiendo fumar, pero a grandes males, grandes remedios.

Si por casualidad encuentras unos cuantos cigarros en algún lado, ¿tal vez podrías traérmelos? Pero no se lo digas al Generalista, acabo de decirle que deje de fumar, para no generar ninguna guía controvertida. Que esto quede entre tú y yo."			
Tasks	Doctor/03	name	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					name		Bookworm	2852	Ratón de biblioteca			
Tasks	Doctor/03	difficulty	0	ignore	Traders/Doctor/Tasks/03_Bookworm	tres					difficulty		Easy					
Tasks	Doctor/03	description	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					description		"Being a doctor around here is a cyclic job. What I mean by this is that there are days where it's extremely busy and days where no soul is in sight.

On those boring, empty days, I often spend my time reading. The reading material around here is quite random, you cannot really pick what you read, so you must learn to adapt to the available literature.

I actually like to read all kinds of old books, no matter the subject. Whether it's children's stories or religion, I always find it interesting. I think I'm a bit of a bookworm by nature."	2854	"Ser médico por aquí es un trabajo cíclico. Lo que quiero decir es que hay días en los que hay muchísimo trabajo y otros en los que no se ve ni un alma.

En esos días aburridos y vacíos, suelo pasar el tiempo leyendo. El material de lectura por aquí es bastante aleatorio; no puedes elegir lo que lees, así que tienes que aprender a adaptarte a lo que hay disponible.

De hecho, me gusta leer todo tipo de libros antiguos, sin importar el tema. Ya sean cuentos infantiles o libros de religión, siempre me parecen interesantes. Creo que soy un poco ratón de biblioteca por naturaleza."			
Tasks	Doctor/04	name	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					name		Dice Master	2856	Maestro de los dados			
Tasks	Doctor/04	difficulty	0	ignore	Traders/Doctor/Tasks/04_Dice_Master	tres					difficulty		Easy					
Tasks	Doctor/04	description	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					description		"Me and the Generalist have known each other since we were kids. He's a grumpy old man for sure, but once you get to know him, he's somewhat tolerable.

Just a few years ago, we often went fishing together, but that poor guy has multiple herniated disks, so fishing trips are no longer an option for him. We still have a few other common hobbies like horse races and gambling.

Like you probably already guessed, only one of those is available nowadays, so our friendship is currently purely built on gambling with card and dice games. However, every time we play dice, he always magically wins and I'm starting to wonder if his dices are rigged somehow, since nobody is that lucky.

You know what, if you happen to find one of those dice games, bring one for me. Next time we play, it's going to be on my set. That way, I can rule out the possibility of cheating and we'll see who the true dice master is."	2858	"El Generalista y yo nos conocemos desde que éramos niños. Es un viejo gruñón, sin duda, pero una vez que lo conoces, resulta más o menos soportable.

Hace solo unos años, solíamos ir a pescar juntos, pero el pobre tiene varias hernias discales, así que las salidas de pesca ya no son una opción para él. Aún compartimos otras aficiones, como las carreras de caballos y el juego.

Como probablemente ya habrás adivinado, hoy en día solo una de esas opciones está disponible, así que nuestra amistad se basa actualmente exclusivamente en los juegos de azar con cartas y dados. Sin embargo, cada vez que jugamos a los dados, él siempre gana mágicamente y estoy empezando a preguntarme si sus dados están amañados de alguna manera, ya que nadie tiene tanta suerte.

¿Sabes qué? Si por casualidad encuentras uno de esos juegos de dados, tráeme uno. La próxima vez que juguemos, será con mi juego. De esa manera, podré descartar la posibilidad de que haga trampa y veremos quién es el verdadero maestro de los dados."			
Tasks	Doctor/05	name	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					name		Night Surgery	2860	Cirugía nocturna			
Tasks	Doctor/05	difficulty	0	ignore	Traders/Doctor/Tasks/05_Night_Surgery	tres					difficulty		Intermediate					
Tasks	Doctor/05	description	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					description		"Even though I'm not specialized in surgery, I find myself quite skillful working with organs and human anatomy.

Daytime operations are a walk in the park for me when there's enough light, but at night, it gets more tricky. Operating in dim lighting or sometimes even in total darkness relies more on hand-feel and intuition, but it's always riskier for the patient.

Some sort of bright headlamp would probably solve this issue until the power grid is fully restored. I have tried to find one, but unfortunately no luck so far."	2862	"Aunque no soy especialista en cirugía, me considero bastante hábil a la hora de trabajar con órganos y con la anatomía humana.

Las operaciones diurnas son pan comido para mí cuando hay suficiente luz, pero por la noche se vuelve más complicado. Operar con poca luz o, a veces, incluso en la oscuridad total, depende más del tacto y la intuición, pero siempre es más riesgoso para el paciente.

Probablemente, algún tipo de linterna frontal brillante resolvería este problema hasta que se restablezca por completo la red eléctrica. He intentado encontrar una, pero, por desgracia, hasta ahora no he tenido suerte."			
Tasks	Doctor/06	name	0	literal	Traders/Doctor/Tasks/06_Infections	tres					name		Infections	2864	Infecciones			
Tasks	Doctor/06	difficulty	0	ignore	Traders/Doctor/Tasks/06_Infections	tres					difficulty		Intermediate					
Tasks	Doctor/06	description	0	literal	Traders/Doctor/Tasks/06_Infections	tres					description		"You know what one of the most common issues is here? It's infections.

When you have poor hygiene and uncleaned wounds, it's a perfect combo for bacteria and germs. Whenever there's a patient with any kind of cuts or scrapes, there's pretty much always an infection by default.

I do still have some medical supplies left for infections, but those will run out sooner or later. Once that happens, the mortality rate here is going to take a dark turn."	2866	"¿Sabes cuál es uno de los problemas más comunes aquí? Son las infecciones.

Cuando la higiene es deficiente y las heridas no se limpian, se crea la combinación perfecta para las bacterias y los gérmenes. Cada vez que hay un paciente con algún tipo de corte o rasguño, casi siempre se produce una infección de manera automática.

Todavía me quedan algunos suministros médicos para tratar las infecciones, pero tarde o temprano se agotarán. Una vez que eso suceda, la tasa de mortalidad aquí dará un giro sombrío."			
Tasks	Doctor/07	name	0	literal	Traders/Doctor/Tasks/07_Hypovolemia	tres					name		Hypovolemia	2868	Hipovolemia			
Tasks	Doctor/07	difficulty	0	ignore	Traders/Doctor/Tasks/07_Hypovolemia	tres					difficulty		Intermediate					
