WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	identifier	translation	DESCRIPTION	max_length
Tasks	Generalist/05	difficulty	0	ignore	Traders/Generalist/Tasks/05_Sweaty_Business	tres					difficulty		Intermediate				
Tasks	Generalist/05	description	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					description		"The days out here are long and sweaty, especially in the summertime.

Since air conditioning, showers and running water are just a faint memory from the past, it's important that you maintain personal hygiene and odor control for the sake of the others. You might wonder why not just go wash in the lake or sea? Well, let me tell you why that's a bad idea.

After the initial explosion, these waters are far from refreshing and there's something nasty going on. I have seen so many dead fish lately that my ass is not going into that water, that's for sure and I highly recommend the same for you.

It’s a sweaty business, but we just have to figure out some alternative methods to stay fresh."	2822	"Die Tage hier draußen sind lang und schweißtreibend, besonders im Sommer.

Da Klimaanlagen, Duschen und fließendes Wasser nur noch eine blasse Erinnerung aus der Vergangenheit sind, ist es wichtig, dass du im Interesse der anderen auf deine Körperpflege und Geruchskontrolle achtest. Du fragst dich vielleicht, warum man sich nicht einfach im See oder im Meer wäscht? Nun, ich werde dir erklären, warum das eine schlechte Idee ist.

Nach der anfänglichen Explosion sind diese Gewässer alles andere als erfrischend, und da geht etwas Ekliges vor sich. Ich habe in letzter Zeit so viele tote Fische gesehen, dass ich mich auf keinen Fall ins Wasser wage, das steht fest, und ich rate dir dringend, es mir gleichzutun.

Es ist eine schweißtreibende Angelegenheit, aber wir müssen einfach alternative Methoden finden, um frisch zu bleiben."		
Tasks	Generalist/06	name	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					name		Handyman	2824	Handwerker		
Tasks	Generalist/06	difficulty	0	ignore	Traders/Generalist/Tasks/06_Handyman	tres					difficulty		Intermediate				
Tasks	Generalist/06	description	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					description		"You know that old lady who still lives near the Border Zone? Well, she's blind and no matter how many times I have warned her about electronics, she keeps fiddling around with different buttons and then everything gets messed up!

Now there's a broken stove, the freezer has melted and apparently the radio is once again ""misbehaving."" On top of this, during a storm last week, a tree fell directly onto her porch roof and it has now somewhat collapsed, so we are dealing with a clusterfuck of issues.

I'm getting tired of being her handyman, but I promised to help this one last time."	2826	"Kennst du die alte Dame, die immer noch in der Nähe der Grenzzone wohnt? Nun, sie ist blind, und egal, wie oft ich sie schon vor Elektrogeräten gewarnt habe – sie spielt ständig an verschiedenen Knöpfen herum, und dann geht alles schief!

Jetzt ist der Herd kaputt, der Gefrierschrank ist geschmolzen und anscheinend „spielt“ das Radio wieder einmal verrückt. Obendrein ist während eines Sturms letzte Woche ein Baum direkt auf das Dach ihrer Veranda gefallen, das nun teilweise eingestürzt ist, sodass wir es mit einem riesigen Chaos zu tun haben.

Ich habe es langsam satt, ihr Handwerker zu sein, aber ich habe versprochen, ihr ein letztes Mal zu helfen."	"Please pay attention to the following points when translating:
- 'Border Zone'"	
Tasks	Generalist/07	name	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					name		Six Pack	2828	Sixpack		
Tasks	Generalist/07	difficulty	0	ignore	Traders/Generalist/Tasks/07_Six_Pack	tres					difficulty		Hard				
Tasks	Generalist/07	description	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					description		"Every man has a weak spot, mine is warm cheap beer, especially on a frosty winter morning.

When winter comes, you have to keep them warm and close to your body. It may sound gross, but trust me, you don't want to drink a wheat sorbet when you're roaming around in the cold. Armpits or crotch are the best spots to keep them warm, you radiate a lot of heat from there and you can keep an entire six-pack warm if you can manage them right.

Speaking of six-packs, I could definitely take one for my road trip, six for the road, as they say."	2830	"Jeder Mann hat eine Schwäche – meine ist warmes, billiges Bier, besonders an einem frostigen Wintermorgen.

Wenn der Winter kommt, muss man sie warm und nah am Körper halten. Das klingt vielleicht eklig, aber glaub mir, du willst kein Weizensorbet trinken, wenn du in der Kälte unterwegs bist. Die Achselhöhlen oder der Schritt sind die besten Stellen, um sie warm zu halten – dort strahlt man viel Wärme ab, und wenn man es richtig anstellt, kann man ein ganzes Sixpack warmhalten.

Apropos Sixpack: Ich könnte definitiv eins für meinen Roadtrip mitnehmen – sechs für unterwegs, wie man so schön sagt."		
Tasks	Generalist/08	name	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					name		Old Friend	2832	Alter Freund		
Tasks	Generalist/08	difficulty	0	ignore	Traders/Generalist/Tasks/08_Old_Friend	tres					difficulty		Hard				
Tasks	Generalist/08	description	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					description		"Want to hear military stories?

Back in the day, when I was doing my conscript service, we still had a few of those KP-31's lying around in the warehouse.

One range day, we actually got a chance to test those. We were not allowed to use full-auto with those drum mags, but when it was my turn, I couldn't resist. I changed the fire mode, squeezed the trigger and 71 rounds of pure magic came out of my barrel.

Sometimes I still hear that ""prat-prat-prat"" sound faintly in my dreams. Damn, I miss that gun. Someday I will once again reunite with my magical old friend, someday..."	2834	"Lust auf ein paar Militärgeschichten?

Damals, als ich meinen Wehrdienst absolvierte, lagen im Lager noch ein paar dieser KP-31 herum.

An einem Schießtag hatten wir tatsächlich die Gelegenheit, sie auszuprobieren. Wir durften mit diesen Trommelmagazinen zwar nicht vollautomatisch schießen, aber als ich an der Reihe war, konnte ich einfach nicht widerstehen. Ich stellte den Feuermodus um, drückte den Abzug und 71 Schuss pure Magie schossen aus meinem Lauf.

Manchmal höre ich dieses „prat-prat-prat“-Geräusch noch immer leise in meinen Träumen. Verdammt, ich vermisse diese Waffe. Eines Tages werde ich mich wieder mit meinem magischen alten Freund vereinen, eines Tages..."	"Please pay attention to the following points when translating:
- 'KP-31' is a proper noun (items/weapon)."	
Tasks	Generalist/09	name	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					name		Road Trip	2836	Autoreise		
Tasks	Generalist/09	difficulty	0	ignore	Traders/Generalist/Tasks/09_Road_Trip	tres					difficulty		Hard				
Tasks	Generalist/09	description	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					description		"I'm tired of this shithole. I'm planning to take a one-way road trip to the North and leave all this misery behind.

Have you ever visited the North? What a shame, that place has remained totally unaffected by all this bullshit. It's like nothing ever happened there. I'm talking about pristine nature, wildlife and crystal-clear rivers for catching those juicy arctic trouts.

I would be already driving there, but those filthy Bandits stole my car battery and a bunch of other items from the trunk, so I'm still stuck here.

Maybe you could help me with this? Bring back my stolen items and I have something special for you."	2838	"Ich hab dieses Dreckloch satt. Ich hab vor, einen Roadtrip ohne Rückfahrt in den Norden zu machen und all dieses Elend hinter mir zu lassen.

Warst du schon mal im Norden? Was für eine Schande, dieser Ort ist von all dem Mist völlig unberührt geblieben. Es ist, als wäre dort nie etwas passiert. Ich rede von unberührter Natur, Wildtieren und kristallklaren Flüssen, in denen man diese saftigen arktischen Forellen fangen kann.

Ich wäre schon längst auf dem Weg dorthin, aber diese dreckigen Banditen haben meine Autobatterie und einen Haufen anderer Sachen aus dem Kofferraum geklaut, also sitze ich immer noch hier fest.

Vielleicht könntest du mir dabei helfen? Bring mir meine gestohlenen Sachen zurück, und ich habe etwas Besonderes für dich."		
Tasks	Generalist/10	name	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					name		Homemade	2840	Selbstgemacht		
Tasks	Generalist/10	difficulty	0	ignore	Traders/Generalist/Tasks/10_Homemade	tres					difficulty		Hard				
Tasks	Generalist/10	description	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					description		"When I reach the North, I’m going to surprise the Shaman since he’s a big fan of my homemade sugar wine.

I already had a large batch for him, but since my trip was delayed, I had to make sure the product didn't spoil in my cellar. After a few ""product-quality"" sips, I got carried away and started drinking and now I have nothing left.

I'm going to need a new batch, but I don't have time right now, so perhaps you can cook it. The recipe is really simple, but do not add too much sugar or you're going to ruin the whole thing. Keep it simple, keep it homemade.

If you can make this new batch for me, I will consider giving you a key to my attic, which would be quite an upgrade from your small asbestos cabin."	2842	"Wenn ich im Norden ankomme, werde ich den Schamanen überraschen, da er ein großer Fan meines selbstgemachten Zuckerweins ist.

Ich hatte bereits eine große Menge für ihn bereitgestellt, aber da sich meine Reise verzögert hat, musste ich sicherstellen, dass das Produkt in meinem Keller nicht verdirbt. Nach ein paar Schlucken zur „Qualitätsprüfung“ habe ich mich hinreißen lassen und angefangen zu trinken, und jetzt habe ich nichts mehr übrig.

Ich brauche eine neue Charge, aber ich habe gerade keine Zeit, also könntest du ihn vielleicht kochen. Das Rezept ist wirklich einfach, aber gib nicht zu viel Zucker dazu, sonst ruinierst du das Ganze. Halte es einfach, halte es hausgemacht.

Wenn du diese neue Charge für mich zubereiten kannst, werde ich dir einen Schlüssel zu meinem Dachboden geben – das wäre eine ziemliche Verbesserung gegenüber deiner kleinen Asbesthütte."	"Please pay attention to the following points when translating:
- `Shaman`
- 'Kilju' is a traditional Finnish alcohol"	
Tasks	Doctor/01	name	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					name		Nasty Draft	2844	Unangenehmer Luftzug		
Tasks	Doctor/01	difficulty	0	ignore	Traders/Doctor/Tasks/01_Nasty_Draft	tres					difficulty		Easy				
Tasks	Doctor/01	description	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					description		"I haven't seen you here before, you must be a new patient?

Welcome to my improvised clinic. It ain't much, but with these limited resources, it's the best that we've got.

I used to teach health education for elementary students in this school. It was a long time ago, but I have good memories of this place. The building is old and has seen better days, but I'm sure it can be restored when things settle down.

Nowadays, my current concern is mostly related to heat insulation, since our windows are pretty much gone. Especially in winter, it's a bit chilly for my patients. I think an emergency solution would just require some duct tape to keep the nasty draft under control."	2846	"Ich habe dich hier noch nie gesehen, du bist wohl ein neuer Patient?

Willkommen in meiner provisorischen Klinik. Es ist nicht viel, aber mit diesen begrenzten Mitteln ist es das Beste, was wir haben.

Früher habe ich an dieser Schule Gesundheitserziehung für Grundschüler unterrichtet. Das ist schon lange her, aber ich habe gute Erinnerungen an diesen Ort. Das Gebäude ist alt und hat schon bessere Tage gesehen, aber ich bin sicher, dass es wiederhergestellt werden kann, wenn sich die Lage beruhigt hat.

Derzeit mache ich mir vor allem Gedanken um die Wärmedämmung, da unsere Fenster so gut wie weg sind. Besonders im Winter ist es für meine Patienten etwas kühl. Ich denke, als Notlösung würde ein bisschen Klebeband reichen, um den lästigen Luftzug in Schach zu halten."		
Tasks	Doctor/02	name	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					name		Steady Hands	2848	Sichere Hände		
Tasks	Doctor/02	difficulty	0	ignore	Traders/Doctor/Tasks/02_Steady_Hands	tres					difficulty		Easy				
Tasks	Doctor/02	description	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					description		"I do have to admit that sometimes my hand-eye coordination and fine motor skills are a bit rusty.

Especially in surgeries and working with a scalpel, I often get the shakes and small mistakes here and there are unavoidable. I think it's mostly related to my age, but I have found that smoking a few cigars before the operation keeps my hands more steady.

As a doctor, I do not recommend smoking, but desperate times require desperate actions.

If you happen to find a few cigars somewhere, perhaps you could deliver those to me? But don't tell the Generalist, I just told him to stop smoking, so we don't create any controversial guidance. Let's keep this between me and you."	2850	"Ich muss zugeben, dass meine Hand-Augen-Koordination und meine Feinmotorik manchmal etwas eingerostet sind.

Vor allem bei Operationen und beim Umgang mit dem Skalpell fangen meine Hände oft an zu zittern, und kleine Fehler hier und da sind unvermeidlich. Ich glaube, das hängt hauptsächlich mit meinem Alter zusammen, aber ich habe festgestellt, dass ein paar Zigarren vor der Operation meine Hände ruhiger halten.

Als Arzt empfehle ich das Rauchen zwar nicht, aber verzweifelte Zeiten erfordern verzweifelte Maßnahmen.

Falls du irgendwo ein paar Zigarren findest, könntest du mir die vielleicht vorbeibringen? Aber sag dem Generalisten nichts davon, ich habe ihm gerade gesagt, er solle mit dem Rauchen aufhören, damit wir keine kontroversen Leitlinien schaffen. Das bleibt unter uns."		
Tasks	Doctor/03	name	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					name		Bookworm	2852	Bücherwurm		
Tasks	Doctor/03	difficulty	0	ignore	Traders/Doctor/Tasks/03_Bookworm	tres					difficulty		Easy				
Tasks	Doctor/03	description	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					description		"Being a doctor around here is a cyclic job. What I mean by this is that there are days where it's extremely busy and days where no soul is in sight.

On those boring, empty days, I often spend my time reading. The reading material around here is quite random, you cannot really pick what you read, so you must learn to adapt to the available literature.

I actually like to read all kinds of old books, no matter the subject. Whether it's children's stories or religion, I always find it interesting. I think I'm a bit of a bookworm by nature."	2854	"Arzt zu sein ist hier ein Job mit Höhen und Tiefen. Damit meine ich, dass es Tage gibt, an denen extrem viel los ist, und Tage, an denen weit und breit keine Menschenseele zu sehen ist.

An diesen langweiligen, ruhigen Tagen verbringe ich meine Zeit oft mit Lesen. Die Lektüre hier ist ziemlich zufällig – man kann sich nicht wirklich aussuchen, was man liest, also muss man lernen, sich an die verfügbare Literatur anzupassen.

Eigentlich lese ich gerne alle Arten von alten Büchern, egal zu welchem Thema. Ob Kindergeschichten oder Religion – ich finde es immer interessant. Ich glaube, ich bin von Natur aus ein kleiner Bücherwurm."		
Tasks	Doctor/04	name	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					name		Dice Master	2856	Würfelmeister		
Tasks	Doctor/04	difficulty	0	ignore	Traders/Doctor/Tasks/04_Dice_Master	tres					difficulty		Easy				
Tasks	Doctor/04	description	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					description		"Me and the Generalist have known each other since we were kids. He's a grumpy old man for sure, but once you get to know him, he's somewhat tolerable.

Just a few years ago, we often went fishing together, but that poor guy has multiple herniated disks, so fishing trips are no longer an option for him. We still have a few other common hobbies like horse races and gambling.

Like you probably already guessed, only one of those is available nowadays, so our friendship is currently purely built on gambling with card and dice games. However, every time we play dice, he always magically wins and I'm starting to wonder if his dices are rigged somehow, since nobody is that lucky.

You know what, if you happen to find one of those dice games, bring one for me. Next time we play, it's going to be on my set. That way, I can rule out the possibility of cheating and we'll see who the true dice master is."	2858	"Der Generalist und ich kennen uns schon seit unserer Kindheit. Er ist zweifellos ein mürrischer alter Mann, aber wenn man ihn erst einmal kennengelernt hat, ist er irgendwie erträglich.

Noch vor ein paar Jahren sind wir oft zusammen angeln gegangen, aber der arme Kerl hat mehrere Bandscheibenvorfälle, sodass Angelausflüge für ihn nicht mehr in Frage kommen. Wir haben immer noch ein paar andere gemeinsame Hobbys wie Pferderennen und Glücksspiel.

Wie du wahrscheinlich schon erraten hast, ist heutzutage nur noch eines davon möglich, also basiert unsere Freundschaft derzeit ausschließlich auf Glücksspielen mit Karten und Würfeln. Allerdings gewinnt er jedes Mal, wenn wir würfeln, auf magische Weise, und ich frage mich langsam, ob seine Würfel irgendwie manipuliert sind, denn niemand hat so viel Glück.

Weißt du was? Falls du zufällig eines dieser Würfelspiele findest, bring mir eins mit. Wenn wir das nächste Mal spielen, wird es mit meinem Set sein. So kann ich die Möglichkeit des Betrugs ausschließen und wir werden sehen, wer der wahre Würfelmeister ist."		
Tasks	Doctor/05	name	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					name		Night Surgery	2860	Nachtdienst		
Tasks	Doctor/05	difficulty	0	ignore	Traders/Doctor/Tasks/05_Night_Surgery	tres					difficulty		Intermediate				
Tasks	Doctor/05	description	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					description		"Even though I'm not specialized in surgery, I find myself quite skillful working with organs and human anatomy.

Daytime operations are a walk in the park for me when there's enough light, but at night, it gets more tricky. Operating in dim lighting or sometimes even in total darkness relies more on hand-feel and intuition, but it's always riskier for the patient.

Some sort of bright headlamp would probably solve this issue until the power grid is fully restored. I have tried to find one, but unfortunately no luck so far."	2862	"Auch wenn ich kein Chirurg bin, bin ich doch recht geschickt im Umgang mit Organen und der menschlichen Anatomie.

Operationen bei Tageslicht sind für mich ein Kinderspiel, wenn genug Licht da ist, aber nachts wird es schwieriger. Bei schwacher Beleuchtung oder manchmal sogar in völliger Dunkelheit ist man mehr auf Tastsinn und Intuition angewiesen, aber für den Patienten ist es immer riskanter.

Eine Art heller Stirnlampe würde dieses Problem wahrscheinlich lösen, bis das Stromnetz wieder vollständig funktioniert. Ich habe versucht, eine zu finden, aber leider bisher ohne Erfolg."		
