text	translation
Can	Kann
Canned Meat	Fleischkonserven
Meat	Fleisch
Canned Meatballs	Fleischbällchen aus der Dose
Meatballs	Fleischbällchen
Canned Pea Soup	Erbsensuppe aus der Dose
Pea Soup	Erbsensuppe
Canned Peaches	Pfirsiche aus der Dose
Peaches	Pfirsiche
Canned Pear	Birnenkonserve
Pear	Birne
Canned Peas	Erbsen aus der Dose
Peas	Erbsen
Canned Pineapple	Ananas aus der Dose
Pineapple	Ananas
Canned Tomatoes	Tomaten aus der Dose
Tomatoes	Tomaten
Canned Tuna	Thunfisch aus der Dose
Tuna	Thunfisch
Cat Food	Katzenfutter
War Chocolate	Kriegsschokolade
W. Choco	W. Choco
Cigarettes	Zigaretten
Cigs	Zigaretten
Cigars	Zigarren
Coffee	Kaffee
Coffee (Brewed)	Kaffee (gebrüht)
C. Brewed	C. Gebraut
Fish Soup (Cooked)	Fischsuppe (gekocht)
F. Soup (Cooked)	F. Suppe (gekocht)
F. Soup	F. Suppe
Meatballs (Cooked)	Fleischbällchen (gekocht)
M. Balls (Cooked)	M. Bällchen (gekocht)
M. Balls	M. Balls
Pea Soup (Cooked)	Erbsensuppe (gekocht)
P. Soup (Cooked)	P. Suppe (gekocht)
P. Soup	P. Suppe
Tomato Soup (Cooked)	Tomatensuppe (gekocht)
T. Soup (Cooked)	T. Suppe (gekocht)
T. Soup	T. Suppe
Crackers	Cracker
Energy Drink	Energy-Drink
E. Drink	E. Getränk
Energy Powder	Energiepulver
E. Powder	E. Pulver
Field Ration	Feldverpflegung
F. Ration	F. Ration
Juice	Saft
Juice (Orange)	Saft (Orange)
Juice O.	Juice O.
Juice (Pear)	Saft (Birne)
Juice P.	Juice P.
Juice (Raspberry)	Saft (Himbeere)
Juice R.	Juice R.
Kilju	Kilju
Kompot	Kompott
Mustard	Senf
Peanuts	Erdnüsse
Potato	Kartoffel
Salty Liquorice	Salziges Lakritz
Salty Liq.	Salzige Flüssigkeit
Snus	Snus
Soda (Lemon)	Limonade (Zitrone)
Soda	Limonade
Soda L.	Soda L.
Sugar	Zucker
Water Bottle	Trinkflasche
Water	Wasser
Yeast	Hefe
Electronics	Elektronik
Alarm Clock	Wecker
A. Clock	A. Uhr
Batteries	Batterien
Battery	Akku
Battery Cables	Batteriekabel
B. Cables	B. Kabel
Casette	Kassette
Casette (Electrofolk)	Casette (Elektrofolk)
Junna - Haavakko	Junna – Haavakko
Junna - Lempi	Junna – Lempi
Junna - Mistä Sä Tiesit Tulla	Junna – Woher wusstest du, dass du kommen würdest?
Junna - Mukula	Junna – Mukula
Junna - Pappa Se Antoi Hevosen	Junna – Papa hat ihr ein Pferd geschenkt
Junna - Rautahepo	Junna – Rautahepo
Junna - Ruslana	Junna – Ruslana
Junna - Vandringsman	Junna – Wanderer
Casette (Nomad)	Casette (Nomad)
Casette (OST)	Kassette (Soundtrack)
OST - Alive	OST – Alive
OST - Daybreak	OST – Tagesanbruch
OST - Far	OST – Weit
OST - Lost	OST – Lost
OST - Rain	OST – Regen
OST - Road	OST – Straße
OST - Trailer	OST – Trailer
OST - Winds	OST – Bläser
Casette (Radio Hits)	Kassette (Radio-Hits)
Casette (Symphony)	Casette (Sinfonie)
Vostok Symphony	Vostok-Sinfonie
Casette Player	Kassettenrekorder
C. Player	C. Spieler
Coffeemaster	Kaffeemeister
C. Master	C. Master
Cooking Station	Kochstation
C. Station	C. Station
Hotplate	Kochplatte
Inverter	Wechselrichter
Narva	Narva
Polaris	Polaris
Fish	Fisch
Fishing	Angeln
Bream	Brassen
Fishing Rod	Angelrute
F. Rod	F. Rod
Perch	Barsch
Pike	Hecht
Roach	Schabe
Grenade	Granate
Helmet	Helm
Police Helmet (IIIA)	Polizeihelm (IIIA)
Police Helmet	Polizeihelm
P. Helmet	P. Helmet
Instrument	Instrument
Guitar	Gitarre
Harmonica	Mundharmonika
Harmo.	Harmo.
Key	Schlüssel
Attic Key	Schlüssel zum Dachboden
Attic K.	Attic K.
Bunker Key	Bunker Key
Bunker K.	Bunker K.
Cellar Key	Kellerschlüssel
Cellar K.	Keller K.
Classroom Key	Schlüssel zum Klassenzimmer
Class. K.	Klasse K.
Gymnasium Key	Schlüssel zum Gymnasium
Gym. K.	Gym. K.
Tunnel Key	Tunnel-Schlüssel
Tunnel K.	Tunnel K.
Knife	Messer
Jaeger 140	Jaeger 140
Jaeger	Jaeger
Skrama 200	Skrama 200
Skrama	Skrama
Skrama 240	Skrama 240
Lore	Hintergrundgeschichte
Cat	Katze
Oil Sample	Ölprobe
Oil S.	Öl S.
Patient Report	Patientenbericht
P. Report	P. Bericht
Heal	Heilen
Spray	Spray
Medical	Medizin
Antibiotics	Antibiotika
Antibio.	Antibio.
Antiseptic	Antiseptikum
A. Septic	A. Klärgrube
Balm	Balsam
Bandage	Verband
Bandage (Improvised)	Verband (improvisiert)
Cold Medicine	Erkältungsmittel
C. Med.	C. Med.
Deodorant	Deodorant
Deodora.	Deodora.
Gum	Kaugummi
Lotion	Lotion
Medkit	Verbandskasten
Melatonin	Melatonin
Melaton.	Melatonin.
Painkill.	Schmerzmittel.
Saline	Saline
Splint	Schiene
Splint (Improvised)	Schiene (improvisiert)
Thermal Blanket	Wärmedecke
Thermal	Thermisch
Tissues	Taschentücher
Sneeze	Niesen
Tourniquet	Blutstillungsband
Tourni.	Tourni.
Tourniquet (Improvised)	Blutstillungsbandage (improvisiert)
Wipes	Feuchttücher
Wipe	Abwischen
Misc	Sonstiges
Blanket	Decke
Board Game	Brettspiel
B. Game	B. Spiel
Bucket	Eimer
Coffee Filter	Kaffeefilter
C. Filter	C. Filter
Duct Tape	Klebeband
D. Tape	D. Klebeband
Happy Stove	Glücklicher Ofen
H. Stove	H. Stove
Jerry Can	Kanister
Jerry C.	Jerry C.
Lumber	Schnittholz
Map	Karte
Map (Tactical)	Karte (taktisch)
T. Map	T. Karte
Matches	Spiele
Mat.	Mat.
Mattress	Matratze
Mess Kit	Essgeschirr
Nails	Fingernägel
Oil Filter	Ölfilter
O. Filter	O. Filter
Pillow	Kissen
Rags	Lumpen
Sleeping_Bag	Schlafsack
Sleeping Bag	Schlafsack
S. Bag	S. Tasche
Sticks	Stäbchen
Tackle Box	Angelkiste
Tackle B.	Tackle B.
Toilet Paper	Toilettenpapier
T. Paper	T. Papier
Toolbox	Werkzeugkasten
Water Lock	Wassersperre
W. Lock	W. Lock
Weapon Repair Kit	Waffenreparaturset
Repair Kit	Reparaturset
Rig	Bohranlage
LVPC (Green)	LVPC (Grün)
LVPC (Winter)	LVPC (Winter)
Fishing Vest	Angelweste
F. Vest	F. Vest
Weapon	Waffe
Mag.	Mag.
KA-12 Magazine	KA-12-Magazin
KA-M Magazine	KA-M-Magazin
KAS-74U Magazine	KAS-74U-Magazin
C1911 Magazine	C1911-Magazin
G7 Magazine	G7-Magazin
KAR-21 Magazine (.223)	KAR-21-Magazin (.223)
KAR-21 Magazine (.308)	KAR-21-Magazin (.308)
KAR-21 Barrel (.308)	KAR-21-Lauf (.308)
KAR-21 Barrel	KAR-21-Lauf
Barrel	Lauf
KP-31 Drum	KP-31-Trommel
Drum	Trommel
STANAG Magazine	STANAG-Magazin
M78 Magazine	M78-Magazin
Karov	Karov
Karov Magazine	Karov-Magazin
Mosin	Mosin
PM5 Magazine	PM5-Magazin
MP7 Magazine	MP7-Magazin
P3 Magazine	P3-Magazin
RK Magazine	RK-Magazin
VSD Magazine	VSD-Magazin
SS Magazine	SS-Magazin
Ammo	Munition
Attachment	Anhang
Hybrid	Hybrid
Kobra	Kobra
Leopard	Leopard
Micro	Mikro
Monster	Monster
Thor	Thor
Compatibility	Kompatibilität
Selected	Ausgewählt
Press key to bind...	Drücke die Taste, um zu binden...
Forward	Weiter
Backward	Zurück
Left	Links
Right	Richtig
Crouch	In die Hocke gehen
Jump	Springen
Sprint	Sprint
Lean Left	Nach links neigen
Lean Right	Nach rechts lehnen
Draw Primary	Primärwahl
Draw Secondary	Sekundär zeichnen
Draw Knife	Ziehmesser
Draw Grenade 1	Granate 1 ziehen
Draw Grenade 2	Granate ziehen 2
Raise Weapon	Waffe heben
Lower Weapon	Waffe absenken
Aim	Ziel
Canted Aim	Schrägausrichtung
Fire	Feuer
Reload	Neu laden
Ammo Check	Munition prüfen
Firemode	Feuermodus
Inspect Weapon	Waffe untersuchen
Prepare Insert	Einfügen vorbereiten
Insert Cartridge	Kassette einlegen
Interact	Interagieren
Place	Ort
Decor Mode	Dekor-Modus
Flashlight	Taschenlampe
NVG	NVG
Laser	Laser
Rail Movement	Schienenverkehr
Secondary Optic	Sekundäroptik
Interface	Schnittstelle
Rotate Item	Element drehen
Fast Transfer	Schnelle Übertragung
Fast Equip	Schnell ausrüsten
Fast Drop	Schneller Fall
Left Mouse Button	Linke Maustaste
Right Mouse Button	Rechte Maustaste
Middle Mouse Button	Mittlere Maustaste
Mouse Wheel Up	Mausrad nach oben
Mouse Wheel Down	Mausrad nach unten
Mouse Thumb Button 1	Daumentaste 1 der Maus
Mouse Thumb Button 2	Daumentaste 2 der Maus
UI Scaling	Skalierung der Benutzeroberfläche
Loading...	Wird geladen...
Skip Intro [SPACE]	Einleitung überspringen [Leertaste]
All save files deleted	Alle gespeicherten Dateien wurden gelöscht
Character died	Der Charakter ist gestorben
Menu	Menü
Intro	Einleitung
Tutorial	Anleitung
Tutorial Exit	Tutorial beenden
Death	Tod
Template	Vorlage
shaders	Shader
Shelter	Unterkunft
Cabin	Kabine
Attic	Dachboden
Classroom	Klassenzimmer
Tent	Zelt
Bunker	Bunker
Area 05	Bereich 05
Village	Dorf
Highway	Autobahn
School	Schule
Border Zone	Grenzgebiet
Outpost	Außenposten
Minefield	Minenfeld
Vostok	Wostok
Apartments	Wohnungen
Terminal	Terminal
Trader	Händler
Generalist	Allrounder
Doctor	Arzt
Gunsmith	Waffenschmied
Driver	Fahrer
Grandma	Oma
Shaman	Schamane
Fisherman	Fischer
Scientist	Wissenschaftler
Bandit	Bandit
Guards	Wachen
Military	Militär
Punisher	Der Bestrafer
Neutral	Neutral
Overcast	Bewölkt
Rain	Regen
Storm	Sturm
Generic	Allgemein
Wood	Holz
Metal	Metall
Concrete	Beton
Rock	Rock
New Furniture Added [Catalog]	Neue Möbel hinzugefügt [Katalog]
Boss Killed	Chef getötet
Cat Rescued	Katze gerettet
Cat Vital Activated	Cat Vital aktiviert
Cat Died	Die Katze ist gestorben
You have been spotted!	Du wurdest entdeckt!
Player Returned	Spieler zurückgekehrt
Indoors	In Innenräumen
Indoor	Innerhalb
Mine	Meins
Lure	Köder
(Military)	(Militär)
Unload	Entladen
Clear Chamber	Klarsichtkammer
Unequip	Ausrüsten
Equip	Ausrüsten
Show	Anzeigen
Hide	Ausblenden
Activated	Aktiviert
Not active	Nicht aktiv
All maps & zones	Alle Karten & Zonen
Active	Aktiv
Repair	Reparatur
Craft	Handwerk
Added	Hinzugefügt
Remove	Entfernen
Completed	Abgeschlossen
Add to Notes	Zu den Notizen hinzufügen
Frozen	Gefroren
Permadeath Zone	Permadeath-Zone
[Open]	[Öffnen]
Door [Jammed]	Tür [klemmt]
Door [Occupied]	Tür [Besetzt]
Door [Close]	Tür [Schließen]
Door [Open]	Tür [Offen]
Sleep (Random sleep: 6-12h)	Schlaf (Zufällige Schlafdauer: 6–12 Stunden)
Turn Off	Ausschalten
Turn On	Einschalten
Radio [Turn Off]	Radio [Ausschalten]
Radio [Turn On]	Radio [Einschalten]
Television [Turn Off]	Fernseher [Ausschalten]
Television [Turn On]	Fernseher [Einschalten]
Rescue Cat	Rettungskatze
Cat is eating, do not disturb	Die Katze frisst gerade, bitte nicht stören
Fuel Tank [89%]	Kraftstofftank [89 %]
Feed cat:	Katzenfutter:
Easy	Einfach
Intermediate	Mittelstufe
Hard	Schwer
