WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	identifier	translation	DESCRIPTION	max_length
Events	List/Day3	Name	0	literal	Events/List/D3_Fighters	tres					name		Fighter Jets	700	전투기		
Events	List/Day3	Type	0	ignore	Events/List/D3_Fighters	tres					type		Dynamic		동적		
Events	List/Day3	Description	0	literal	Events/List/D3_Fighters	tres					description		"After the Area 05 evacuation and Border Zone demilitarization, things have started to take a wrong turn and a show of force is needed.

The Finnish military will start performing non-lethal, high-visibility aerial flybys with fighter jets that appear in the sky frequently."	702	"05구역 철수 및 접경 지대 비무장화 이후 상황이 악화되기 시작했고, 무력시위가 불가피해졌습니다.

핀란드군은 전투기를 동원해 상공에 자주 모습을 드러내며, 위협적인 비살상 공중 위력 비행을 시작할 예정입니다."	"Please pay attention to the following points when translating:
- `Area 05`"	
Events	List/Day4	Name	0	literal	Events/List/D4_Cat	tres					name		Missing Cat	704	잃어버린 고양이		
Events	List/Day4	Type	0	ignore	Events/List/D4_Cat	tres					type		Special		특별		
Events	List/Day4	Description	0	literal	Events/List/D4_Cat	tres					description		"Grandma's cat has gone missing after a sonic boom from a fighter jet spooked the cat and it ran away.

A few days ago, Nomads found the cat wandering in the Outpost and managed to capture it with some sort of box. Once the Nomads started to deliver the cat back to Grandma, they were ambushed by Bandits who apparently took the box.

Locals saw the Bandits tossing the box around in a cruel way and eventually leaving the box somewhere."	706	"할머니의 고양이가 전투기의 굉음에 놀라 도망친 후 사라졌습니다.

며칠 전, 방랑자들이 전초기지를 돌아다니던 고양이를 발견하고 상자 같은 것으로 붙잡았습니다. 하지만 방랑자들이 고양이를 할머니에게 돌려주려던 순간, 밴디트들이 습격하여 상자를 빼앗아 갔습니다.

마을 사람들은 밴디트들이 상자를 마구 던지다가 결국 어딘가에 버려두는 것을 목격했습니다."	"Please pay attention to the following points when translating:
- `Outpost`
- `Bandit`
- `Nomad`
- `Grandma`"	
Events	List/Day5	Name	0	literal	Events/List/D5_Punisher	tres					name		Punisher arrives to Area 05	708	퍼니셔가 05 구역에 도착	"Please pay attention to the following points when translating:
- `Area 05`"	
Events	List/Day5	Type	0	ignore	Events/List/D5_Punisher	tres					type		Dynamic		동적		
Events	List/Day5	Description	0	literal	Events/List/D5_Punisher	tres					description		"Punisher is a bandit boss and a feared debt collector in the Finnish criminal world.

Punisher and his minions have stolen a local police van and are taking routine drives across Area 05."	710	"퍼니셔는 핀란드 범죄 세계에서 악명 높은 밴디트 두목이자 채권 추심원입니다.

퍼니셔와 그의 부하들은 지역 경찰차를 훔쳐 05구역 곳곳을 누비고 다니고 있습니다."	"Please pay attention to the following points when translating:
- `Area 05`"	
Events	List/Day6	Name	0	literal	Events/List/D6_Airdrops	tres					name		Airdrops are delivered to Area 05	712	공중 보급품이 05 구역에 투하됨	"Please pay attention to the following points when translating:
- `Area 05`"	
Events	6	Type	0	ignore	Events/List/D6_Airdrops	tres					type		Dynamic		동적		
Events	List/Day6	Description	0	literal	Events/List/D6_Airdrops	tres					description		"After a long delay, the Finnish military has once again started delivering airdrops to Area 05.

Airdrops usually contain humanitarian aid such as medicals, consumables and other relevant survival gear."	714	"오랜 지연 끝에 핀란드군은 05 구역에 대한 공중 구호품 투하를 재개했습니다.

공중 구호품에는 일반적으로 의약품, 소모품 및 기타 생존 장비와 같은 인도적 지원 물품이 포함됩니다."	"Please pay attention to the following points when translating:
- `Area 05`"	
Events	List/Day7	Name	0	literal	Events/List/D7_BTR	tres					name		BTR Patrols	716	BTR 순찰	"Please pay attention to the following points when translating:
- `BTR`"	
Events	List/Day7	Type	0	ignore	Events/List/D7_BTR	tres					type		Dynamic		동적		
Events	List/Day7	Description	0	literal	Events/List/D7_BTR	tres					description		"The military faction has started to use armored vehicles in the Vostok area.

Military BTR's are equipped with heavy machine guns and patrols have been seen across main roads and key locations."	718	"군 세력이 보스토크 지역에서 장갑차를 사용하기 시작했습니다.

군용 BTR은 중기관총으로 무장하고 있으며, 주요 도로와 핵심 지역에서 순찰하는 모습이 목격되었습니다."	"Please pay attention to the following points when translating:
- `BTR`"	
Events	List/Day8	Name	0	literal	Events/List/D8_Helicopters	tres					name		Attack Helicopters	720	공격 헬리콥터		
Events	List/Day8	Type	0	ignore	Events/List/D8_Helicopters	tres					type		Dynamic		동적		
Events	List/Day8	Description	0	literal	Events/List/D8_Helicopters	tres					description		"The Border Zone demilitarization is starting to crumble and it is obvious that previous rules no longer apply.

While official sources ensure nothing has changed, attack helicopters have started making frequent patrols and airspace violations near the Border Zone."	722	"접경 지대의 비무장화가 무너지기 시작했고, 기존의 규칙들이 더 이상 적용되지 않는다는 것이 명백해지고 있습니다.

공식 소식통은 아무런 변화가 없다고 주장하지만, 공격 헬리콥터들이 접경 지대 인근에서 빈번한 순찰과 영공 침범을 시작했습니다."	"Please pay attention to the following points when translating:
- `Border Zone`"	
Events	List/Day9	Name	0	literal	Events/List/D9_Crashes	tres					name		Helicopter Crash Sites	724	헬리콥터 추락 현장		
Events	List/Day9	Type	0	ignore	Events/List/D9_Crashes	tres					type		Dynamic		동적		
Events	List/Day9	Description	0	literal	Events/List/D9_Crashes	tres					description		"After airspace violations, aerial incidents were unavoidable and multiple attack helicopters were shot down on both sides of the border.

Helicopter crash sites are scattered around multiple locations and contain high-value loot, which also makes them hotspots for AI activity."	726	"영공 침범 이후 공중전은 불가피했으며, 국경 양쪽에서 여러 대의 공격 헬리콥터가 격추되었습니다.

헬리콥터 추락 지점은 여러 곳에 흩어져 있으며, 고가의 전리품이 발견되어 AI 활동의 주요 거점이 되고 있습니다."		
Events	List/Day10	Name	0	literal	Events/List/D10_Gunsmith	tres					name		Gunsmith returns to Outpost	728	건스미스가 전초기지로 복귀	"Please pay attention to the following points when translating:
- `Outpost`
- `Gunsmith` is a proper noun (NPC/Trader)"	
Events	List/Day10	Type	0	ignore	Events/List/D10_Gunsmith	tres					type		Trader		상인		
Events	List/Day10	Description	0	literal	Events/List/D10_Gunsmith	tres					description		"Gunsmith is a trader who maintains a weapon storage inside one of the Outpost bunkers and specializes in everything related to firearms.

Gunsmith was nowhere to be seen for multiple months but according to rumors, he was taking a ""business trip"" to the other side of the border but has now returned to his beloved bunker in Area 05."	730	"건스미스는 전초기지 벙커 중 한 곳에 무기 보관소를 운영하며 총기와 관련된 모든 것을 전문적으로 취급하는 상인입니다.

건스미스는 몇 달 동안 자취를 감췄지만, 소문에 따르면 국경 너머로 ""출장""을 갔다가 이제 05 구역에 있는 그의 소중한 벙커로 돌아왔다고 합니다."	"Please pay attention to the following points when translating:
- `Area 05`
- `Outpost`"	
Events	List/Day20	Name	0	literal	Events/List/D20_Outpost	tres					name		Outpost gets compromised	732	전초기지 발각		
Events	List/Day20	Type	0	ignore	Events/List/D20_Outpost	tres					type		Dynamic		동적		
Events	List/Day20	Description	0	literal	Events/List/D20_Outpost	tres					description		"Given the previous events, the situation at the Border Zone is escalating quickly and nearby areas face the consequences.

Military BTR's can now enter the Outpost map and Area 05 is no longer considered safe.

News of the event spread quickly among Area 05 locals and traders, but it is only considered rumors by the media and authorities outside of Area 05."	734	"최근 사건들로 인해 접경 지대
의 상황은 급속도로 악화되고 있으며, 인근 지역들도 그 여파에 직면하고 있습니다.

이제 군용 BTR이 전초기지 지역에 진입할 수 있게 되었고, 05 구역은 더 이상 안전지대로 간주되지 않습니다.

이 소식은 05 구역 주민들과 상인들 사이에서 빠르게 퍼져나갔지만, 05 구역 외부의 언론과 당국은 이를 단순한 루머로 여기고 있습니다."	"Please pay attention to the following points when translating:
- `Area 05`
- `Border Zone`
- `BTR`"	
Events	List/Day30	Name	0	literal	Events/List/D30_Escape	tres					name		Traders leave Area 05	736	상인들이 05 구역을 떠남	"Please pay attention to the following points when translating:
- `Area 05`"	
Events	List/Day30	Type	0	ignore	Events/List/D30_Escape	tres					type		Trader		상인		
Events	List/Day30	Description	0	literal	Events/List/D30_Escape	tres					description		"After the Outpost was compromised, all traders started making preparations and leaving Area 05.

It seems that the traders are doing this as a temporary measure and will return if and when things calm down."	738	"전초기지가 발각된 후, 모든 상인들이 철수 준비를 하며 05 구역을 떠나기 시작했습니다.

상인들의 철수는 일시적인 조치로 보이며, 상황이 진정되면 다시 돌아올 것입니다."	"Please pay attention to the following points when translating:
- `Area 05`
- `Outpost`"	
Events	List/Day40	Name	0	literal	Events/List/D40_Return	tres					name		Traders return to Area 05	740	상인들이 05 구역으로 복귀	"Please pay attention to the following points when translating:
- `Area 05`"	
Events	List/Day40	Type	0	ignore	Events/List/D40_Return	tres					type		Trader		상인		
Events	List/Day40	Description	0	literal	Events/List/D40_Return	tres					description		"The escalation of recent events has seemed to stop and Area 05 did not spiral into full chaos.

All traders are returning back to Area 05."	742	"최근 사태의 악화세는 진정된 듯하며, 05 구역이 완전한 혼란에 빠지는 상황은 면했습니다.

모든 상인들이 05 구역으로 복귀하고 있습니다."	"Please pay attention to the following points when translating:
- `Area 05`"	
Events	List/Day50	Name	0	literal	Events/List/D50_Transmission	tres					name		Transmission	744	송신		
Events	List/Day50	Type	0	ignore	Events/List/D50_Transmission	tres					type		Special		특별		
Events	List/Day50	Description	0	literal	Events/List/D50_Transmission	tres					description		"The signal that started it all has suddenly reappeared.

The transmission is interfering with radio broadcasts and can be heard on all common frequencies.

This is the last event of Early Access [Build 1]. The events and story will continue in upcoming builds."	746	"모든 사태의 발단이 된 신호가 갑자기 다시 나타났습니다.

이 신호는 라디오 방송을 방해하고 있으며, 모든 일반 주파수에서 수신 가능합니다.

이것은 얼리 액세스 [빌드 1]의 마지막 이벤트입니다. 이벤트와 스토리는 향후 빌드에서 계속됩니다."		
