WHERE	SUB	KIND	Transliteration	Transcreation	Machine translated	Confused	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	translation	DESCRIPTION
HUD	Decoration	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Decor/Margin/Elements	Catalog	Label	text	945705906	[TAB] = Furniture Catalog	[TAB] = Catalogue de mobilier	
HUD	Decoration	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Decor/Margin/Elements	Close	Label	text	299252101	[F1] = Close Decor Mode	[F1] = Quitter le mode Décoration	
HUD	Decoration	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Decor/Margin/Elements/Header	Label	Label	text	865843283	Decor Mode	Mode Décoration	
HUD	Decoration	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Decor/Margin/Elements	Place	Label	text	1770403458	[G] = Place Furniture	[G] = Placer des meubles	
HUD	Decoration	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Decor/Margin/Elements	Scroll	Label	text	431027796	[SCROLL] = Adjust / Rotate	[DÉFILER] = Ajuster / Faire pivoter	
HUD	Decoration	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Decor/Margin/Elements	Magnet	Label	text	813263933	[LMB] = Surface Magnet	[LMB] = Aimant de surface	
HUD	Placement	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Placement/Margin/Elements/Header	Label	Label	text	1550753811	Item Placement	Emplacement des éléments	
HUD	Placement	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Placement/Margin/Elements	Place	Label	text	652634587	[G] = Grab / Drop Item	[G] = Prendre / Lâcher un objet	
HUD	Placement	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Placement/Margin/Elements	Scroll	Label	text	734941771	[SCROLL] = Adjust / Rotate	[DÉFILER] = Ajuster / Faire pivoter	
HUD	Placement	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Placement/Margin/Elements	Switch	Label	text	1302393483	[RMB] = Rotation Mode	[RMB] = Mode rotation	
HUD	Placement	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Placement/Margin/Elements	Orientation	Label	text	14073674	[MMB] = Change Orientation	[MMB] = Changer l'orientation	
HUD	Map	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Info	Map	Label	text	669948775	Shelter (Area 05)	Refuge (Zone 05)	
Transition	Scene	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Transition/Elements/Header	Destination	Label	text	1760777710	Village	Village	
Transition	Scene	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Transition/Elements/Header	Zone	Label	text	1044890688	Area 05	Zone 05	
Transition	Scene	Number	0	0	0	0	1	literal	UI/HUD	tscn	UI/HUD	Transition/Elements/Cost/Time	Value	Label	text	1758081540	+4h	+4h	
Transition	Scene	Number	0	0	0	0	1	literal	UI/HUD	tscn	UI/HUD	Transition/Elements/Cost/Energy	Value	Label	text	1436272038	-8	-8	
Transition	Scene	Number	0	0	0	0	1	literal	UI/HUD	tscn	UI/HUD	Transition/Elements/Cost/Hydration	Value	Label	text	1947628226	-16	-16	
Transition	Scene	String	0	0	1	0	0	literal	UI/HUD	tscn	UI/HUD	Transition/Elements/Details	Hint	Label	text	958640207	Demo transition: Skips 2-3 maps	Transition de la démo : saute 2 à 3 niveaux	Deprecated String. Maybe only for DEMO Version.
Inventory	Inventory	Name	0	0	1	0	0	substr	UI/Interface	tscn	UI/Interface	Inventory/Header	Label	Label	text	1238390815	Inventory	Stock	
Inventory	Inventory	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Inventory/Header/Capacity	Value	Label	text	1550478440	10.0	10.0	
Inventory	Inventory	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Inventory/Header/Weight	Value	Label	text	869816525	10.0	10.0	
Inventory	Inventory	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Inventory/Header/Value	Value	Label	text	935384867	1000	1000	
Inventory	#Not Checked	Name	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Container/Header	Label	Label	text	933468815	Container	Conteneur	
Inventory	#Not Checked	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Container/Header/Weight	Value	Label	text	1694562359	10.0	10.0	
Inventory	#Not Checked	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Container/Header/Value	Value	Label	text	1546545276	1000	1000	
Inventory	Equipment	Name	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Header	Label	Label	text	1884293598	Equipment	Équipement	
Inventory	Equipment	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Equipment/Stats/Elements/Capacity	Value	Label	text	946326047	10kg	10kg	
Inventory	Equipment	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Equipment/Stats/Elements/Value	Value	Label	text	754357259	1000	1000	
Inventory	Equipment	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Equipment/Stats/Elements/Insulation	Value	Label	text	2074544507	100	100	
Inventory	Equipment	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Equipment/Stats/Elements/Dexterity	Value	Label	text	1926333421	N/A	N/A	
Inventory	Equipment	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Equipment/Stats/Elements/Menace	Value	Label	text	1502959584	N/A	N/A	
Inventory	Equipment	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Equipment/Stats/Elements/CBRN	Value	Label	text	1616081859	N/A	N/A	
Inventory	Equipment	String	0	0	1	0	0	substr	UI/Interface	tscn	UI/Interface	Equipment/Hints	Primary	Label	text	1523548177	Primary	Primaire	Inventory Slot for Primary Weapon
Inventory	Equipment	String	0	0	1	0	0	substr	UI/Interface	tscn	UI/Interface	Equipment/Hints	Secondary	Label	text	1535383739	Secondary	Secondaire	Inventory Slot for Secondory Weapon
Inventory	Equipment	String	0	0	1	0	0	static	UI/Interface	tscn	UI/Interface	Equipment/Hints	Knife	Label	text	1618456497	Knife	Couteau	Inventory Slot for Knife
Inventory	Equipment	String	0	0	1	0	0	static	UI/Interface	tscn	UI/Interface	Equipment/Hints	Grenade_A	Label	text	2020142644	Grenade	Grenade	Inventory Slot for Grenade1
Inventory	Equipment	String	0	0	1	0	0	static	UI/Interface	tscn	UI/Interface	Equipment/Hints	Grenade_B	Label	text	225203314	Grenade	Grenade	Inventory Slot for Grenade2
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Backpack	Label	text	1404921178	Backpack	Sac à dos	Inventory Slot for Backpack
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Rig	Label	text	6646091	Rig	Plateforme	Inventory Slot for Rig(Vest)
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Helmet	Label	text	460450702	Helmet	Casque	Inventory Slot for Helmet
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Head	Label	text	679951874	Head	Tête	Inventory Slot for Hat/Cap
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Torso	Label	text	1785640336	Torso	Torse	Inventory Slot for Jacket
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Legs	Label	text	1393203263	Legs	Jambes	Inventory Slot for Pants
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Belt	Label	text	479737044	Belt	Ceinture	Inventory Slot for Belt
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Feet	Label	text	204086442	Feet	Pieds	Inventory Slot for Shoes
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Hands	Label	text	198457121	Hands	Les mains	Inventory Slot for Gloves
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Matches	Label	text	206050872	Matches	Rencontres	Inventory Slot for Matches(lighter)
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Light	Label	text	766698271	Light	Lumière	Inventory Slot for FlashLight
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	NVG	Label	text	1987230797	NVG	NVG	Inventory Slot for Night Vision Goggle (NVG)
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Time	Label	text	242410779	Time	Heure	Inventory Slot for Clock(Time)
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Map	Label	text	1226245073	Map	Carte	Inventory Slot for Map
Inventory	Equipment	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Equipment/Hints	Player	Label	text	387223612	Player	Joueur	"Inventory Slot for Carest/MP3 ""Player"""
Inventory	Vitals	Dictionary	0	0	1	0	0	substr									Vital	Essentiel	allow conflict
Inventory	Vitals	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Character/Header	Label	Label	text	1865441360	Character	Personnage	
Inventory	Vitals	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Health	Header	Label	text	513186862	Health	Santé	Player's Status about Health Point (HP)
Inventory	Vitals	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Health	Value	Label	text	1295606911	100	100	
Inventory	Vitals	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Energy	Header	Label	text	901144411	Energy	Énergie	Player's Status about Energy
Inventory	Vitals	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Energy	Value	Label	text	1328234008	100	100	
Inventory	Vitals	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Hydration	Header	Label	text	732747301	Hydration	Hydratation	Player's Status about Hydration (Water)
Inventory	Vitals	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Hydration	Value	Label	text	369882634	100	100	
Inventory	Vitals	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Mental	Header	Label	text	549949429	Mental	Psychologique	Player's Status about Mental
Inventory	Vitals	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Mental	Value	Label	text	1284125401	100	100	
Inventory	Vitals	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Temperature	Header	Label	text	513878939	Body Temp	Température corporelle	Player's Status about Body Temparature
Inventory	Vitals	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Temperature	Value	Label	text	296811298	100	100	
Inventory	Vitals	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Cat	Header	Label	text	1518608138	Cat	Chat	Cat's Status
Inventory	Vitals	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Vitals/Elements/Cat	Value	Label	text	1018287444	100	100	
Inventory	Stats	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Day	Header	Label	text	1109525872	Day	Jour	Number of days the player survived
Inventory	Stats	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Day	Value	Label	text	1240729266	00	00	
Inventory	Stats	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Shelters	Header	Label	text	1851257454	Shelters	Refuges	Number of Shelters that unlocked
Inventory	Stats	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Shelters	Value	Label	text	2095489427	00	00	
Inventory	Stats	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Tasks	Header	Label	text	1185925254	Tasks	Tâches	Number of Tasks that cleared
Inventory	Stats	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Tasks	Value	Label	text	524159291	00	00	
Inventory	Stats	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Quests	Header	Label	text	388304922	Quests	Quêtes	Number of Quests that cleard
Inventory	Stats	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Quests	Value	Label	text	1544204612	00	00	
Inventory	Stats	String	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/CDS	Header	Label	text	805022352	CDS	CDS	Number of Civil Defence Shelters (Not Updated yet)
Inventory	Stats	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/CDS	Value	Label	text	844069195	00	00	
Inventory	Stats	String	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/?	Value	Label	text	555481365	?	?	Wating for Update
Inventory	Stats	Number	0	0	0	0	1	ignore									?	?	Wating for Update
Inventory	Tools	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Header	Label	Label	text	1546804398	Tools	Outils	
Inventory	Tools	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Buttons/Margin/Buttons	Events	Button	text	1536854974	Events	Événements	
Inventory	Tools	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Buttons/Margin/Buttons	Crafting	Button	text	147394670	Crafting	Artisanat	
Inventory	Tools/Crafting	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons	Hint	Label	text	2049901746	Proximity	Proximité	
Inventory	Tools/Task Note	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Buttons/Margin/Buttons	Notes	Button	text	1195357255	Task Notes	Notes sur la tâche	
Inventory	Tools/Task Note	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Notes	Hint	Label	text	1203883391	Task Notes empty	Notes sur la tâche : vide	"Task Note will only display this Strings when there's any task added in the Task Note.
It's already defined in scn(node), but also can be Dynamically changed by Scripts/Interface.gd: notesHint.text"
Inventory	Tools/Task Note	String	0	0	1	0	0	literal			UI/Interface	Tools/Notes	Hint	Label			Task Notes not available (Tutorial)	Notes sur la tâche non disponibles (Tutoriel)	"Task Note will only display this Strings when there's any task added in the Task Note. But, only for Tutorial.
Dynamically changed by Scripts/Interface.gd: notesHint.text"
			0	0	1	0	0	substr	Scripts/Interface	gd			notesHint.text	literal		790	Task Notes empty	Notes sur la tâche : vide	
			0	0	1	0	0	substr	Scripts/Interface	gd			notesHint.text	literal		789	Task Notes not available (Tutorial)	Notes sur la tâche non disponibles (Tutoriel)	
Inventory	Tools/Map	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Buttons/Margin/Buttons	Map	Button	text	1552392911	World Map	Carte du monde	
Inventory	Tools/Map	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Map	Hint	Label	text	281957772	Map not equipped	Carte non fournie	
Inventory	Tools/Map	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Map	Hint	Label	text		Map not usable (Vostok)	Carte inutilisable (Vostok)	
			0	0	1	0	0	substr	Scripts/Interface	gd			mapHint.text	literal		804	Map not equipped	Carte non fournie	
			0	0	1	0	0	substr	Scripts/Interface	gd			mapHint.text	literal		814	Map not usable (Vostok)	Carte inutilisable (Vostok)	
Inventory	Tools/Map	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Map/Elements/Controls/Margin/Elements	Controls	Label	text	746211859	"Pan = [LMB]
Zoom = [SCROLL]"	"Panoramique = [Clic gauche]
Zoom = [Molette]"	
Inventory	Tools/Map	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Map/Elements/Controls/Margin/Elements	Focus	Button	text	2118767671	Focus map	Carte de focalisation	Focuse the Map to Player's Location
Inventory	Tools/Casette	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Buttons/Margin/Buttons	Casette	Button	text	475687047	Casette Player	Lecteur de cassettes	
Inventory	Tools/Casette	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Casette	Hint	Label	text	1237181255	Casette Player not equipped	Lecteur de cassettes non disponible	
			0	0	1	0	0	substr	Scripts/Interface	gd			casetteHint.text	literal		864	Casette Player not equipped	Lecteur de cassettes non disponible	
			0	0	1	0	0	substr	Scripts/Interface	gd			casetteHint.text	literal		874	Casette Player power 0%, recharge player	Lecteur de cassettes : batterie à 0 %, recharger le lecteur	
			0	0	1	0	0	substr	Scripts/Interface	gd			casetteHint.text	literal		882	Casette Player empty, insert casette	Le lecteur de cassettes est vide, insérez une cassette	
Inventory	Tools/Casette	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Casette/Elements/Header/Panel/Margin/Preview	Warning	Label	text	359158951	This casette includes licenced music (Content warning)	Cette cassette contient de la musique sous licence (Avertissement concernant le contenu)	
Inventory	Tools/Casette	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Casette/Elements/Header/Panel/Margin/Preview/Casette/Margin	Name	Label	text	291200390	Casette Name	Nom de la cassette	
Inventory	Tools/Casette	String	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Tools/Casette/Elements/Header/Panel/Margin/Preview/Battery/Margin	Condition	Label	text	698750491	🗲 100%	🗲 100%	
Inventory	Tools/Casette	String	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Tools/Casette/Elements/Volume/Panel/Margin/Settings	Volume	Label	text	808262872	Volume  🕪	Volume  🕪	
Inventory	Tools/Casette	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Casette/Elements/Volume/Panel/Margin/Settings	Override	Button	text	592940633	Override Ambient Music [ON]	Remplacer la musique d'ambiance [Activé]	Casette will Overide the Ambient Music when it's ON
Inventory	Tools/Casette	Button	0	0	1	0	0	literal			UI/Interface	Tools/Casette/Elements/Volume/Panel/Margin/Settings	Override	Button			Override Ambient Music [OFF]	Ignorer la musique d'ambiance [DÉSACTIVÉ]	"Casette will Overide the Ambient Music when it's ON.
Dynamically changed by Scripts/Audio.gd"
			0	0	1	0	0	substr	Scripts/Interface	gd			overrideButton.text	literal		937	Override Ambient Music [ON]	Remplacer la musique d'ambiance [Activé]	
			0	0	1	0	0	substr	Scripts/Interface	gd			overrideButton.text	literal		942	Override Ambient Music [OFF]	Ignorer la musique d'ambiance [DÉSACTIVÉ]	
Inventory	Tools	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tools/Buttons/Margin/Buttons	Nomads	Button	text	1816980947	Nomads	Nomades	
Traders	Traders	Title	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Trader/Header	Label	Label	text	1225535409	Trader	Trader	
Traders	Traders	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Trader/Panel/Buttons	Supply	Button	text	668459232	Supply	Approvisionnement	
Traders	Traders	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Trader/Panel/Buttons	Tasks	Button	text	1351545789	Tasks	Tâches	
Traders	Traders	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Trader/Panel/Stats	Name	Label	text	924330186	Name:	Nom :	
Traders	Traders	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Trader/Panel/Stats/Name	Value	Label	text	191837597	Trader	Trader	"Dynamically Changed as Traders/{name}/{name}.tres file's name field
by Scripts/Interface.gd (var tradername, func UpdateTraderInfo())"
Traders	Traders	String	0	0	1	0	0	literal	Traders/Doctor/Doctor	tres				name			Doctor	Médecin	
Traders	Traders	String	0	0	1	0	0	literal	Traders/Generalist/Generalist	tres				name			Generalist	Généraliste	
Traders	Traders	String	0	0	1	0	0	literal	Traders/Gunsmith/Gunsmith	tres				name			Gunsmith	Armurier	
Traders	Traders/Stat	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Trader/Panel/Stats	Tax	Label	text	1262374201	Tax:	Fiscalité :	
Traders	Traders/Stat	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Trader/Panel/Stats/Tax	Value	Label	text	1097602043	100%	100%	
Traders	Traders/Stat	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Trader/Panel/Stats	Tasks	Label	text	1480031378	Tasks:	Tâches :	
Traders	Traders/Stat	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Trader/Panel/Stats/Tasks	Value	Label	text	473211852	0/10	0/10	
Traders	Traders/Stat	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Trader/Panel/Stats	Resupply	Label	text	1732497207	Resupply:	Réapprovisionnement :	
Traders	Traders/Stat	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Trader/Panel/Stats/Resupply	Value	Label	text	2068712959	10:00	10:00	
Traders	Deal	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Deal/Header	Label	Label	text	1552052318	Deal	Offre	
Traders	Deal	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Deal/Panel/Indicator	Request	Label	text	2073759330	Request Value + Tax (€)	Montant de la demande + taxes (€)	
Traders	Deal	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Deal/Panel/Indicator/Request	Value	Label	text	406005124	0	0	
Traders	Deal	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Deal/Panel/Indicator	Offer	Label	text	1367762677	Offer Value (€)	Valeur de l'offre (€)	
Traders	Deal	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Deal/Panel/Indicator/Offer	Value	Label	text	1347382898	0	0	
Traders	Deal	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Deal/Panel/Buttons	Reset	Button	text	1993804430	Reset	Réinitialiser	
Traders	Deal	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Deal/Panel/Buttons	Accept	Button	text	1725440146	Accept	Accepter	
Traders	Supply	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Supply/Header	Label	Label	text	939810639	Supply	Approvisionnement	
Traders	Supply	Number	0	0	0	0	1	literal	UI/Interface	tscn	UI/Interface	Supply/Header/Value	Value	Label	text	396765070	1000	1000	
Traders	Tasks	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Tasks/Header	Label	Label	text	1020392665	Tasks	Tâches	
Inventory	Furniture Catalog	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Catalog/Header	Label	Label	text	1805281791	Furniture Catalog	Catalogue de mobilier	
Inventory	Furniture Catalog	String	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Catalog/Header	Warning	Label	text	1218775497	Catalog is linked to your character, death will also destroy your catalog items	Le catalogue est lié à votre personnage ; si vous mourez, les objets de votre catalogue seront également détruits	
Inventory	Item	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Context/Panel/Margin/Buttons	Use	Button	text	1176214056	"Use
"	"Utilisation
"	
Inventory	Item/Equipments	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Context/Panel/Margin/Buttons	Equip	Button	text	29815165	"Equip
"	"Équiper
"	
Inventory	Item/Equipments	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Context/Panel/Margin/Buttons	Unequip	Button	text	1416985585	"Unequip
"	"Déséquiper
"	
Inventory	Item	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Context/Panel/Margin/Buttons	Unload	Button	text	380158919	"Unload
"	"Décharger
"	
Inventory	Item	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Context/Panel/Margin/Buttons	Split	Button	text	1147150984	"Split
"	"Diviser
"	
Inventory	Item	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Context/Panel/Margin/Buttons	Take	Button	text	1343013049	"Take
"	"Prends
"	
Inventory	Item	Button	0	0	1	0	0	literal	UI/Interface	tscn	UI/Interface	Context/Panel/Margin/Buttons	Sleep	Button	text	2093240116	"Sleep
"	"Sommeil
"	
