text	translation
Reset Input	Réinitialiser l'entrée
Start Delivery	Lancer la livraison
Stop Delivery	Suspendre la livraison
Delivered	Livré
CBRN	CBRN
Overweight	Surpoids
Explosion	Explosion
Fall	Automne
Day	Jour
Easy	Facile
Intermediate	Intermédiaire
Hard	Difficile
Tutorial Task 1 (Simple)	Exercice 1 du tutoriel (facile)
"Let's start with something simple.

Go to the Items billboard and grab Canned Pea Soup. Once you have the delivery item in your inventory:
1. Press Start Delivery
2. Select Canned Pea Soup
3. Press Complete"	"Commençons par quelque chose de simple.

Rendez-vous au panneau « Articles » et prenez la « Soupe aux petits pois en conserve ». Une fois que l'article à livrer se trouve dans votre inventaire :
1. Appuyez sur « Commencer la livraison »
2. Sélectionnez « Soupe aux petits pois en conserve »
3. Appuyez sur « Terminer »"
Tutorial Task 2 (Complex)	Exercice 2 du tutoriel (niveau avancé)
"Now let's add some complexity.

Some tasks might require crafting-based delivery items, like this task requires Meatballs (Cooked), which can only be obtained through crafting.

Go to the Items billboard, grab Canned Meatballs, Mess Kit and Water Bottle. You are also going to need matches, you can find those from the Equipment billboard.

Next, find the Meatballs (Cooked) recipe from the Tools UI using the Crafting button. When you look at the recipe, it has a proximity requirement Heat, meaning you will need a heat source to unlock that recipe.

In order to craft the Meatballs (Cooked), do the following:
1. Go to the Firepot, equip matches and light the fire
2. Open the Meatballs (Cooked) recipe and notice the heat symbol turned green
3. Press Start Input
4. Select Mess Kit, Canned Meatballs and Water Bottle
5. Press Craft

Now you have successfully crafted the required task item and you can complete the task."	"Ajoutons maintenant un peu de complexité.

Certaines missions peuvent nécessiter des objets à fabriquer, comme celle-ci qui requiert des boulettes de viande (cuites), que l'on ne peut obtenir qu'en les fabriquant.

Allez dans le menu « Objets », prenez des boulettes de viande en conserve, une gamelle et une gourde. Vous aurez également besoin d'allumettes, que vous trouverez dans le menu « Équipement ».

Ensuite, trouvez la recette des boulettes de viande (cuites) dans l'interface des outils à l'aide du bouton « Fabrication ». Lorsque vous consultez la recette, vous verrez qu'elle nécessite une source de chaleur à proximité, ce qui signifie que vous aurez besoin d'une source de chaleur pour débloquer cette recette.

Pour fabriquer les boulettes de viande (cuites), procédez comme suit :
1. Allez au brasero, équipez-vous d’allumettes et allumez le feu
2. Ouvrez la recette des boulettes de viande (cuites) et remarquez que le symbole de chaleur est devenu vert
3. Appuyez sur « Démarrer la saisie »
4. Sélectionnez le kit de cuisine, les boulettes de viande en conserve et la bouteille d’eau
5. Appuyez sur « Fabriquer »

Vous avez maintenant fabriqué avec succès l’objet requis pour la quête et vous pouvez terminer la quête."
Tutorial Task 3 (Furniture)	Exercice 3 du tutoriel (Mobilier)
"There's one more thing to learn.

Some items that you might receive from crafting, trading or tasks are Furniture items, which are used for shelter customization.

Once you receive a Furniture item, it will be stored to a separate inventory called the Furniture Catalog, so it doesn't appear in your normal inventory.

Furniture Catalog is only accessible when you are inside of shelters, but you will always receive a message ""New Furniture Added [Catalog]"" when the catalog is updated.

Try getting new furniture by completing this task:
1. Press Start Delivery
2. Select Potato
3. Press Complete
4. Notice the message ""New Furniture Added [Catalog]""

You can learn more about shelter customization and Furniture Catalog from the tutorial billboard called Shelters."	"Il y a encore une chose à savoir.

Certains objets que vous pouvez obtenir en fabriquant, en échangeant ou en accomplissant des quêtes sont des meubles, qui servent à personnaliser votre abri.

Une fois que vous recevez un meuble, celui-ci est stocké dans un inventaire distinct appelé « Catalogue de meubles » ; il n'apparaît donc pas dans votre inventaire habituel.

Le catalogue de mobilier n'est accessible que lorsque vous êtes à l'intérieur d'un abri, mais vous recevrez toujours un message « Nouveau meuble ajouté [Catalogue] » lorsque le catalogue est mis à jour.

Essayez d'obtenir de nouveaux meubles en accomplissant cette quête :
1. Appuyez sur « Démarrer la livraison »
2. Sélectionnez « Pomme de terre »
3. Appuyez sur « Terminer »
4. Remarquez le message « Nouveau meuble ajouté [Catalogue] »

Vous pouvez en savoir plus sur la personnalisation des abris et le Catalogue de meubles grâce au panneau d'affichage du tutoriel intitulé « Abris »."
Prime Time	En prime time
"Well, well... you must be that guy the Nomads found last week. Didn't they put you up in that old tiny cabin? We used to get drunk and play poker there sometimes, but that place always gave me a headache, I'm pretty sure there's asbestos in the ceiling or something.

Nevertheless, you’ve arrived at the prime time, because I’m out of toilet paper and the situation is getting urgent.

Speaking of prime time, I just finished repairing some electronics and I have this fully functional TV ready to go. Mark my words, at the moment, this is the only working TV in Area 05.

If you bring me that toilet paper, the TV is yours. It has all the channels pre-configured, vibrant colors and prime time shows are running as we speak."	"Eh bien, eh bien… tu dois être le type que les Nomades ont trouvé la semaine dernière. C’est pas là qu’ils t’ont logé, dans cette vieille petite cabane ? On avait l’habitude de s’y saouler et d’y jouer au poker de temps en temps, mais cet endroit me donnait toujours mal à la tête ; je suis presque sûr qu’il y a de l’amiante dans le plafond ou un truc du genre.

Quoi qu’il en soit, tu arrives à point nommé, parce que je n’ai plus de papier toilette et que la situation devient urgente.

En parlant de prime time, je viens de finir de réparer quelques appareils électroniques et j’ai cette télé en parfait état de marche, prête à l’emploi. Crois-moi, pour l’instant, c’est la seule télé qui fonctionne dans la Zone 05.

Si tu m’apportes ce papier toilette, la télé est à toi. Toutes les chaînes sont préconfigurées, les couleurs sont éclatantes et les émissions de prime time passent en ce moment même."
Bad Habits	Mauvaises habitudes
"A while ago, I visited the Doctor in that abandoned school nearby. He told me that I should cut out all my ""bad habits,"" but the old fucker smokes himself, so screw him!

You're probably just one of those modern-day hippies who only licks mint pastilles when things get rough, but if you happen to find one of these, bring a pack or two and some matches as well."	"Il y a quelque temps, je suis allé voir le docteur dans cette école abandonnée du coin. Il m'a dit que je devrais arrêter toutes mes « mauvaises habitudes », mais ce vieux connard fume lui-même, alors qu'il aille se faire voir !

Tu es sûrement juste un de ces hippies des temps modernes qui ne font que lécher des pastilles à la menthe quand ça va mal, mais si jamais tu tombes sur un de ces endroits, apporte un paquet ou deux, ainsi que des allumettes."
Backpains	Douleurs dorsales
"When you get to my age, everything hurts and your body is like those French cars, constant issues and in need of repair.

I usually don't complain, but my fucking back is killing me. Every morning when I wake up, it feels like a gunshot directly to my spine. It won't be long until you're just like me and those cursed French cars.

If you happen to find something that could help with my back, I would highly appreciate it."	"Quand on arrive à mon âge, on a mal partout et le corps, c'est comme ces voitures françaises : des problèmes à n'en plus finir et toujours besoin d'être réparé.

D'habitude, je ne me plains pas, mais mon dos me fait un mal de chien. Chaque matin, quand je me réveille, j'ai l'impression de recevoir une balle en pleine colonne vertébrale. Tu ne tarderas pas à être comme moi et ces maudites voitures françaises.

Si par hasard tu trouvais quelque chose qui pourrait soulager mon dos, je t'en serais très reconnaissant."
Coffee Reserve	Réserve de café
"There are few things in life that are non-negotiable. There's morning coffee at 6:00, afternoon coffee at 12:00 and dinner coffee at 18:00. When manual labor is involved, coffee breaks in between are also mandatory and basically prescribed by law.

If you want to remain alive here in Area 05, the constant flow of caffeine should be your primary goal.

As a matter of fact, I should probably increase my strategic coffee reserve a bit, since the consumption lately has been above average."	"Il y a peu de choses dans la vie qui ne se négocient pas. Il y a le café du matin à 6 h, celui de midi à 12 h et celui du dîner à 18 h. Quand il s'agit de travail manuel, les pauses-café entre les repas sont également obligatoires et, en quelque sorte, prescrites par la loi.

Si vous voulez rester en vie ici, dans la Zone 05, votre objectif principal devrait être de vous assurer un apport constant en caféine.

En fait, je devrais probablement augmenter un peu ma réserve stratégique de café, car ma consommation a été supérieure à la moyenne ces derniers temps."
Sweaty Business	Une affaire qui fait transpirer
"The days out here are long and sweaty, especially in the summertime.

Since air conditioning, showers and running water are just a faint memory from the past, it's important that you maintain personal hygiene and odor control for the sake of the others. You might wonder why not just go wash in the lake or sea? Well, let me tell you why that's a bad idea.

After the initial explosion, these waters are far from refreshing and there's something nasty going on. I have seen so many dead fish lately that my ass is not going into that water, that's for sure and I highly recommend the same for you.

It’s a sweaty business, but we just have to figure out some alternative methods to stay fresh."	"Les journées ici sont longues et étouffantes, surtout en été.

Comme la climatisation, les douches et l'eau courante ne sont plus qu'un lointain souvenir, il est important de veiller à votre hygiène personnelle et de contrôler vos odeurs, par respect pour les autres. Vous vous demandez peut-être pourquoi ne pas simplement aller se laver dans le lac ou la mer ? Eh bien, laissez-moi vous expliquer pourquoi c'est une mauvaise idée.

Après l'explosion initiale, ces eaux sont loin d'être rafraîchissantes et il s'y passe quelque chose de dégoûtant. J'ai vu tellement de poissons morts ces derniers temps que je ne mettrai pas les pieds dans cette eau, ça c'est sûr, et je vous recommande vivement d'en faire autant.

C'est une activité qui fait transpirer, mais nous devons simplement trouver d'autres moyens de rester frais."
Handyman	Bricoleur
"You know that old lady who still lives near the Border Zone? Well, she's blind and no matter how many times I have warned her about electronics, she keeps fiddling around with different buttons and then everything gets messed up!

Now there's a broken stove, the freezer has melted and apparently the radio is once again ""misbehaving."" On top of this, during a storm last week, a tree fell directly onto her porch roof and it has now somewhat collapsed, so we are dealing with a clusterfuck of issues.

I'm getting tired of being her handyman, but I promised to help this one last time."	"Tu connais cette vieille dame qui vit toujours près de la zone frontalière ? Eh bien, elle est aveugle et, malgré tous les avertissements que je lui ai donnés au sujet des appareils électroniques, elle n'arrête pas de tripoter les boutons, et tout finit par se détraquer !

Maintenant, la cuisinière est cassée, le congélateur a fondu et apparemment, la radio « fait encore des caprices ». En plus de ça, pendant une tempête la semaine dernière, un arbre est tombé directement sur le toit de son porche et celui-ci s'est en partie effondré, donc on se retrouve avec un sacré bordel.

J'en ai marre d'être son homme à tout faire, mais j'ai promis de l'aider une dernière fois."
Six Pack	Pack de six
"Every man has a weak spot, mine is warm cheap beer, especially on a frosty winter morning.

When winter comes, you have to keep them warm and close to your body. It may sound gross, but trust me, you don't want to drink a wheat sorbet when you're roaming around in the cold. Armpits or crotch are the best spots to keep them warm, you radiate a lot of heat from there and you can keep an entire six-pack warm if you can manage them right.

Speaking of six-packs, I could definitely take one for my road trip, six for the road, as they say."	"Tout homme a son point faible ; le mien, c'est la bière tiède et bon marché, surtout lors d'une froide matinée d'hiver.

Quand l'hiver arrive, il faut les garder au chaud et près du corps. Ça peut paraître dégoûtant, mais croyez-moi, vous ne voulez pas boire un sorbet à la bière de blé quand vous vous baladez dans le froid. Les aisselles ou l'entrejambe sont les meilleurs endroits pour les garder au chaud : tu dégage beaucoup de chaleur de ces zones et tu peux garder tout un pack de six au chaud si tu t'y prends bien.

En parlant de packs de six, j'en prendrais bien un pour mon road trip, six pour la route, comme on dit."
Old Friend	Un vieil ami
"Want to hear military stories?

Back in the day, when I was doing my conscript service, we still had a few of those KP-31's lying around in the warehouse.

One range day, we actually got a chance to test those. We were not allowed to use full-auto with those drum mags, but when it was my turn, I couldn't resist. I changed the fire mode, squeezed the trigger and 71 rounds of pure magic came out of my barrel.

Sometimes I still hear that ""prat-prat-prat"" sound faintly in my dreams. Damn, I miss that gun. Someday I will once again reunite with my magical old friend, someday..."	"Tu veux entendre des anecdotes militaires ?

À l'époque, quand je faisais mon service militaire, il restait encore quelques KP-31 qui traînaient dans l'entrepôt.

Un jour au stand de tir, on a eu l'occasion de les tester. On n'avait pas le droit de tirer en rafale avec ces chargeurs tambour, mais quand mon tour est arrivé, je n'ai pas pu résister. J'ai changé le mode de tir, j'ai appuyé sur la détente et 71 cartouches de pure magie ont jailli de mon canon.

Parfois, j'entends encore ce « prat-prat-prat » résonner faiblement dans mes rêves. Bon sang, ce flingue me manque. Un jour, je retrouverai mon vieux pote magique, un jour..."
Road Trip	Voyage en voiture
"I'm tired of this shithole. I'm planning to take a one-way road trip to the North and leave all this misery behind.

Have you ever visited the North? What a shame, that place has remained totally unaffected by all this bullshit. It's like nothing ever happened there. I'm talking about pristine nature, wildlife and crystal-clear rivers for catching those juicy arctic trouts.

I would be already driving there, but those filthy Bandits stole my car battery and a bunch of other items from the trunk, so I'm still stuck here.

Maybe you could help me with this? Bring back my stolen items and I have something special for you."	"J'en ai marre de ce trou à rats. Je compte partir en road trip sans retour vers le Nord et laisser toute cette misère derrière moi.

Tu es déjà allé dans le Nord ? Quel dommage, cet endroit n'a pas été du tout touché par toutes ces conneries. C'est comme si rien ne s'était jamais passé là-bas. Je parle d'une nature intacte, d'une faune sauvage et de rivières cristallines où pêcher ces truites arctiques bien charnues.

Je serais déjà en route, mais ces sales bandits m'ont volé la batterie de ma voiture et tout un tas d'autres affaires dans le coffre, alors je suis toujours coincé ici.

Tu pourrais peut-être m'aider ? Récupère mes affaires volées et j'aurai quelque chose de spécial pour toi."
Homemade	Fait maison
"When I reach the North, I’m going to surprise the Shaman since he’s a big fan of my homemade sugar wine.

I already had a large batch for him, but since my trip was delayed, I had to make sure the product didn't spoil in my cellar. After a few ""product-quality"" sips, I got carried away and started drinking and now I have nothing left.

I'm going to need a new batch, but I don't have time right now, so perhaps you can cook it. The recipe is really simple, but do not add too much sugar or you're going to ruin the whole thing. Keep it simple, keep it homemade.

If you can make this new batch for me, I will consider giving you a key to my attic, which would be quite an upgrade from your small asbestos cabin."	"Quand j'arriverai dans le Nord, je vais faire une surprise au chaman, car il adore mon vin de sucre fait maison.

J'en avais déjà préparé une bonne quantité pour lui, mais comme mon départ a été retardé, j'ai dû m'assurer que le produit ne s'abîme pas dans ma cave. Après quelques gorgées pour « vérifier la qualité », je me suis laissé emporter et j'ai commencé à boire, et maintenant il ne m'en reste plus.

Je vais avoir besoin d'une nouvelle cuvée, mais je n'ai pas le temps pour l'instant, alors peut-être que tu pourrais t'en charger. La recette est très simple, mais n'ajoute pas trop de sucre, sinon tu vas tout gâcher. Reste simple, reste maison.

Si tu peux me préparer cette nouvelle cuvée, j'envisagerai de te donner une clé de mon grenier, ce qui serait une sacrée amélioration par rapport à ta petite cabane en amiante."
Nasty Draft	Un courant d'air désagréable
"I haven't seen you here before, you must be a new patient?

Welcome to my improvised clinic. It ain't much, but with these limited resources, it's the best that we've got.

I used to teach health education for elementary students in this school. It was a long time ago, but I have good memories of this place. The building is old and has seen better days, but I'm sure it can be restored when things settle down.

Nowadays, my current concern is mostly related to heat insulation, since our windows are pretty much gone. Especially in winter, it's a bit chilly for my patients. I think an emergency solution would just require some duct tape to keep the nasty draft under control."	"Je ne vous ai jamais vu ici auparavant, vous devez être un nouveau patient ?

Bienvenue dans ma clinique de fortune. Ce n’est pas grand-chose, mais avec ces ressources limitées, c’est le mieux que nous ayons.

J’enseignais autrefois l’éducation à la santé aux élèves du primaire dans cette école. C’était il y a longtemps, mais je garde de bons souvenirs de cet endroit. Le bâtiment est vieux et a connu des jours meilleurs, mais je suis sûr qu’il pourra être restauré quand les choses se seront calmées.

En ce moment, mon principal souci concerne surtout l’isolation thermique, car nos fenêtres sont pratiquement hors d’usage. Surtout en hiver, il fait un peu froid pour mes patients. Je pense qu’une solution d’urgence consisterait simplement à utiliser du ruban adhésif pour colmater les vilains courants d’air."
Steady Hands	Une main sûre
"I do have to admit that sometimes my hand-eye coordination and fine motor skills are a bit rusty.

Especially in surgeries and working with a scalpel, I often get the shakes and small mistakes here and there are unavoidable. I think it's mostly related to my age, but I have found that smoking a few cigars before the operation keeps my hands more steady.

As a doctor, I do not recommend smoking, but desperate times require desperate actions.

If you happen to find a few cigars somewhere, perhaps you could deliver those to me? But don't tell the Generalist, I just told him to stop smoking, so we don't create any controversial guidance. Let's keep this between me and you."	"Je dois bien admettre que ma coordination œil-main et ma motricité fine sont parfois un peu rouillées.

Surtout lors des interventions chirurgicales et quand je manipule un scalpel, j’ai souvent des tremblements et les petites erreurs ici et là sont inévitables. Je pense que c’est surtout lié à mon âge, mais j’ai remarqué que fumer quelques cigares avant l’opération me permettait d’avoir les mains plus fermes.

En tant que médecin, je ne recommande pas de fumer, mais à situation désespérée, mesures désespérées.

Si jamais vous trouvez quelques cigares quelque part, pourriez-vous me les apporter ? Mais n'en parlez pas au généraliste, je viens juste de lui dire d'arrêter de fumer, pour ne pas créer de controverse. Gardons cela entre nous."
Bookworm	rat de bibliothèque
"Being a doctor around here is a cyclic job. What I mean by this is that there are days where it's extremely busy and days where no soul is in sight.

On those boring, empty days, I often spend my time reading. The reading material around here is quite random, you cannot really pick what you read, so you must learn to adapt to the available literature.

I actually like to read all kinds of old books, no matter the subject. Whether it's children's stories or religion, I always find it interesting. I think I'm a bit of a bookworm by nature."	"Ici, le métier de médecin est très irrégulier. Ce que je veux dire, c'est qu'il y a des jours où l'on est débordé et d'autres où il n'y a pas l'âme qui bouge.

Pendant ces journées ennuyeuses et calmes, je passe souvent mon temps à lire. Les livres que l'on trouve ici sont assez aléatoires ; on ne peut pas vraiment choisir ce qu'on lit, alors il faut apprendre à s'adapter à ce qui est disponible.

En fait, j'aime lire toutes sortes de vieux livres, quel que soit le sujet. Qu'il s'agisse d'histoires pour enfants ou de religion, je trouve toujours ça intéressant. Je pense que je suis un peu un rat de bibliothèque par nature."
Dice Master	Maître des dés
"Me and the Generalist have known each other since we were kids. He's a grumpy old man for sure, but once you get to know him, he's somewhat tolerable.

Just a few years ago, we often went fishing together, but that poor guy has multiple herniated disks, so fishing trips are no longer an option for him. We still have a few other common hobbies like horse races and gambling.

Like you probably already guessed, only one of those is available nowadays, so our friendship is currently purely built on gambling with card and dice games. However, every time we play dice, he always magically wins and I'm starting to wonder if his dices are rigged somehow, since nobody is that lucky.

You know what, if you happen to find one of those dice games, bring one for me. Next time we play, it's going to be on my set. That way, I can rule out the possibility of cheating and we'll see who the true dice master is."	"Le Généraliste et moi, on se connaît depuis qu'on est gamins. C'est un vieux grincheux, c'est sûr, mais une fois qu'on apprend à le connaître, il est plutôt supportable.

Il y a encore quelques années, on allait souvent pêcher ensemble, mais ce pauvre gars souffre de plusieurs hernies discales, alors les parties de pêche ne sont plus une option pour lui. On a quand même quelques autres passe-temps en commun, comme les courses hippiques et les jeux d'argent.

Comme tu l'as sans doute déjà deviné, il n'en reste plus qu'un seul de ces passe-temps aujourd'hui, donc notre amitié repose actuellement uniquement sur les jeux de cartes et de dés. Cependant, chaque fois qu'on joue aux dés, il gagne toujours comme par magie et je commence à me demander si ses dés ne sont pas truqués d'une manière ou d'une autre, car personne n'a autant de chance.

Tu sais quoi, si tu tombes sur un de ces jeux de dés, ramène-m'en un. La prochaine fois qu'on jouera, ce sera avec mon jeu. Comme ça, je pourrai écarter toute possibilité de triche et on verra qui est le vrai maître des dés."
Night Surgery	Chirurgie de nuit
"Even though I'm not specialized in surgery, I find myself quite skillful working with organs and human anatomy.

Daytime operations are a walk in the park for me when there's enough light, but at night, it gets more tricky. Operating in dim lighting or sometimes even in total darkness relies more on hand-feel and intuition, but it's always riskier for the patient.

Some sort of bright headlamp would probably solve this issue until the power grid is fully restored. I have tried to find one, but unfortunately no luck so far."	"Même si je ne suis pas spécialisé en chirurgie, je me sens plutôt à l'aise avec les organes et l'anatomie humaine.

Les opérations de jour sont un jeu d'enfant pour moi quand il y a suffisamment de lumière, mais la nuit, c'est plus délicat. Opérer dans la pénombre, voire parfois dans l'obscurité totale, repose davantage sur le toucher et l'intuition, mais c'est toujours plus risqué pour le patient.

Une lampe frontale puissante résoudrait probablement ce problème jusqu'à ce que le réseau électrique soit entièrement rétabli. J'ai essayé d'en trouver une, mais malheureusement sans succès jusqu'à présent."
Infections	Infections
"You know what one of the most common issues is here? It's infections.

When you have poor hygiene and uncleaned wounds, it's a perfect combo for bacteria and germs. Whenever there's a patient with any kind of cuts or scrapes, there's pretty much always an infection by default.

I do still have some medical supplies left for infections, but those will run out sooner or later. Once that happens, the mortality rate here is going to take a dark turn."	"Tu sais quel est l'un des problèmes les plus courants ici ? Ce sont les infections.

Quand l'hygiène est mauvaise et que les blessures ne sont pas nettoyées, c'est le terrain idéal pour les bactéries et les germes. Dès qu'un patient présente une coupure ou une écorchure, il y a presque toujours une infection.

Il me reste encore quelques fournitures médicales pour traiter les infections, mais elles finiront par s'épuiser tôt ou tard. Quand cela arrivera, le taux de mortalité ici va prendre une tournure dramatique."
Hypovolemia	Hypovolémie
"Hydration is extremely important. Just last week, I found a few pale Nomads who were curled up in the forest with low blood pressure.

After taking a closer look, the reason was simpler than expected. Correct, it was dehydration and a thing that we doctors call hypovolemia.

Hypovolemia is basically a loss of both salt and water content in your body and if it gets really bad, then you're screwed like those Nomads and met with a hypovolemic shock. Fortunately, the treatment for these symptoms is really simple, you just stick a saline solution into a peripheral vein and you're good to go.

Whenever you find those saline bottles, always remember to bring them to me and we will surely find some deal that could work for both of us."	"L'Eau est extrêmement importante. La semaine dernière encore, j'ai trouvé quelques Nomades au teint pâle, recroquevillés dans la forêt, souffrant d'hypotension.

Après les avoir examinés de plus près, j'ai compris que la cause était plus simple que prévu. Exactement, il s'agissait de désEau et d'un état que nous, les médecins, appelons « hypovolémie ».

L'hypovolémie est essentiellement une perte de sel et d'eau dans votre corps et si ça s'aggrave vraiment, vous êtes fichus, comme ces Nomades, et vous subissez un choc hypovolémique. Heureusement, le traitement de ces symptômes est très simple : il suffit d'injecter une solution saline dans une veine périphérique et le tour est joué.

Chaque fois que vous trouvez ces flacons de solution saline, n'oubliez pas de me les apporter et nous trouverons certainement un arrangement qui nous conviendra à tous les deux."
Mouth Organ	Harmonica
"Music is the best antidepressant there is. Before my medical studies, I actually used to play the saxophone and horns in our navy orchestra and traveled across the country with those fancy golden pipes. Quite a career shift indeed.

I tried playing my old instruments a few years ago, but you need healthy lungs for those, so I couldn't even get a sound out of the damn things anymore. My passion for mouth organs and musical skills is still there, but I think the cigars have done their damage already.

It's never too late to start with an easier instrument, but I would need something really tiny that is suitable for an old cigar man like me. Maybe in the next life."	"La musique est le meilleur antidépresseur qui soit. Avant mes études de médecine, je jouais du saxophone et des cuivres dans l’orchestre de la marine et je parcourais le pays avec ces superbes instruments dorés. Quel changement de carrière !

J'ai essayé de rejouer de mes anciens instruments il y a quelques années, mais il faut avoir les poumons en bonne santé pour ça, et je n'arrivais même plus à faire sortir un son de ces fichus instruments. Ma passion pour les harmonicas et mes talents musicaux sont toujours là, mais je pense que les cigares ont déjà fait des ravages.

Il n'est jamais trop tard pour commencer avec un instrument plus facile, mais j'aurais besoin de quelque chose de vraiment minuscule, adapté à un vieux fumeur de cigares comme moi. Peut-être dans une prochaine vie."
Patient Report	Rapport du patient
"When the situation started, our hospitals were overbooked within the first hour. We actually had to convert the school's gymnasium into an emergency triage site.

I think I left one of my earliest patient reports there. I need that report to help with my memory, since it isn't what it used to be. The symptoms and specific details from that report are starting to blur for me.

Maybe you could search the gymnasium, the place where the kids used to play and climb ropes. It should be there somewhere."	"Dès le début de la crise, nos hôpitaux ont été débordés en moins d'une heure. Nous avons même dû transformer le gymnase de l'école en centre de triage d'urgence.

Je crois que j'y ai laissé l'un de mes tout premiers rapports sur un patient. J'ai besoin de ce rapport pour m'aider à me souvenir, car ma mémoire n'est plus ce qu'elle était. Les symptômes et les détails précis de ce rapport commencent à s'estomper dans mon esprit.

Vous pourriez peut-être fouiller le gymnase, là où les enfants avaient l'habitude de jouer et de grimper à la corde. Il devrait se trouver là, quelque part."
Substance	Contenu
