WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	identifier	translation	DESCRIPTION	Comments	max_length
Tasks	Generalist/Tutorial/03	difficulty	0	ignore	Traders/Generalist/Tutorial/03_Tutorial	tres					difficulty		Hard					
Tasks	Generalist/Tutorial/03	description	0	literal	Traders/Generalist/Tutorial/03_Tutorial	tres					description		"There's one more thing to learn.

Some items that you might receive from crafting, trading or tasks are Furniture items, which are used for shelter customization.

Once you receive a Furniture item, it will be stored to a separate inventory called the Furniture Catalog, so it doesn't appear in your normal inventory.

Furniture Catalog is only accessible when you are inside of shelters, but you will always receive a message ""New Furniture Added [Catalog]"" when the catalog is updated.

Try getting new furniture by completing this task:
1. Press Start Delivery
2. Select Potato
3. Press Complete
4. Notice the message ""New Furniture Added [Catalog]""

You can learn more about shelter customization and Furniture Catalog from the tutorial billboard called Shelters."	2802	"Есть ещё кое-что важное.

Некоторые предметы, которые ты можешь получить через крафт, торговлю или задания, являются предметами мебели, используемыми для кастомизации убежища.

Когда ты получаешь предмет мебели, он сохраняется в отдельный инвентарь, называемый Каталогом мебели, и не отображается в обычном инвентаре.

Каталог мебели доступен только когда ты находишься внутри убежищ, но ты всегда получишь сообщение «Новая мебель добавлена [Каталог]», когда каталог обновится.

Попробуй получить новую мебель, выполнив это задание:
1. Нажми «Начать доставку»
2. Выбери Картофель
3. Нажми «Завершить»
4. Обрати внимание на сообщение «Новая мебель добавлена [Каталог]»

Ты можешь узнать больше о кастомизации убежища и Каталоге мебели на обучающем стенде под названием «Убежища»."	"Please pay attention to the following points when translating:
'Furniture'
'shelter'
'Furniture Catalog'
'New Furniture Added [Catalog]'
'Start Delivery'
'Potato'
'Complete'
'tutorial'
'Shelters'"		
Tasks	Generalist/01	name	0	literal	Traders/Generalist/Tasks/01_Prime_Time	tres					name		Prime Time	2804	Прайм-тайм			
Tasks	Generalist/01	difficulty	0	ignore	Traders/Generalist/Tasks/01_Prime_Time	tres					difficulty		Easy					
Tasks	Generalist/01	description	0	literal	Traders/Generalist/Tasks/01_Prime_Time	tres					description		"Well, well... you must be that guy the Nomads found last week. Didn't they put you up in that old tiny cabin? We used to get drunk and play poker there sometimes, but that place always gave me a headache, I'm pretty sure there's asbestos in the ceiling or something.

Nevertheless, you’ve arrived at the prime time, because I’m out of toilet paper and the situation is getting urgent.

Speaking of prime time, I just finished repairing some electronics and I have this fully functional TV ready to go. Mark my words, at the moment, this is the only working TV in Area 05.

If you bring me that toilet paper, the TV is yours. It has all the channels pre-configured, vibrant colors and prime time shows are running as we speak."	2806	"Ну надо же... ты, наверное, тот самый парень, которого Кочевники нашли на прошлой неделе. Они что, поселили тебя в той старой маленькой хижине? Мы иногда там напивались и играли в покер, но это место всегда давало мне головную боль — уверен, там в потолке асбест или что-то вроде того.

Тем не менее, ты появился очень вовремя, потому что у меня закончилась туалетная бумага, и ситуация становится критической.

Говоря о прайм-тайме, я только что закончил ремонт кое-какой электроники и у меня есть полностью рабочий телевизор. Попомни мои слова — на данный момент это единственный работающий телевизор в Area 05.

Если принесёшь мне ту туалетную бумагу, телевизор твой. В нём уже настроены все каналы, яркие цвета, и прямо сейчас идут передачи прайм-тайма."	"Please pay attention to the following points when translating:
'Nomad'
'cabin'
'toilet paper'
'Area 05'"		
Tasks	Generalist/02	name	0	literal	Traders/Generalist/Tasks/02_Bad_Habits	tres					name		Bad Habits	2808	Дурные привычки			
Tasks	Generalist/02	difficulty	0	ignore	Traders/Generalist/Tasks/02_Bad_Habits	tres					difficulty		Easy					
Tasks	Generalist/02	description	0	literal	Traders/Generalist/Tasks/02_Bad_Habits	tres					description		"A while ago, I visited the Doctor in that abandoned school nearby. He told me that I should cut out all my ""bad habits,"" but the old fucker smokes himself, so screw him!

You're probably just one of those modern-day hippies who only licks mint pastilles when things get rough, but if you happen to find one of these, bring a pack or two and some matches as well."	2810	"Недавно я навестил Доктора в той заброшенной школе неподалёку. Он сказал, что мне следует избавиться от всех «дурных привычек», но этот старый хрен сам курит, так что идёт он!

Ты, наверное, один из этих современных хиппи, который в трудные времена только лижет мятные пастилки, но если вдруг найдёшь одну из таких штук — принеси пачку-другую и заодно спички."	"Please pay attention to the following points when translating:
'Matches' is the plural form of match (match, noun), not match (verb).
'pack' may means cigarrete, not a cigar"		
Tasks	Generalist/03	name	0	literal	Traders/Generalist/Tasks/03_Backpains	tres					name		Backpains	2812	Боли в спине			
Tasks	Generalist/03	difficulty	0	ignore	Traders/Generalist/Tasks/03_Backpains	tres					difficulty		Easy					
Tasks	Generalist/03	description	0	literal	Traders/Generalist/Tasks/03_Backpains	tres					description		"When you get to my age, everything hurts and your body is like those French cars, constant issues and in need of repair.

I usually don't complain, but my fucking back is killing me. Every morning when I wake up, it feels like a gunshot directly to my spine. It won't be long until you're just like me and those cursed French cars.

If you happen to find something that could help with my back, I would highly appreciate it."	2814	"Когда доживёшь до моего возраста, всё болит, и твоё тело — как те французские машины: постоянные проблемы и вечный ремонт.

Обычно я не жалуюсь, но чёртова спина меня убивает. Каждое утро, когда просыпаюсь, ощущение, будто пуля прямо в позвоночник. Недолго осталось до того, как ты станешь таким же, как я, и эти проклятые французские машины.

Если найдёшь что-нибудь, что помогло бы моей спине, буду очень признателен."			
Tasks	Generalist/04	name	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					name		Coffee Reserve	2816	Кофейный запас			
Tasks	Generalist/04	difficulty	0	ignore	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					difficulty		Easy					
Tasks	Generalist/04	description	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					description		"There are few things in life that are non-negotiable. There's morning coffee at 6:00, afternoon coffee at 12:00 and dinner coffee at 18:00. When manual labor is involved, coffee breaks in between are also mandatory and basically prescribed by law.

If you want to remain alive here in Area 05, the constant flow of caffeine should be your primary goal.

As a matter of fact, I should probably increase my strategic coffee reserve a bit, since the consumption lately has been above average."	2818	"В жизни есть несколько вещей, которые не обсуждаются. Утренний кофе в 6:00, дневной кофе в 12:00 и вечерний кофе в 18:00. Когда задействован ручной труд, перерывы на кофе обязательны и фактически предписаны законом.

Если хочешь остаться в живых здесь, в Area 05, постоянный приток кофеина должен быть твоей главной целью.

Вообще-то, мне, пожалуй, стоит немного увеличить стратегический кофейный запас, поскольку потребление в последнее время было выше среднего."	"Please pay attention to the following points when translating:
'Area 05'"		
Tasks	Generalist/05	name	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					name		Sweaty Business	2820	Потная работёнка			
Tasks	Generalist/05	difficulty	0	ignore	Traders/Generalist/Tasks/05_Sweaty_Business	tres					difficulty		Intermediate					
Tasks	Generalist/05	description	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					description		"The days out here are long and sweaty, especially in the summertime.

Since air conditioning, showers and running water are just a faint memory from the past, it's important that you maintain personal hygiene and odor control for the sake of the others. You might wonder why not just go wash in the lake or sea? Well, let me tell you why that's a bad idea.

After the initial explosion, these waters are far from refreshing and there's something nasty going on. I have seen so many dead fish lately that my ass is not going into that water, that's for sure and I highly recommend the same for you.

It’s a sweaty business, but we just have to figure out some alternative methods to stay fresh."	2822	"Дни здесь длинные и знойные, особенно летом.

Поскольку кондиционеры, душ и водопровод — лишь смутные воспоминания из прошлого, важно следить за личной гигиеной и контролировать запах ради окружающих. Можешь спросить: почему бы просто не помыться в озере или море? Ну, позволь объяснить, почему это плохая идея.

После первоначального взрыва эти воды далеки от освежающих, и там происходит что-то нехорошее. Я так часто вижу мёртвую рыбу в последнее время, что ни за что не полезу в эту воду — это точно, и настоятельно рекомендую тебе то же самое.

Потная работёнка, но нам придётся придумать какие-то альтернативные методы, чтобы оставаться свежими."			
Tasks	Generalist/06	name	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					name		Handyman	2824	Мастер на все руки			
Tasks	Generalist/06	difficulty	0	ignore	Traders/Generalist/Tasks/06_Handyman	tres					difficulty		Intermediate					
Tasks	Generalist/06	description	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					description		"You know that old lady who still lives near the Border Zone? Well, she's blind and no matter how many times I have warned her about electronics, she keeps fiddling around with different buttons and then everything gets messed up!

Now there's a broken stove, the freezer has melted and apparently the radio is once again ""misbehaving."" On top of this, during a storm last week, a tree fell directly onto her porch roof and it has now somewhat collapsed, so we are dealing with a clusterfuck of issues.

I'm getting tired of being her handyman, but I promised to help this one last time."	2826	"Знаешь ту старушку, что до сих пор живёт у Пограничной зоны? Так вот, она слепая, и сколько бы раз я ни предупреждал её об электронике, она всё равно копается в разных кнопках, и всё выходит из строя!

Теперь сломана плита, морозильник разморозился, и, похоже, радио снова «безобразничает». Вдобавок на прошлой неделе во время шторма дерево упало прямо на крышу её крыльца, и та частично обвалилась, так что мы имеем дело с настоящим хаосом проблем.

Мне надоело быть её мастером на все руки, но я пообещал помочь в последний раз."	"Please pay attention to the following points when translating:
'Border Zone'"		
Tasks	Generalist/07	name	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					name		Six Pack	2828	Шестёрка			
Tasks	Generalist/07	difficulty	0	ignore	Traders/Generalist/Tasks/07_Six_Pack	tres					difficulty		Hard					
Tasks	Generalist/07	description	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					description		"Every man has a weak spot, mine is warm cheap beer, especially on a frosty winter morning.

When winter comes, you have to keep them warm and close to your body. It may sound gross, but trust me, you don't want to drink a wheat sorbet when you're roaming around in the cold. Armpits or crotch are the best spots to keep them warm, you radiate a lot of heat from there and you can keep an entire six-pack warm if you can manage them right.

Speaking of six-packs, I could definitely take one for my road trip, six for the road, as they say."	2830	"У каждого мужчины есть слабое место, моё — тёплое дешёвое пиво, особенно морозным зимним утром.

Когда приходит зима, их нужно держать в тепле и поближе к телу. Звучит противно, но поверь мне — не захочешь пить пшеничный сорбет, когда бродишь на холоде. Подмышки или пах — лучшие места, чтобы держать их в тепле: оттуда выделяется много тепла, и если правильно разместить, можно удержать в тепле целую шестёрку.

Говоря о шестёрках, одну я бы точно взял в дорогу — шесть в дорогу, как говорится."			
Tasks	Generalist/08	name	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					name		Old Friend	2832	Старый друг			
Tasks	Generalist/08	difficulty	0	ignore	Traders/Generalist/Tasks/08_Old_Friend	tres					difficulty		Hard					
Tasks	Generalist/08	description	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					description		"Want to hear military stories?

Back in the day, when I was doing my conscript service, we still had a few of those KP-31's lying around in the warehouse.

One range day, we actually got a chance to test those. We were not allowed to use full-auto with those drum mags, but when it was my turn, I couldn't resist. I changed the fire mode, squeezed the trigger and 71 rounds of pure magic came out of my barrel.

Sometimes I still hear that ""prat-prat-prat"" sound faintly in my dreams. Damn, I miss that gun. Someday I will once again reunite with my magical old friend, someday..."	2834	"Хочешь послушать военные истории?

В своё время, когда я проходил срочную службу, у нас ещё лежало несколько KP-31 на складе.

Однажды на стрельбище нам действительно дали возможность их испытать. Стрелять с этими дисковыми магазинами на автоматическом режиме нам не разрешали, но когда подошла моя очередь, я не смог устоять. Переключил режим огня, нажал на спуск — и 71 патрон чистой магии вылетел из ствола.

Иногда я до сих пор слышу этот звук «пра-пра-пра» где-то в глубине снов. Чёрт, как же я скучаю по этому ружью. Когда-нибудь я снова встречусь с моим магическим старым другом, когда-нибудь..."	"Please pay attention to the following points when translating:
'KP-31' is a proper noun (items/weapon)."		
Tasks	Generalist/09	name	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					name		Road Trip	2836	Поездка			
Tasks	Generalist/09	difficulty	0	ignore	Traders/Generalist/Tasks/09_Road_Trip	tres					difficulty		Hard					
Tasks	Generalist/09	description	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					description		"I'm tired of this shithole. I'm planning to take a one-way road trip to the North and leave all this misery behind.

Have you ever visited the North? What a shame, that place has remained totally unaffected by all this bullshit. It's like nothing ever happened there. I'm talking about pristine nature, wildlife and crystal-clear rivers for catching those juicy arctic trouts.

I would be already driving there, but those filthy Bandits stole my car battery and a bunch of other items from the trunk, so I'm still stuck here.

Maybe you could help me with this? Bring back my stolen items and I have something special for you."	2838	"Я устал от этой дыры. Планирую отправиться в одностороннюю поездку на Север и оставить всё это несчастье позади.

Ты когда-нибудь бывал на Севере? Жаль, это место совершенно не затронуто всей этой ерундой. Как будто там ничего не происходило. Я говорю о первозданной природе, дикой жизни и кристально чистых реках, где ловятся сочные арктические форели.

Я бы уже ехал туда, но эти грязные Бандиты украли мой аккумулятор и кучу других вещей из багажника, так что я всё ещё торчу здесь.

Может, поможешь мне? Верни мои украденные вещи, и у меня найдётся кое-что особенное для тебя."			
Tasks	Generalist/10	name	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					name		Homemade	2840	Домашнее			
Tasks	Generalist/10	difficulty	0	ignore	Traders/Generalist/Tasks/10_Homemade	tres					difficulty		Hard					
Tasks	Generalist/10	description	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					description		"When I reach the North, I’m going to surprise the Shaman since he’s a big fan of my homemade sugar wine.

I already had a large batch for him, but since my trip was delayed, I had to make sure the product didn't spoil in my cellar. After a few ""product-quality"" sips, I got carried away and started drinking and now I have nothing left.

I'm going to need a new batch, but I don't have time right now, so perhaps you can cook it. The recipe is really simple, but do not add too much sugar or you're going to ruin the whole thing. Keep it simple, keep it homemade.

If you can make this new batch for me, I will consider giving you a key to my attic, which would be quite an upgrade from your small asbestos cabin."	2842	"Когда доберусь до Севера, хочу удивить Шамана — он большой поклонник моего домашнего сахарного вина.

У меня уже была большая партия для него, но поскольку поездка задержалась, пришлось убедиться, что продукт не испортится в погребе. После нескольких глотков для «проверки качества» я увлёкся и начал пить, и теперь ничего не осталось.

Мне нужна новая партия, но сейчас нет времени, так что, может быть, ты сможешь это приготовить. Рецепт очень простой, но не добавляй слишком много сахара, иначе испортишь всё. Просто и по-домашнему.

Если сделаешь для меня эту новую партию, я подумаю, не дать ли тебе ключ от моего чердака — это было бы неплохим улучшением по сравнению с твоей маленькой асбестовой хижиной."	"Please pay attention to the following points when translating:
`Shaman`
'Kilju' is a traditional Finnish alcohol"		
Tasks	Doctor/01	name	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					name		Nasty Draft	2844	Противный сквозняк			
Tasks	Doctor/01	difficulty	0	ignore	Traders/Doctor/Tasks/01_Nasty_Draft	tres					difficulty		Easy					
Tasks	Doctor/01	description	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					description		"I haven't seen you here before, you must be a new patient?

Welcome to my improvised clinic. It ain't much, but with these limited resources, it's the best that we've got.

I used to teach health education for elementary students in this school. It was a long time ago, but I have good memories of this place. The building is old and has seen better days, but I'm sure it can be restored when things settle down.

Nowadays, my current concern is mostly related to heat insulation, since our windows are pretty much gone. Especially in winter, it's a bit chilly for my patients. I think an emergency solution would just require some duct tape to keep the nasty draft under control."	2846	"Не видел тебя здесь раньше — ты, должно быть, новый пациент?

Добро пожаловать в мой импровизированный медпункт. Много не обещаю, но при таких ограниченных ресурсах это лучшее, что у нас есть.

Раньше я преподавал основы здоровья для младших школьников в этой школе. Это было давно, но у меня есть добрые воспоминания об этом месте. Здание старое и видело лучшие времена, но я уверен, что его можно восстановить, когда всё успокоится.

Сейчас меня больше всего беспокоит теплоизоляция — окна у нас практически отсутствуют. Особенно зимой моим пациентам довольно холодно. Думаю, в качестве аварийного решения достаточно было бы скотча, чтобы справиться с этим противным сквозняком."			
Tasks	Doctor/02	name	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					name		Steady Hands	2848	Твёрдая рука			
Tasks	Doctor/02	difficulty	0	ignore	Traders/Doctor/Tasks/02_Steady_Hands	tres					difficulty		Easy					
Tasks	Doctor/02	description	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					description		"I do have to admit that sometimes my hand-eye coordination and fine motor skills are a bit rusty.

Especially in surgeries and working with a scalpel, I often get the shakes and small mistakes here and there are unavoidable. I think it's mostly related to my age, but I have found that smoking a few cigars before the operation keeps my hands more steady.

As a doctor, I do not recommend smoking, but desperate times require desperate actions.

If you happen to find a few cigars somewhere, perhaps you could deliver those to me? But don't tell the Generalist, I just told him to stop smoking, so we don't create any controversial guidance. Let's keep this between me and you."	2850	"Должен признать, что иногда моя координация рук и глаз, а также мелкая моторика немного подводят.

Особенно во время операций при работе со скальпелем у меня нередко дрожат руки, и небольших ошибок то там, то тут не избежать. Думаю, это в основном связано с возрастом, но я заметил, что несколько сигар перед операцией помогают держать руки более устойчиво.

Как врач, я не рекомендую курение, но в трудные времена приходится идти на крайние меры.

Если вдруг найдёшь где-нибудь несколько сигар, может, доставишь их мне? Только не говори Терапевту — я только что велел ему бросить курить, так что не нужно создавать противоречивых рекомендаций. Пусть это останется между нами."			
Tasks	Doctor/03	name	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					name		Bookworm	2852	Книжный червь			
Tasks	Doctor/03	difficulty	0	ignore	Traders/Doctor/Tasks/03_Bookworm	tres					difficulty		Easy					
Tasks	Doctor/03	description	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					description		"Being a doctor around here is a cyclic job. What I mean by this is that there are days where it's extremely busy and days where no soul is in sight.

On those boring, empty days, I often spend my time reading. The reading material around here is quite random, you cannot really pick what you read, so you must learn to adapt to the available literature.

I actually like to read all kinds of old books, no matter the subject. Whether it's children's stories or religion, I always find it interesting. I think I'm a bit of a bookworm by nature."	2854	"Быть врачом здесь — работа цикличная. Я имею в виду, что бывают дни, когда всё очень напряжённо, и дни, когда ни одной живой души не видно.

В такие скучные, пустые дни я часто провожу время за чтением. Читательский материал здесь довольно случайный — особо не выберешь, что читать, так что приходится привыкать к тому, что есть.

Мне на самом деле нравится читать всевозможные старые книги, независимо от темы. Будь то детские рассказы или религия — я всегда нахожу это интересным. Думаю, я по природе немного книжный червь."			
Tasks	Doctor/04	name	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					name		Dice Master	2856	Мастер кубиков			
Tasks	Doctor/04	difficulty	0	ignore	Traders/Doctor/Tasks/04_Dice_Master	tres					difficulty		Easy					
Tasks	Doctor/04	description	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					description		"Me and the Generalist have known each other since we were kids. He's a grumpy old man for sure, but once you get to know him, he's somewhat tolerable.

Just a few years ago, we often went fishing together, but that poor guy has multiple herniated disks, so fishing trips are no longer an option for him. We still have a few other common hobbies like horse races and gambling.

Like you probably already guessed, only one of those is available nowadays, so our friendship is currently purely built on gambling with card and dice games. However, every time we play dice, he always magically wins and I'm starting to wonder if his dices are rigged somehow, since nobody is that lucky.

You know what, if you happen to find one of those dice games, bring one for me. Next time we play, it's going to be on my set. That way, I can rule out the possibility of cheating and we'll see who the true dice master is."	2858	"Мы с Терапевтом знакомы ещё с детства. Он определённо угрюмый старик, но когда узнаёшь его поближе, с ним вполне можно иметь дело.

Ещё несколько лет назад мы часто ходили рыбачить вместе, но у бедняги несколько грыж межпозвонковых дисков, так что рыбалка для него больше не вариант. У нас всё ещё есть несколько общих увлечений, например скачки и азартные игры.

Как ты, наверное, уже догадался, из этого сейчас доступно только одно, так что наша дружба держится исключительно на азартных играх в карты и кости. Однако каждый раз, когда мы играем в кости, он каким-то магическим образом всегда выигрывает, и я начинаю подозревать, что его кубики как-то подкручены, ведь таким везучим не бывают.

Знаешь что, если найдёшь где-нибудь такую игру в кости — принеси мне. В следующий раз сыграем на моём комплекте. Так я смогу исключить возможность жульничества и посмотрим, кто же настоящий мастер кубиков."			
Tasks	Doctor/05	name	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					name		Night Surgery	2860	Ночная операция			
Tasks	Doctor/05	difficulty	0	ignore	Traders/Doctor/Tasks/05_Night_Surgery	tres					difficulty		Intermediate					
Tasks	Doctor/05	description	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					description		"Even though I'm not specialized in surgery, I find myself quite skillful working with organs and human anatomy.

Daytime operations are a walk in the park for me when there's enough light, but at night, it gets more tricky. Operating in dim lighting or sometimes even in total darkness relies more on hand-feel and intuition, but it's always riskier for the patient.

Some sort of bright headlamp would probably solve this issue until the power grid is fully restored. I have tried to find one, but unfortunately no luck so far."	2862	"Хотя я не специализируюсь на хирургии, я считаю себя весьма умелым при работе с органами и анатомией человека.

Дневные операции для меня — прогулка в парке, когда достаточно света, но ночью всё усложняется. Работа при тусклом освещении или иногда вовсе в темноте больше полагается на тактильные ощущения и интуицию, но это всегда более рискованно для пациента.

Какой-нибудь яркий налобный фонарь, вероятно, решил бы эту проблему до полного восстановления электросети. Я пытался найти такой, но, к сожалению, безуспешно."			
Tasks	Doctor/06	name	0	literal	Traders/Doctor/Tasks/06_Infections	tres					name		Infections	2864	Инфекции			
Tasks	Doctor/06	difficulty	0	ignore	Traders/Doctor/Tasks/06_Infections	tres					difficulty		Intermediate					
Tasks	Doctor/06	description	0	literal	Traders/Doctor/Tasks/06_Infections	tres					description		"You know what one of the most common issues is here? It's infections.

When you have poor hygiene and uncleaned wounds, it's a perfect combo for bacteria and germs. Whenever there's a patient with any kind of cuts or scrapes, there's pretty much always an infection by default.

I do still have some medical supplies left for infections, but those will run out sooner or later. Once that happens, the mortality rate here is going to take a dark turn."	2866	"Знаешь, в чём одна из наиболее распространённых проблем здесь? Это инфекции.

Когда плохая гигиена сочетается с необработанными ранами — это идеальный рассадник для бактерий и микробов. Когда бы ни пришёл пациент с какими-либо порезами или ссадинами, инфекция практически всегда присутствует по умолчанию.

У меня ещё остались кое-какие медицинские материалы для лечения инфекций, но рано или поздно они закончатся. Когда это произойдёт, смертность здесь примет мрачный оборот."			
Tasks	Doctor/07	name	0	literal	Traders/Doctor/Tasks/07_Hypovolemia	tres					name		Hypovolemia	2868	Гиповолемия			
Tasks	Doctor/07	difficulty	0	ignore	Traders/Doctor/Tasks/07_Hypovolemia	tres					difficulty		Intermediate					
Tasks	Doctor/07	description	0	literal	Traders/Doctor/Tasks/07_Hypovolemia	tres					description		"Hydration is extremely important. Just last week, I found a few pale Nomads who were curled up in the forest with low blood pressure.

After taking a closer look, the reason was simpler than expected. Correct, it was dehydration and a thing that we doctors call hypovolemia.

Hypovolemia is basically a loss of both salt and water content in your body and if it gets really bad, then you're screwed like those Nomads and met with a hypovolemic shock. Fortunately, the treatment for these symptoms is really simple, you just stick a saline solution into a peripheral vein and you're good to go.

Whenever you find those saline bottles, always remember to bring them to me and we will surely find some deal that could work for both of us."	2870	"Гидратация крайне важна. Буквально на прошлой неделе я нашёл нескольких бледных Кочевников, скорчившихся в лесу с низким давлением.

Присмотревшись, причина оказалась проще, чем ожидалось. Верно, это было обезвоживание и то, что мы, врачи, называем гиповолемией.

Гиповолемия — это, по сути, потеря как соли, так и воды в организме, и если всё зайдёт слишком далеко, тебе конец — как тем Кочевникам, — и ты столкнёшься с гиповолемическим шоком. К счастью, лечение этих симптомов очень простое: нужно лишь ввести физраствор в периферическую вену — и дело в шляпе.

Всякий раз, когда найдёшь эти флаконы с физраствором, обязательно приноси их мне — мы обязательно найдём условия, которые устроят обоих."	"Please pay attention to the following points when translating:
`Nomad'"		
Tasks	Doctor/08	name	0	literal	Traders/Doctor/Tasks/08_Mouth_Organ	tres					name		Mouth Organ	2872	Губная гармошка			
Tasks	Doctor/08	difficulty	0	ignore	Traders/Doctor/Tasks/08_Mouth_Organ	tres					difficulty		Hard					
