WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	identifier	translation	DESCRIPTION	max_length
Tasks	Generalist/03	description	0	literal	Traders/Generalist/Tasks/03_Backpains	tres					description		"When you get to my age, everything hurts and your body is like those French cars, constant issues and in need of repair.

I usually don't complain, but my fucking back is killing me. Every morning when I wake up, it feels like a gunshot directly to my spine. It won't be long until you're just like me and those cursed French cars.

If you happen to find something that could help with my back, I would highly appreciate it."	2814	"到了我这把年纪，浑身都疼，身体就像那些法国车一样，总是出问题，得不停地修修补补。

我平时不爱抱怨，但这该死的背疼得要命。每天早上醒来，感觉就像有人直接朝我的脊椎开了一枪。用不了多久，你也会变成我这样，跟那些该死的法国车一样。

如果你碰巧知道有什么能缓解我背痛的方法，我将不胜感激。"		
Tasks	Generalist/04	name	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					name		Coffee Reserve	2816	精品咖啡		
Tasks	Generalist/04	difficulty	0	ignore	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					difficulty		Easy				
Tasks	Generalist/04	description	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					description		"There are few things in life that are non-negotiable. There's morning coffee at 6:00, afternoon coffee at 12:00 and dinner coffee at 18:00. When manual labor is involved, coffee breaks in between are also mandatory and basically prescribed by law.

If you want to remain alive here in Area 05, the constant flow of caffeine should be your primary goal.

As a matter of fact, I should probably increase my strategic coffee reserve a bit, since the consumption lately has been above average."	2818	"生活中几乎没有什么事情是不可商量的。早上6点的晨间咖啡、中午12点的午间咖啡，以及晚上18点的晚间咖啡。如果涉及体力劳动，期间的咖啡休息时间也是强制性的，基本上可以说是法律规定的。

若想在05区活下去，确保咖啡因源源不断地摄入应是你的首要目标。

事实上，我大概得稍微增加一下战略性咖啡储备了，毕竟最近的消耗量已经超过平均水平了。"	"Please pay attention to the following points when translating:
'Area 05'"	
Tasks	Generalist/05	name	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					name		Sweaty Business	2820	大汗淋漓的生意		
Tasks	Generalist/05	difficulty	0	ignore	Traders/Generalist/Tasks/05_Sweaty_Business	tres					difficulty		Intermediate				
Tasks	Generalist/05	description	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					description		"The days out here are long and sweaty, especially in the summertime.

Since air conditioning, showers and running water are just a faint memory from the past, it's important that you maintain personal hygiene and odor control for the sake of the others. You might wonder why not just go wash in the lake or sea? Well, let me tell you why that's a bad idea.

After the initial explosion, these waters are far from refreshing and there's something nasty going on. I have seen so many dead fish lately that my ass is not going into that water, that's for sure and I highly recommend the same for you.

It’s a sweaty business, but we just have to figure out some alternative methods to stay fresh."	2822	"在这里的日子漫长又闷热，尤其是夏天。

由于空调、淋浴和自来水都只是过去模糊的记忆，为了不影响他人，保持个人卫生和控制体味至关重要。你可能会问：为什么不去湖里或海里洗个澡呢？好吧，让我告诉你为什么这是个糟糕的主意。

经历了最初的“爆发”后，这些水早已不复清凉，里面还藏着些恶心的东西。最近我看到太多死鱼了，我的屁股绝对不会碰那水，这一点可以肯定，我也强烈建议你别去。

虽然这活儿干得人汗流浃背，但我们还是得想些别的办法来保持清爽。"		
Tasks	Generalist/06	name	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					name		Handyman	2824	万能工		
Tasks	Generalist/06	difficulty	0	ignore	Traders/Generalist/Tasks/06_Handyman	tres					difficulty		Intermediate				
Tasks	Generalist/06	description	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					description		"You know that old lady who still lives near the Border Zone? Well, she's blind and no matter how many times I have warned her about electronics, she keeps fiddling around with different buttons and then everything gets messed up!

Now there's a broken stove, the freezer has melted and apparently the radio is once again ""misbehaving."" On top of this, during a storm last week, a tree fell directly onto her porch roof and it has now somewhat collapsed, so we are dealing with a clusterfuck of issues.

I'm getting tired of being her handyman, but I promised to help this one last time."	2826	"你还记得那个仍住在边境区附近的老太太吗？她是个盲人，不管我多少次提醒她别碰电子设备，她还是总爱乱按各种按钮，结果把一切都搞得一团糟！

现在炉子坏了，冷冻柜里的东西都化了，而且收音机似乎又开始“闹脾气”了。更糟的是，上周一场暴风雨中，一棵树直接砸中了她门廊的屋顶，导致屋顶部分坍塌，所以我们现在正面临一堆乱七八糟的问题。

我已经厌倦了当她的维修工，但我答应过这次会帮她最后一次。"	"Please pay attention to the following points when translating:
'Border Zone'"	
Tasks	Generalist/07	name	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					name		Six Pack	2828	六块腹肌		
Tasks	Generalist/07	difficulty	0	ignore	Traders/Generalist/Tasks/07_Six_Pack	tres					difficulty		Hard				
Tasks	Generalist/07	description	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					description		"Every man has a weak spot, mine is warm cheap beer, especially on a frosty winter morning.

When winter comes, you have to keep them warm and close to your body. It may sound gross, but trust me, you don't want to drink a wheat sorbet when you're roaming around in the cold. Armpits or crotch are the best spots to keep them warm, you radiate a lot of heat from there and you can keep an entire six-pack warm if you can manage them right.

Speaking of six-packs, I could definitely take one for my road trip, six for the road, as they say."	2830	"每个男人都有个软肋，我的就是温热的廉价啤酒，尤其是在寒冷的冬日清晨。

冬天一到，你得把它们暖和地贴在身上。听起来可能有点恶心，但相信我，在寒风中四处走动时，你可不想喝到一杯“小麦雪葩”。 腋下或裆部是保暖的最佳位置，那里散发的热量很多，只要方法得当，甚至能让整整一箱啤酒保持温暖。

说到整箱啤酒，我绝对可以带上一箱去公路旅行，正如俗话所说：“路上喝六瓶”。"		
Tasks	Generalist/08	name	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					name		Old Friend	2832	老朋友		
Tasks	Generalist/08	difficulty	0	ignore	Traders/Generalist/Tasks/08_Old_Friend	tres					difficulty		Hard				
Tasks	Generalist/08	description	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					description		"Want to hear military stories?

Back in the day, when I was doing my conscript service, we still had a few of those KP-31's lying around in the warehouse.

One range day, we actually got a chance to test those. We were not allowed to use full-auto with those drum mags, but when it was my turn, I couldn't resist. I changed the fire mode, squeezed the trigger and 71 rounds of pure magic came out of my barrel.

Sometimes I still hear that ""prat-prat-prat"" sound faintly in my dreams. Damn, I miss that gun. Someday I will once again reunite with my magical old friend, someday..."	2834	"想听听军旅故事吗？

当年我服兵役的时候，仓库里还堆着几把KP-31。

有一次射击训练，我们终于有机会试用这些枪。虽然规定不允许用鼓形弹匣进行全自动射击，但轮到我时，我实在按捺不住。 我切换了射击模式，扣动扳机，71发子弹如魔法般从枪管中喷涌而出。

有时在梦里，我仍能隐约听到那“哒哒哒”的声响。该死，我真怀念那把枪。总有一天，我会再次与这位神奇的老朋友重逢，总有一天……"	"Please pay attention to the following points when translating:
'KP-31' is a proper noun (items/weapon)."	
Tasks	Generalist/09	name	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					name		Road Trip	2836	公路旅行		
Tasks	Generalist/09	difficulty	0	ignore	Traders/Generalist/Tasks/09_Road_Trip	tres					difficulty		Hard				
Tasks	Generalist/09	description	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					description		"I'm tired of this shithole. I'm planning to take a one-way road trip to the North and leave all this misery behind.

Have you ever visited the North? What a shame, that place has remained totally unaffected by all this bullshit. It's like nothing ever happened there. I'm talking about pristine nature, wildlife and crystal-clear rivers for catching those juicy arctic trouts.

I would be already driving there, but those filthy Bandits stole my car battery and a bunch of other items from the trunk, so I'm still stuck here.

Maybe you could help me with this? Bring back my stolen items and I have something special for you."	2838	"我受够了这破地方。我打算来趟北方的单程公路之旅，把这一切苦难都抛在脑后。

你去过北方吗？真可惜，那地方完全没受这些破事的影响。仿佛那里什么都没发生过似的。我说的可是原始的自然风光、野生动物，还有清澈见底的河流，可以钓到那些鲜美的北极鳟鱼。

要不是那些肮脏的强盗偷走了我的车电池和后备箱里的一堆东西，我早就开车出发了，现在却还被困在这里。

也许你能帮我一把？帮我找回被偷的东西，我会给你一份特别的回报。"		
Tasks	Generalist/10	name	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					name		Homemade	2840	自制		
Tasks	Generalist/10	difficulty	0	ignore	Traders/Generalist/Tasks/10_Homemade	tres					difficulty		Hard				
Tasks	Generalist/10	description	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					description		"When I reach the North, I’m going to surprise the Shaman since he’s a big fan of my homemade sugar wine.

I already had a large batch for him, but since my trip was delayed, I had to make sure the product didn't spoil in my cellar. After a few ""product-quality"" sips, I got carried away and started drinking and now I have nothing left.

I'm going to need a new batch, but I don't have time right now, so perhaps you can cook it. The recipe is really simple, but do not add too much sugar or you're going to ruin the whole thing. Keep it simple, keep it homemade.

If you can make this new batch for me, I will consider giving you a key to my attic, which would be quite an upgrade from your small asbestos cabin."	2842	"等我到了北方，我要给萨满一个惊喜，因为他特别喜欢我自制的糖酒。

我本来给他准备了一大罐，但因为行程推迟，我得确保酒窖里的酒不会变质。尝了几口“品鉴”之后，我一不小心就喝多了，现在已经一滴不剩了。

我得再酿一批，但眼下没时间，所以或许你能帮忙酿制。配方其实很简单，但千万别加太多糖，否则会把整批酒都搞砸。保持简单，保持手作风。

如果你能帮我酿好这一批，我会考虑把阁楼的钥匙给你，那可比你那间小小的石棉小屋强多了。"	"Please pay attention to the following points when translating:
`Shaman`
'Kilju' is a traditional Finnish alcohol"	
Tasks	Doctor/01	name	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					name		Nasty Draft	2844	恶心的草稿		
Tasks	Doctor/01	difficulty	0	ignore	Traders/Doctor/Tasks/01_Nasty_Draft	tres					difficulty		Easy				
Tasks	Doctor/01	description	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					description		"I haven't seen you here before, you must be a new patient?

Welcome to my improvised clinic. It ain't much, but with these limited resources, it's the best that we've got.

I used to teach health education for elementary students in this school. It was a long time ago, but I have good memories of this place. The building is old and has seen better days, but I'm sure it can be restored when things settle down.

Nowadays, my current concern is mostly related to heat insulation, since our windows are pretty much gone. Especially in winter, it's a bit chilly for my patients. I think an emergency solution would just require some duct tape to keep the nasty draft under control."	2846	"我以前没在这里见过你，你应该是新来的病人吧？

欢迎来到我的临时诊所。虽然条件简陋，但在资源有限的情况下，这已经是我们的最佳选择。

我以前在这所学校给小学生上健康教育课。虽然那是很久以前的事了，但我对这里仍有美好的回忆。 这栋楼很老旧，早已不复当年，但我相信等局势稳定下来，它一定能得到修复。

如今，我最头疼的问题主要是隔热，因为我们的窗户几乎都坏了。特别是在冬天，病人们会觉得有点冷。我想，应急的解决办法大概就是用些胶带把那讨厌的冷风挡住。"		
Tasks	Doctor/02	name	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					name		Steady Hands	2848	稳健之手		
Tasks	Doctor/02	difficulty	0	ignore	Traders/Doctor/Tasks/02_Steady_Hands	tres					difficulty		Easy				
Tasks	Doctor/02	description	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					description		"I do have to admit that sometimes my hand-eye coordination and fine motor skills are a bit rusty.

Especially in surgeries and working with a scalpel, I often get the shakes and small mistakes here and there are unavoidable. I think it's mostly related to my age, but I have found that smoking a few cigars before the operation keeps my hands more steady.

As a doctor, I do not recommend smoking, but desperate times require desperate actions.

If you happen to find a few cigars somewhere, perhaps you could deliver those to me? But don't tell the Generalist, I just told him to stop smoking, so we don't create any controversial guidance. Let's keep this between me and you."	2850	"我不得不承认，有时我的手眼协调能力和精细动作能力确实有些生疏。

特别是在手术中使用手术刀时，我经常手抖，难免会犯些小错误。我认为这主要与年龄有关，但我发现，手术前抽几支雪茄能让我的手更稳。

作为一名医生，我不建议吸烟，但非常时期需要非常手段。

如果你碰巧在某处找到几支雪茄，或许能帮我带过来？但千万别告诉全科医生，我刚嘱咐他戒烟，免得引发争议。这件事就我们俩知道。"		
Tasks	Doctor/03	name	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					name		Bookworm	2852	书虫		
Tasks	Doctor/03	difficulty	0	ignore	Traders/Doctor/Tasks/03_Bookworm	tres					difficulty		Easy				
Tasks	Doctor/03	description	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					description		"Being a doctor around here is a cyclic job. What I mean by this is that there are days where it's extremely busy and days where no soul is in sight.

On those boring, empty days, I often spend my time reading. The reading material around here is quite random, you cannot really pick what you read, so you must learn to adapt to the available literature.

I actually like to read all kinds of old books, no matter the subject. Whether it's children's stories or religion, I always find it interesting. I think I'm a bit of a bookworm by nature."	2854	"在这儿当医生是一份循环往复的工作。我的意思是，有些日子忙得不可开交，有些日子却门可罗雀。

在那些无聊又冷清的日子里，我常把时间花在读书上。这儿的读物相当随意，你无法随心所欲地挑选，所以必须学会适应现有的书籍。

其实我喜欢读各种老书，无论什么题材。无论是童话故事还是宗教书籍，我总能从中发现乐趣。我想我天生就是个书虫。"		
Tasks	Doctor/04	name	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					name		Dice Master	2856	骰子大师		
Tasks	Doctor/04	difficulty	0	ignore	Traders/Doctor/Tasks/04_Dice_Master	tres					difficulty		Easy				
Tasks	Doctor/04	description	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					description		"Me and the Generalist have known each other since we were kids. He's a grumpy old man for sure, but once you get to know him, he's somewhat tolerable.

Just a few years ago, we often went fishing together, but that poor guy has multiple herniated disks, so fishing trips are no longer an option for him. We still have a few other common hobbies like horse races and gambling.

Like you probably already guessed, only one of those is available nowadays, so our friendship is currently purely built on gambling with card and dice games. However, every time we play dice, he always magically wins and I'm starting to wonder if his dices are rigged somehow, since nobody is that lucky.

You know what, if you happen to find one of those dice games, bring one for me. Next time we play, it's going to be on my set. That way, I can rule out the possibility of cheating and we'll see who the true dice master is."	2858	"我和“通才”从小就认识。他确实是个脾气古怪的老头，但一旦熟悉起来，倒也还算能忍受。

就在几年前，我们还经常一起去钓鱼，但那可怜的家伙得了多处椎间盘突出，所以钓鱼对他来说已不再是选项。我们还有其他一些共同爱好，比如赛马和赌博。

正如你可能已经猜到的，如今这些爱好中只剩下一项能玩了，所以我们的友谊目前完全建立在纸牌和骰子赌博之上。不过，每次我们玩骰子，他总能神奇地赢，我开始怀疑他的骰子是不是被做过手脚，毕竟没人能那么走运。

你知道吗，如果你碰巧发现那种骰子游戏，给我带一套回来。下次我们玩的时候，就用我的那套。这样一来，我就能排除作弊的可能性，到时候看看谁才是真正的骰子大师。"		
Tasks	Doctor/05	name	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					name		Night Surgery	2860	夜间手术		
Tasks	Doctor/05	difficulty	0	ignore	Traders/Doctor/Tasks/05_Night_Surgery	tres					difficulty		Intermediate				
Tasks	Doctor/05	description	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					description		"Even though I'm not specialized in surgery, I find myself quite skillful working with organs and human anatomy.

Daytime operations are a walk in the park for me when there's enough light, but at night, it gets more tricky. Operating in dim lighting or sometimes even in total darkness relies more on hand-feel and intuition, but it's always riskier for the patient.

Some sort of bright headlamp would probably solve this issue until the power grid is fully restored. I have tried to find one, but unfortunately no luck so far."	2862	"虽然我并非外科专业，但在处理内脏和人体解剖结构方面，我发现自己相当娴熟。

白天光线充足时，手术对我来说简直易如反掌，但到了晚上，情况就变得棘手了。在昏暗的光线甚至完全黑暗的环境中操作，更多地依赖手感和直觉，但这对患者来说总是风险更大的。

在电网完全恢复之前，一款亮度足够的头灯或许能解决这个问题。我曾尝试寻找，但遗憾的是至今未果。"		
Tasks	Doctor/06	name	0	literal	Traders/Doctor/Tasks/06_Infections	tres					name		Infections	2864	感染		
Tasks	Doctor/06	difficulty	0	ignore	Traders/Doctor/Tasks/06_Infections	tres					difficulty		Intermediate				
Tasks	Doctor/06	description	0	literal	Traders/Doctor/Tasks/06_Infections	tres					description		"You know what one of the most common issues is here? It's infections.

When you have poor hygiene and uncleaned wounds, it's a perfect combo for bacteria and germs. Whenever there's a patient with any kind of cuts or scrapes, there's pretty much always an infection by default.

I do still have some medical supplies left for infections, but those will run out sooner or later. Once that happens, the mortality rate here is going to take a dark turn."	2866	"你知道这里最常见的问题是什么吗？就是感染。

卫生条件差加上伤口未清理，简直是细菌和病菌的绝佳温床。只要有患者身上有任何割伤或擦伤，基本上都会自动引发感染。

我手头确实还剩一些治疗感染的医疗物资，但迟早会用完的。一旦用完，这里的死亡率就会急剧上升。"		
Tasks	Doctor/07	name	0	literal	Traders/Doctor/Tasks/07_Hypovolemia	tres					name		Hypovolemia	2868	低血容量		
Tasks	Doctor/07	difficulty	0	ignore	Traders/Doctor/Tasks/07_Hypovolemia	tres					difficulty		Intermediate				
Tasks	Doctor/07	description	0	literal	Traders/Doctor/Tasks/07_Hypovolemia	tres					description		"Hydration is extremely important. Just last week, I found a few pale Nomads who were curled up in the forest with low blood pressure.

After taking a closer look, the reason was simpler than expected. Correct, it was dehydration and a thing that we doctors call hypovolemia.

Hypovolemia is basically a loss of both salt and water content in your body and if it gets really bad, then you're screwed like those Nomads and met with a hypovolemic shock. Fortunately, the treatment for these symptoms is really simple, you just stick a saline solution into a peripheral vein and you're good to go.

Whenever you find those saline bottles, always remember to bring them to me and we will surely find some deal that could work for both of us."	2870	"补水至关重要。就在上周，我发现几名脸色苍白的游牧民蜷缩在森林里，血压偏低。

仔细检查后，原因比预想的要简单。没错，就是脱水，以及我们医生所说的低血容量。

低血容量症基本上就是体内盐分和水分双双流失，如果情况严重，你就会像那些游牧民一样完蛋，陷入低血容量性休克。幸运的是，治疗这些症状非常简单，只要把生理盐水输进外周静脉，你就没事了。

只要你发现那些生理盐水瓶，记得一定要带给我，我们肯定能达成一笔对双方都有利的交易。"	"Please pay attention to the following points when translating:
`Nomad'"	
Tasks	Doctor/08	name	0	literal	Traders/Doctor/Tasks/08_Mouth_Organ	tres					name		Mouth Organ	2872	口琴		
Tasks	Doctor/08	difficulty	0	ignore	Traders/Doctor/Tasks/08_Mouth_Organ	tres					difficulty		Hard				
Tasks	Doctor/08	description	0	literal	Traders/Doctor/Tasks/08_Mouth_Organ	tres					description		"Music is the best antidepressant there is. Before my medical studies, I actually used to play the saxophone and horns in our navy orchestra and traveled across the country with those fancy golden pipes. Quite a career shift indeed.

I tried playing my old instruments a few years ago, but you need healthy lungs for those, so I couldn't even get a sound out of the damn things anymore. My passion for mouth organs and musical skills is still there, but I think the cigars have done their damage already.

It's never too late to start with an easier instrument, but I would need something really tiny that is suitable for an old cigar man like me. Maybe in the next life."	2874	"音乐是最好的抗抑郁良药。在读医之前，我其实曾在海军乐团里吹奏萨克斯和号角，还曾带着那些华丽的金色乐器走遍全国。这确实是一次巨大的职业转变。

几年前我试着重拾旧乐器，但这需要健康的肺活量，结果我连个像样的声音都吹不出来。我对口琴的热爱和演奏技巧依然在，但我想雪茄已经对我的肺部造成了不可逆的伤害。

虽然从更简单的乐器开始永远不晚，但我需要一种非常小巧的乐器，才适合像我这样的老雪茄客。也许下辈子吧。"		
Tasks	Doctor/09	name	0	literal	Traders/Doctor/Tasks/09_Patient_Report	tres					name		Patient Report	2876	患者报告		
Tasks	Doctor/09	difficulty	0	ignore	Traders/Doctor/Tasks/09_Patient_Report	tres					difficulty		Hard				
Tasks	Doctor/09	description	0	literal	Traders/Doctor/Tasks/09_Patient_Report	tres					description		"When the situation started, our hospitals were overbooked within the first hour. We actually had to convert the school's gymnasium into an emergency triage site.

I think I left one of my earliest patient reports there. I need that report to help with my memory, since it isn't what it used to be. The symptoms and specific details from that report are starting to blur for me.

Maybe you could search the gymnasium, the place where the kids used to play and climb ropes. It should be there somewhere."	2878	"疫情刚开始时，我们的医院在短短一小时内就已超负荷运转。我们甚至不得不将学校的体育馆改造成急诊分诊点。

我想我最早的一份病历报告就留在那儿了。我需要那份报告来帮助回忆，毕竟我的记忆力已不如从前。那份报告中的症状和具体细节，在我脑海中开始变得模糊了。

也许你可以去体育馆找找，那里是孩子们以前玩耍和爬绳索的地方。报告应该就在那儿的某个地方。"		
Tasks	Doctor/10	name	0	literal	Traders/Doctor/Tasks/10_Substance	tres					name		Substance	2880	内容		
Tasks	Doctor/10	difficulty	0	ignore	Traders/Doctor/Tasks/10_Substance	tres					difficulty		Hard				
