text	translation
"Every man has a weak spot, mine is warm cheap beer, especially on a frosty winter morning.

When winter comes, you have to keep them warm and close to your body. It may sound gross, but trust me, you don't want to drink a wheat sorbet when you're roaming around in the cold. Armpits or crotch are the best spots to keep them warm, you radiate a lot of heat from there and you can keep an entire six-pack warm if you can manage them right.

Speaking of six-packs, I could definitely take one for my road trip, six for the road, as they say."	"每個男人都有個軟肋，我的就是溫熱又便宜的啤酒，尤其是在寒冷的冬日早晨。

冬天一到，你得把啤酒保溫並貼身攜帶。聽起來可能有點噁心，但相信我，當你在寒風中四處走動時，你絕對不想喝到一杯「小麥雪酪」。 腋下或胯下是保溫的最佳位置，那裡散發的熱量很多，只要方法得當，甚至能讓整箱啤酒都保持溫暖。

說到整箱啤酒，我絕對會帶一箱上路，正如俗話所說：「六罐上路，一路順風。」"
Old Friend	老朋友
"Want to hear military stories?

Back in the day, when I was doing my conscript service, we still had a few of those KP-31's lying around in the warehouse.

One range day, we actually got a chance to test those. We were not allowed to use full-auto with those drum mags, but when it was my turn, I couldn't resist. I changed the fire mode, squeezed the trigger and 71 rounds of pure magic came out of my barrel.

Sometimes I still hear that ""prat-prat-prat"" sound faintly in my dreams. Damn, I miss that gun. Someday I will once again reunite with my magical old friend, someday..."	"想聽聽軍中軼事嗎？

當年我服兵役時，倉庫裡還堆著幾把KP-31。

有天在射擊場，我們終於有機會試射這些槍。雖然規定不能用鼓形彈匣進行全自動射擊，但輪到我時，我實在忍不住。 我切換了射擊模式，扣下扳機，71發純粹的魔法便從槍管中迸發而出。

有時在夢中，我仍會隱約聽見那「啪嗒、啪嗒、啪嗒」的聲響。該死，我好想念那把槍。總有一天，我會再次與這位充滿魔力的老朋友重逢，總有一天……"
Road Trip	公路之旅
"I'm tired of this shithole. I'm planning to take a one-way road trip to the North and leave all this misery behind.

Have you ever visited the North? What a shame, that place has remained totally unaffected by all this bullshit. It's like nothing ever happened there. I'm talking about pristine nature, wildlife and crystal-clear rivers for catching those juicy arctic trouts.

I would be already driving there, but those filthy Bandits stole my car battery and a bunch of other items from the trunk, so I'm still stuck here.

Maybe you could help me with this? Bring back my stolen items and I have something special for you."	"我受夠這個鬼地方了。我打算開車往北來趟單程之旅，把這一切苦難都拋在腦後。

你曾去過北方嗎？真可惜，那地方完全沒受這堆狗屁影響。彷彿那裡從未發生過任何事。我說的是原始的自然風光、野生動物，還有那些能釣到鮮美北極鱒魚的清澈河流。

我本該已經開車出發了，但那些骯髒的匪徒偷走了我的車用電池，還有後車廂裡的一堆東西，所以我現在還被困在這兒。

或許你能幫我解決這個問題？幫我找回被盜的物品，我會給你一份特別的回報。"
Homemade	自製
"When I reach the North, I’m going to surprise the Shaman since he’s a big fan of my homemade sugar wine.

I already had a large batch for him, but since my trip was delayed, I had to make sure the product didn't spoil in my cellar. After a few ""product-quality"" sips, I got carried away and started drinking and now I have nothing left.

I'm going to need a new batch, but I don't have time right now, so perhaps you can cook it. The recipe is really simple, but do not add too much sugar or you're going to ruin the whole thing. Keep it simple, keep it homemade.

If you can make this new batch for me, I will consider giving you a key to my attic, which would be quite an upgrade from your small asbestos cabin."	"等我到了北方，我要給那位薩滿一個驚喜，畢竟他可是我自釀糖酒的忠實粉絲。

我原本為他準備了一大桶，但因為行程延誤，我得確保酒窖裡的酒不會變質。在品嚐了幾口「品質檢查」後，我一不留神就喝起來，現在已經一滴不剩了。

我得再釀一批，但現在沒時間，所以或許你能幫我釀。配方其實很簡單，但千萬別加太多糖，否則整鍋就毀了。保持簡單，保持手作風味。

如果你能幫我釀這批新酒，我會考慮把閣樓的鑰匙交給你，那可是比你那間狹小的石棉小屋好上許多。"
Nasty Draft	惡劣的草案
"I haven't seen you here before, you must be a new patient?

Welcome to my improvised clinic. It ain't much, but with these limited resources, it's the best that we've got.

I used to teach health education for elementary students in this school. It was a long time ago, but I have good memories of this place. The building is old and has seen better days, but I'm sure it can be restored when things settle down.

Nowadays, my current concern is mostly related to heat insulation, since our windows are pretty much gone. Especially in winter, it's a bit chilly for my patients. I think an emergency solution would just require some duct tape to keep the nasty draft under control."	"我之前沒見過你來這裡，你應該是新來的病人吧？

歡迎來到我的臨時診所。雖然簡陋，但在資源有限的情況下，這已經是我們能做到的最好了。

我以前在這所學校教小學生的健康教育。雖然是很久以前的事了，但我對這裡仍有美好的回憶。 這棟建築很老舊，早已不復當年風采，但我相信等局勢穩定後，一定能把它修復好。

現在，我最擔心的主要是隔熱問題，因為我們的窗戶幾乎都沒了。特別是在冬天，對我的病人來說會有點冷。我想，一個應急的解決方案，大概只需要一些膠帶，就能把那討厭的冷風擋住。"
Steady Hands	穩健之手
"I do have to admit that sometimes my hand-eye coordination and fine motor skills are a bit rusty.

Especially in surgeries and working with a scalpel, I often get the shakes and small mistakes here and there are unavoidable. I think it's mostly related to my age, but I have found that smoking a few cigars before the operation keeps my hands more steady.

As a doctor, I do not recommend smoking, but desperate times require desperate actions.

If you happen to find a few cigars somewhere, perhaps you could deliver those to me? But don't tell the Generalist, I just told him to stop smoking, so we don't create any controversial guidance. Let's keep this between me and you."	"我必須承認，有時我的手眼協調能力和精細動作技能確實有些生疏。

特別是在手術中使用手術刀時，我經常會手抖，難免會出現一些小失誤。我認為這主要與年齡有關，但我發現手術前抽幾支雪茄，能讓我的手更穩。

身為醫生，我並不建議吸菸，但非常時期就得採取非常手段。

如果你剛好在某處找到幾支雪茄，或許你能幫我送過來？但千萬別告訴全科醫師，我剛才才叫他戒菸，我們可不想引發任何爭議性的醫療建議。這件事就我們之間知道就好。"
Bookworm	書蟲
"Being a doctor around here is a cyclic job. What I mean by this is that there are days where it's extremely busy and days where no soul is in sight.

On those boring, empty days, I often spend my time reading. The reading material around here is quite random, you cannot really pick what you read, so you must learn to adapt to the available literature.

I actually like to read all kinds of old books, no matter the subject. Whether it's children's stories or religion, I always find it interesting. I think I'm a bit of a bookworm by nature."	"在這邊當醫生是一份循環往復的工作。我的意思是，有些日子忙得不可開交，有些日子卻連個人影都看不到。

在那些無聊又冷清的日子裡，我常把時間花在閱讀上。這邊的讀物相當隨機，你無法挑選想讀的書，所以必須學會適應現有的書籍。

其實我喜歡閱讀各種老書，無論主題為何。無論是童話故事還是宗教書籍，我總能從中找到樂趣。我想我天生就是個書蟲。"
Dice Master	骰子大師
"Me and the Generalist have known each other since we were kids. He's a grumpy old man for sure, but once you get to know him, he's somewhat tolerable.

Just a few years ago, we often went fishing together, but that poor guy has multiple herniated disks, so fishing trips are no longer an option for him. We still have a few other common hobbies like horse races and gambling.

Like you probably already guessed, only one of those is available nowadays, so our friendship is currently purely built on gambling with card and dice games. However, every time we play dice, he always magically wins and I'm starting to wonder if his dices are rigged somehow, since nobody is that lucky.

You know what, if you happen to find one of those dice games, bring one for me. Next time we play, it's going to be on my set. That way, I can rule out the possibility of cheating and we'll see who the true dice master is."	"我和「通才」從小就認識。他確實是個脾氣古怪的老頭，但一旦熟悉了，倒也還算能忍受。

就在幾年前，我們還常一起去釣魚，但那可憐的傢伙得了多處椎間盤突出，所以釣魚對他來說已不再是選項。我們還有其他幾項共同的嗜好，像是賽馬和賭博。

正如你大概已經猜到的，如今這些嗜好中只剩下一項能進行，所以我們目前的友誼純粹建立在撲克牌和骰子賭博之上。不過，每次我們玩骰子，他總能神奇地贏，我開始懷疑他的骰子是不是被動了手腳，畢竟沒人會那麼走運。

你知道嗎，如果你碰巧發現那種骰子遊戲，幫我帶一套回來。下次我們玩的時候，就用我的那套。這樣一來，我就能排除作弊的可能性，屆時我們就能見分曉，誰才是真正的骰子大師。"
Night Surgery	夜間手術
"Even though I'm not specialized in surgery, I find myself quite skillful working with organs and human anatomy.

Daytime operations are a walk in the park for me when there's enough light, but at night, it gets more tricky. Operating in dim lighting or sometimes even in total darkness relies more on hand-feel and intuition, but it's always riskier for the patient.

Some sort of bright headlamp would probably solve this issue until the power grid is fully restored. I have tried to find one, but unfortunately no luck so far."	"雖然我並非外科專科，但我發現自己在處理器官和人體解剖結構方面頗有天賦。

白天光線充足時，手術對我來說簡直是小菜一碟，但到了晚上，情況就變得棘手了。在昏暗的光線下，甚至有時在完全黑暗中進行手術，更多是依靠手感與直覺，但對患者來說總是風險更高。

在電力網完全恢復之前，一盞明亮的頭燈或許能解決這個問題。我試著找過，但很遺憾至今仍無所獲。"
Infections	感染
"You know what one of the most common issues is here? It's infections.

When you have poor hygiene and uncleaned wounds, it's a perfect combo for bacteria and germs. Whenever there's a patient with any kind of cuts or scrapes, there's pretty much always an infection by default.

I do still have some medical supplies left for infections, but those will run out sooner or later. Once that happens, the mortality rate here is going to take a dark turn."	"你知道這裡最常見的問題是什麼嗎？就是感染。

當衛生條件差加上傷口未經清潔時，這對細菌和病菌來說簡直是絕佳的溫床。只要有病患身上有任何割傷或擦傷，基本上幾乎都會自動引發感染。

我手邊確實還有些治療感染的醫療物資，但這些遲早會用完。一旦用盡，這裡的死亡率將會急遽攀升。"
Hypovolemia	低血容量
"Hydration is extremely important. Just last week, I found a few pale Nomads who were curled up in the forest with low blood pressure.

After taking a closer look, the reason was simpler than expected. Correct, it was dehydration and a thing that we doctors call hypovolemia.

Hypovolemia is basically a loss of both salt and water content in your body and if it gets really bad, then you're screwed like those Nomads and met with a hypovolemic shock. Fortunately, the treatment for these symptoms is really simple, you just stick a saline solution into a peripheral vein and you're good to go.

Whenever you find those saline bottles, always remember to bring them to me and we will surely find some deal that could work for both of us."	"補充水分至關重要。就在上週，我發現幾名面色蒼白的遊牧民蜷縮在森林裡，血壓偏低。

仔細檢查後，原因比預期的還要簡單。沒錯，就是脫水，以及我們醫生所說的「低血容量」。

低血容量症基本上就是體內鹽分和水分同時流失，如果情況嚴重到極點，你就會像那些遊牧民一樣完蛋，陷入低血容量性休克。幸好，治療這些症狀的方法非常簡單，只要將生理食鹽水注入外周靜脈，就能恢復如常。

每當你發現那些生理食鹽水瓶時，請務必記得帶給我，我們一定能談成一筆對雙方都有利的交易。"
Mouth Organ	口風琴
"Music is the best antidepressant there is. Before my medical studies, I actually used to play the saxophone and horns in our navy orchestra and traveled across the country with those fancy golden pipes. Quite a career shift indeed.

I tried playing my old instruments a few years ago, but you need healthy lungs for those, so I couldn't even get a sound out of the damn things anymore. My passion for mouth organs and musical skills is still there, but I think the cigars have done their damage already.

It's never too late to start with an easier instrument, but I would need something really tiny that is suitable for an old cigar man like me. Maybe in the next life."	"音樂是世上最棒的抗憂鬱良藥。在攻讀醫學之前，我其實曾在海軍管弦樂團演奏薩克斯風和法國號，還帶著那些華麗的金色樂器走遍全國。這確實是個相當大的職業轉變。

幾年前我試著重拾舊樂器，但演奏這些樂器需要健康的肺部，所以我連從那些該死的樂器裡吹出聲音都做不到了。我對口風琴的熱情和音樂技巧依然在，但我覺得雪茄已經對我的肺部造成了不可逆的傷害。

從更簡單的樂器開始永遠不嫌晚，但我需要一種非常小巧、適合像我這樣的老雪茄客的樂器。也許留待下輩子吧。"
Patient Report	病患報告
"When the situation started, our hospitals were overbooked within the first hour. We actually had to convert the school's gymnasium into an emergency triage site.

I think I left one of my earliest patient reports there. I need that report to help with my memory, since it isn't what it used to be. The symptoms and specific details from that report are starting to blur for me.

Maybe you could search the gymnasium, the place where the kids used to play and climb ropes. It should be there somewhere."	"事態剛一發生，我們的醫院在第一小時內就已超額收治。我們甚至不得不將學校的體育館改造成緊急分流站。

我想我當時把其中一份最早期的病患報告留在那裡了。我需要那份報告來輔助記憶，畢竟我的記憶力已不如從前。那份報告中的症狀和具體細節，在我腦海中已開始變得模糊不清。

或許你可以去體育館找找，那裡是孩子們以前玩耍和爬繩索的地方。報告應該就在那裡某個地方。"
Substance	內容
"When those tank railcars exploded and the initial fires started, I’m certain there was something else involved besides just standard industrial chemicals.

Acrylonitrile is definitely part of the compound, just as the officials claimed, but I have a theory that it’s only one piece of the puzzle. When burning, acrylonitrile releases toxic gases such as hydrogen cyanide and is classified as a C1 carcinogen, but let me explain my theory.

These kinds of organic compounds have extremely pungent odors. Since we are talking about massive volumes, the smell should have been everywhere, but it wasn’t. On top of this, acrylonitrile alone shouldn’t have such long-lasting effects on the environment and water sources.

This means we are looking at some kind of manufactured substance that is far more toxic. I know it’s just a theory, but there’s only one way to find out, we need to find the source.

Since we know it was delivered in oil tank cars, I would visit the nearest oil terminal and check their samples to see if they really contain oil or something else. These oil sample containers are easy to spot, they look like golden milk jugs and there should be plenty of them."	"當那些油罐車爆炸並引發初期火災時，我確信除了標準的工業化學品之外，還摻雜了其他物質。

正如官員所聲稱的，丙烯腈確實是該化合物的一部分，但我有一種理論認為，這僅僅是拼圖中的一塊。丙烯腈在燃燒時會釋放氰化氫等有毒氣體，並被歸類為一級致癌物，但請讓我解釋我的理論。

這類有機化合物氣味極其刺鼻。既然涉及如此龐大的數量，氣味理應瀰漫四處，但實際上卻並非如此。此外，僅靠丙烯腈本身，不應對環境和水源造成如此長久的影響。

這意味著我們面對的是一種毒性遠高於丙烯腈的人工合成物質。 我知道這只是個假說，但要驗證真相只有一個辦法——我們必須找出源頭。

既然已知它是透過油罐車運送的，我會前往最近的石油轉運站，檢查他們的樣本，確認其中究竟是純粹的石油，還是含有其他物質。這些石油樣本容器很容易辨識，外觀像金色的牛奶壺，而且數量應該相當多。"
Bloodsuckers	吸血鬼
"Ain't that something? A new man and a new rifle, always a welcome sight.

Forget the small talk. You want something reliable and cheap? Sure, but a few favors first, since you don't climb the ranks immediately around here. Where should we start? There are definitely some supply runs you could do, but you look a bit flimsy, so maybe you need something simple first. Let me think a moment.

Okay, I have an idea. You know in the summertime, those flying suckers start to piss me off. You would assume those bastards would not get into these bunkers, but trust me, they do. Every single summer, there's buzzing around the clock.

Here's a suitable task for you. Find me something to get rid of those bloodsuckers and then we'll talk more."	"這不是挺有意思的嗎？新面孔加上新步槍，總是令人欣喜的景象。

別廢話了。你想找個可靠又便宜的活兒？當然可以，但得先幫我幾忙，畢竟在這兒可沒人能立刻晉升。我們從哪兒開始呢？確實有些補給任務你可以接，但你看起來有點單薄，所以或許先從簡單的開始比較好。讓我想想。

好，我有個主意。你知道夏天一到，那些會飛的混蛋就開始惹我生氣。你大概以為那些混蛋進不了這些碉堡，但相信我，他們就是能進。每個夏天，這裡都日夜不停地嗡嗡作響。

這任務很適合你。幫我找點東西把那些吸血鬼解決掉，然後我們再聊。"
Warm Meal	熱食
"As a military man, I like to stick with rations, but even I have a limit to eating the same porridge and dry snacks multiple weeks in a row.

Back in the day, these rations at least had proper canned food, but nowadays most rations only have some nasty meat paste and modern outdoor food in them. I'm not putting that synthetic shit in my mouth, that's for sure.

It has been a while since I have seen a proper warm meal. Maybe this is your moment to shine and our professional relationship could take the next step forward. Maybe a mess kit filled with proper Finnish pea soup with a bit of mustard on the side, would do the trick."	"身為一名軍人，我向來習慣吃軍糧，但即便是我，連續幾週吃同樣的粥和乾糧，也終究有吃不下的時候。

以前的軍糧至少還有像樣的罐頭食品，但現在的軍糧裡，大多只裝了些難吃的肉泥和現代戶外食品。我絕對不會把那種合成垃圾塞進嘴裡，這點可以肯定。

我已經好一陣子沒吃到像樣的熱騰騰餐點了。也許這就是你大展身手的時候，我們的專業關係也能更上層樓。或許一套裝滿正宗芬蘭豌豆湯、再配上少許芥末的餐具組，就能解決問題。"
Nordic Trade	北歐貿易
"Even though I don't understand the Swedes, they do three things right. They have a good navy, good cars and good tobacco products. There's still something wrong with them, they seem too happy and social. It's definitely unnatural.

Don't get me wrong, they are good neighbors and such, but I don't know. Maybe they are too rich and always well-dressed or maybe it's just the hockey thing.

However, in the spirit of good neighbors, there's a fair trade we could do. I call this one ""switching the desserts"". Bring me some of those Swedish delicacies and I'll give you some Finnish ones. It's a deal where there are only winners, a Nordic trade in a way without any rivalry."	"雖然我不懂瑞典人，但他們確實有三樣做得很好：擁有強大的海軍、優質的汽車，以及上乘的菸草製品。不過他們還是有些地方不太對勁，總覺得他們太過快樂且善於社交，這絕對是不自然的。

別誤會我的意思，他們確實是好鄰居之類的，但我也不太確定。也許是因為他們太有錢、總是衣著光鮮，又或者純粹是因為那冰球文化。

不過，秉持著睦鄰精神，我們可以做一筆公平的交易。我稱之為「甜點交換」。你們帶些瑞典的美味點心給我，我就回贈你們一些芬蘭的。這是一筆只有贏家的交易，某種意義上來說，是場毫無競爭的北歐貿易。"
Big Blades	巨型刀片
