text	translation
Juice (Raspberry)	果汁（覆盆子）
Juice R.	Juice R.
Kilju	吉州
Kompot	果子露
Mustard	芥末
Peanuts	花生
Potato	馬鈴薯
Salty Liquorice	鹹味甘草
Salty Liq.	鹹味液體
Snus	斯努斯
Soda (Lemon)	檸檬汽水
Soda	蘇打水
Soda L.	索達・L.
Sugar	糖
Water Bottle	水瓶
Water	水
Yeast	酵母
Electronics	電子產品
Alarm Clock	鬧鐘
A. Clock	A. 時鐘
Batteries	電池
Battery	電池
Battery Cables	電池電纜
B. Cables	B. 纜線
Casette	卡匣
Casette (Electrofolk)	卡塞特（電子民謠）
Junna - Haavakko	Junna - Haavakko
Junna - Lempi	Junna - Lempi
Junna - Mistä Sä Tiesit Tulla	Junna - 你是怎麼知道要來的
Junna - Mukula	Junna - Mukula
Junna - Pappa Se Antoi Hevosen	Junna - 爸爸送的馬
Junna - Rautahepo	Junna - Rautahepo
Junna - Ruslana	朱娜 - 魯斯蘭娜
Junna - Vandringsman	Junna - 流浪者
Casette (Nomad)	卡塞特（遊牧者）
Casette (OST)	卡塞特 (原聲帶)
OST - Alive	原聲帶 - 《Alive》
OST - Daybreak	原聲帶 - 破曉
OST - Far	原聲帶 - 《Far》
OST - Lost	原聲帶 - 《迷失》
OST - Rain	原聲帶 - 雨
OST - Road	原聲帶 - 《Road》
OST - Trailer	原聲帶 - 預告片
OST - Winds	原聲帶 - 《風》
Casette (Radio Hits)	卡式錄音帶（廣播熱門金曲）
Casette (Symphony)	卡塞特（交響曲）
Vostok Symphony	《東方交響曲》
Casette Player	卡式錄音機
C. Player	C. 玩家
Coffeemaster	咖啡大師
C. Master	C. 碩士
Cooking Station	烹飪區
C. Station	C. 車站
Hotplate	電熱板
Inverter	變頻器
Narva	納爾瓦
Polaris	北極星
Fish	魚
Fishing	釣魚
Bream	鯛魚
Fishing Rod	釣竿
F. Rod	F. Rod
Perch	鱸魚
Pike	梭魚
Roach	蟑螂
Grenade	手榴彈
Helmet	頭盔
Police Helmet (IIIA)	警用頭盔（IIIA）
Police Helmet	警用頭盔
P. Helmet	P. 頭盔
Instrument	樂器
Guitar	吉他
Harmonica	口琴
Harmo.	哈莫。
Key	關鍵
Attic Key	閣樓鑰匙
Attic K.	Attic K.
Bunker Key	邦克島
Bunker K.	邦克·K.
Cellar Key	酒窖鑰匙
Cellar K.	地窖 K.
Classroom Key	課堂指南
Class. K.	K班
Gymnasium Key	體育館鑰匙
Gym. K.	Gym. K.
Tunnel Key	隧道鑰匙
Tunnel K.	K號隧道
Knife	刀
Jaeger 140	Jaeger 140
Jaeger	耶格
Skrama 200	Skrama 200
Skrama	斯克拉馬
Skrama 240	Skrama 240
Lore	背景故事
Cat	貓
Oil Sample	油樣
Oil S.	奧伊爾·S.
Patient Report	病患報告
P. Report	P. 報告
Heal	療癒
Spray	噴霧
Medical	醫療
Antibiotics	抗生素
Antibio.	安提比奧。
Antiseptic	消毒劑
A. Septic	A. 化糞池
Balm	香膏
Bandage	繃帶
Bandage (Improvised)	繃帶（臨時製作）
Cold Medicine	感冒藥
C. Med.	醫學碩士
Deodorant	除臭劑
Deodora.	德奧多拉。
Gum	口香糖
Lotion	乳液
Medkit	急救包
Melatonin	褪黑激素
Melaton.	褪黑激素。
Painkill.	止痛藥。
Saline	薩林
Splint	夾板
Splint (Improvised)	夾板（臨時製作）
Thermal Blanket	保暖毯
Thermal	熱力
Tissues	面紙
Sneeze	打噴嚏
Tourniquet	止血帶
Tourni.	圖爾尼。
Tourniquet (Improvised)	止血帶（簡易版）
Wipes	濕紙巾
Wipe	擦拭
Misc	雜項
Blanket	毛毯
Board Game	桌遊
B. Game	B. 遊戲
Bucket	水桶
Coffee Filter	咖啡濾紙
C. Filter	C. 篩選器
Duct Tape	膠帶
D. Tape	D. 膠帶
Happy Stove	快樂爐灶
H. Stove	H. 斯托夫
Jerry Can	油桶
Jerry C.	傑瑞・C.
Lumber	木材
Map	地圖
Map (Tactical)	地圖（戰術）
T. Map	T. 地圖
Matches	比賽
Mat.	Mat.
Mattress	床墊
Mess Kit	餐具組
Nails	指甲
Oil Filter	機油濾清器
O. Filter	O. 濾網
Pillow	枕頭
Rags	破布
Sleeping_Bag	睡袋
Sleeping Bag	睡袋
S. Bag	S. Bag
Sticks	棍棒
Tackle Box	釣具盒
Tackle B.	塔克爾·B.
Toilet Paper	衛生紙
T. Paper	T. Paper
Toolbox	工具箱
Water Lock	水閘
W. Lock	W. Lock
Weapon Repair Kit	武器維修包
Repair Kit	維修套件
Rig	鑽井平台
LVPC (Green)	LVPC（綠色）
LVPC (Winter)	LVPC（冬季）
Fishing Vest	釣魚背心
F. Vest	F. 維斯特
Weapon	武器
Mag.	Mag.
KA-12 Magazine	《KA-12》雜誌
KA-M Magazine	《KA-M》雜誌
KAS-74U Magazine	KAS-74U 彈匣
C1911 Magazine	《C1911》雜誌
G7 Magazine	《G7》雜誌
KAR-21 Magazine (.223)	KAR-21 彈匣（.223）
KAR-21 Magazine (.308)	KAR-21 彈匣（.308）
KAR-21 Barrel (.308)	KAR-21 槍管（.308）
KAR-21 Barrel	KAR-21 槍管
Barrel	槍管
KP-31 Drum	KP-31 鼓
Drum	鼓
STANAG Magazine	《STANAG》雜誌
M78 Magazine	《M78》雜誌
Karov	卡羅夫
Karov Magazine	《卡羅夫雜誌》
Mosin	莫辛
PM5 Magazine	《PM5》雜誌
MP7 Magazine	MP7 彈匣
P3 Magazine	《P3》雜誌
RK Magazine	《RK雜誌》
VSD Magazine	《VSD》雜誌
SS Magazine	《SS》雜誌
Ammo	彈藥
Attachment	附件
Hybrid	混合型
Kobra	科布拉
Leopard	豹
Micro	微型
Monster	怪物
Thor	索爾
Compatibility	相容性
Selected	已選取
Press key to bind...	按下按鍵以綁定...
Forward	前言
Backward	返回
Left	左
Right	對
Crouch	克勞奇
Jump	跳轉
Sprint	Sprint
Lean Left	向左傾
Lean Right	向右傾
Draw Primary	繪製主圖
Draw Secondary	繪製次要圖層
Draw Knife	刨刀
Draw Grenade 1	繪製手榴彈 1
Draw Grenade 2	繪製手榴彈 2
Raise Weapon	舉起武器
Lower Weapon	放下武器
Aim	目的
Canted Aim	傾斜瞄準
Fire	火
Reload	重新載入
Ammo Check	彈藥檢查
Firemode	火模式
Inspect Weapon	檢查武器
Prepare Insert	準備插入
Insert Cartridge	插入墨盒
Interact	互動
Place	地點
Decor Mode	裝飾模式
Flashlight	手電筒
NVG	NVG
Laser	雷射
Rail Movement	軌道移動
Secondary Optic	次級光學元件
Interface	介面
Rotate Item	旋轉項目
Fast Transfer	快速傳輸
Fast Equip	快速裝備
Fast Drop	快速下墜
Left Mouse Button	滑鼠左鍵
Right Mouse Button	滑鼠右鍵
Middle Mouse Button	滑鼠中鍵
Mouse Wheel Up	滑鼠滾輪向上
Mouse Wheel Down	滑鼠滾輪向下
Mouse Thumb Button 1	滑鼠拇指按鈕 1
Mouse Thumb Button 2	滑鼠拇指按鈕 2
UI Scaling	UI 縮放
Loading...	載入中...
Skip Intro [SPACE]	跳過介紹 [空格鍵]
All save files deleted	所有儲存檔已刪除
Character died	角色死亡
Menu	選單
Intro	簡介
Tutorial	教學指南
Tutorial Exit	教學結束
Death	死亡
Template	範本
shaders	著色器
Shelter	庇護所
Cabin	艙室
Attic	閣樓
Classroom	教室
Tent	帳篷
Bunker	掩體
Area 05	第05區
Village	村莊
Highway	高速公路
School	學校
Border Zone	邊境地帶
Outpost	前哨站
Minefield	雷區
Vostok	沃斯托克
Apartments	公寓
Terminal	終端機
Trader	交易員
Generalist	通才
Doctor	醫生
Gunsmith	槍械師
Driver	駕駛員
Grandma	奶奶
Shaman	薩滿
Fisherman	漁夫
Scientist	科學家
Bandit	強盜
Guards	守衛
Military	軍事
Punisher	懲罰者
Neutral	中立
Overcast	陰天
Rain	雨
Storm	風暴
Generic	通用
Wood	木
Metal	金屬
Concrete	混凝土
Rock	搖滾
New Furniture Added [Catalog]	新增家具 [型錄]
Boss Killed	老闆被殺
Cat Rescued	貓咪獲救
Cat Vital Activated	Cat Vital 已啟用
Cat Died	貓咪去世了
You have been spotted!	你被發現了！
Player Returned	球員歸隊
Indoors	室內
Indoor	室內
Mine	我的
Lure	誘餌
(Military)	（軍事）
Unload	卸載
Clear Chamber	透明腔室
Unequip	卸下
Equip	裝備
Show	顯示
Hide	隱藏
Activated	已啟用
Not active	未啟用
All maps & zones	所有地圖與區域
Active	有效
Repair	維修
Craft	工藝
Added	已新增
Remove	移除
Completed	已完成
Add to Notes	加入筆記
Frozen	冰雪奇緣
Permadeath Zone	永久死亡區
[Open]	[開啟]
Door [Jammed]	門 [卡住]
Door [Occupied]	門 [有人]
Door [Close]	門 [關閉]
Door [Open]	門 [開啟]
Sleep (Random sleep: 6-12h)	睡眠（隨機睡眠時間：6-12小時）
Turn Off	關閉
Turn On	開啟
Radio [Turn Off]	收音機 [關閉]
Radio [Turn On]	收音機 [開啟]
Television [Turn Off]	電視 [關閉]
Television [Turn On]	電視 [開啟]
Rescue Cat	被救援的貓
Cat is eating, do not disturb	貓正在吃東西，請勿打擾
Fuel Tank [89%]	油箱 [89%]
Feed cat:	餵貓：
Easy	簡單
Intermediate	中級
Hard	困難
