WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	translation	DESCRIPTION	Comments	max_length
Tasks	Generalist/Tutorial/03	description	0	literal	Traders/Generalist/Tutorial/03_Tutorial	tres					description		"There's one more thing to learn.

Some items that you might receive from crafting, trading or tasks are Furniture items, which are used for shelter customization.

Once you receive a Furniture item, it will be stored to a separate inventory called the Furniture Catalog, so it doesn't appear in your normal inventory.

Furniture Catalog is only accessible when you are inside of shelters, but you will always receive a message ""New Furniture Added [Catalog]"" when the catalog is updated.

Try getting new furniture by completing this task:
1. Press Start Delivery
2. Select Potato
3. Press Complete
4. Notice the message ""New Furniture Added [Catalog]""

You can learn more about shelter customization and Furniture Catalog from the tutorial billboard called Shelters."	"還有一個要點需要了解。

透過製作、交易或任務獲得的某些物品屬於「家具」類別，這些物品可用於自訂庇護所。

一旦獲得家具，它將會存放在一個名為「家具目錄」的獨立背包中，因此不會出現在你的普通背包裡。

「家具目錄」僅在您身處庇護所內時才能存取，但當目錄更新時，您將始終收到「新增家具 [目錄]」的訊息。

試著透過完成以下任務來獲取新家具：
1. 按下「開始配送」
2. 選擇「馬鈴薯」
3. 按下「完成」
4. 留意「新增家具 [目錄]」的訊息

您可透過名為「庇護所」的教學告示牌，進一步了解庇護所自訂功能與家具目錄。"	"Please pay attention to the following points when translating:
'Furniture'
'shelter'
'Furniture Catalog'
'New Furniture Added [Catalog]'
'Start Delivery'
'Potato'
'Complete'
'tutorial'
'Shelters'"		
Tasks	Generalist/01	name	0	literal	Traders/Generalist/Tasks/01_Prime_Time	tres					name		Prime Time	黃金時段			
Tasks	Generalist/01	difficulty	0	ignore	Traders/Generalist/Tasks/01_Prime_Time	tres					difficulty		Easy				
Tasks	Generalist/01	description	0	literal	Traders/Generalist/Tasks/01_Prime_Time	tres					description		"Well, well... you must be that guy the Nomads found last week. Didn't they put you up in that old tiny cabin? We used to get drunk and play poker there sometimes, but that place always gave me a headache, I'm pretty sure there's asbestos in the ceiling or something.

Nevertheless, you’ve arrived at the prime time, because I’m out of toilet paper and the situation is getting urgent.

Speaking of prime time, I just finished repairing some electronics and I have this fully functional TV ready to go. Mark my words, at the moment, this is the only working TV in Area 05.

If you bring me that toilet paper, the TV is yours. It has all the channels pre-configured, vibrant colors and prime time shows are running as we speak."	"哎唷，哎唷……你應該就是遊牧民上週發現的那個人吧。他們不是把你安排在那間又舊又小的木屋裡嗎？我們以前偶爾會在那裡喝得爛醉打撲克，但那地方總讓我頭痛，我敢肯定天花板裡有石棉之類的東西。

不過，你來得正是時候，因為我用完衛生紙了，情況已經很緊急了。

說到黃金時段，我剛修好幾台電子設備，這台功能完好的電視已經準備好了。記住我的話，目前這可是 05 區唯一能用的電視。

如果你把衛生紙帶給我，這台電視就是你的。所有頻道都已預先設定好，色彩鮮豔，而且就在此刻，黃金時段的節目正在播放中。"	"Please pay attention to the following points when translating:
'Nomad'
'cabin'
'toilet paper'
'Area 05'"		
Tasks	Generalist/02	name	0	literal	Traders/Generalist/Tasks/02_Bad_Habits	tres					name		Bad Habits	壞習慣			
Tasks	Generalist/02	difficulty	0	ignore	Traders/Generalist/Tasks/02_Bad_Habits	tres					difficulty		Easy				
Tasks	Generalist/02	description	0	literal	Traders/Generalist/Tasks/02_Bad_Habits	tres					description		"A while ago, I visited the Doctor in that abandoned school nearby. He told me that I should cut out all my ""bad habits,"" but the old fucker smokes himself, so screw him!

You're probably just one of those modern-day hippies who only licks mint pastilles when things get rough, but if you happen to find one of these, bring a pack or two and some matches as well."	"前陣子，我去附近那所廢棄學校找醫生看診。他告訴我應該戒掉所有「壞習慣」，但那老混蛋自己不也抽菸嗎，去他的！

你大概只是那種遇到困難時只會舔薄荷糖的現代嬉皮，但如果你剛好找到這種東西，記得帶上一兩包，順便帶些火柴來。"	"Please pay attention to the following points when translating:
'Matches' is the plural form of match (match, noun), not match (verb).
'pack' may means cigarrete, not a cigar"		
Tasks	Generalist/03	name	0	literal	Traders/Generalist/Tasks/03_Backpains	tres					name		Backpains	背痛			
Tasks	Generalist/03	difficulty	0	ignore	Traders/Generalist/Tasks/03_Backpains	tres					difficulty		Easy				
Tasks	Generalist/03	description	0	literal	Traders/Generalist/Tasks/03_Backpains	tres					description		"When you get to my age, everything hurts and your body is like those French cars, constant issues and in need of repair.

I usually don't complain, but my fucking back is killing me. Every morning when I wake up, it feels like a gunshot directly to my spine. It won't be long until you're just like me and those cursed French cars.

If you happen to find something that could help with my back, I would highly appreciate it."	"到了我這個年紀，全身都痠痛，身體就像那些法國車一樣，問題不斷，總得修修補補的。

我平常不太愛抱怨，但這該死的背痛得要命。每天早上醒來，感覺就像脊椎被直接開了一槍。用不了多久，你也會變成像我這樣，跟那些該死的法國車一樣。

如果你剛好找到什麼能緩解我背痛的東西，我會非常感激的。"			
Tasks	Generalist/04	name	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					name		Coffee Reserve	精選咖啡			
Tasks	Generalist/04	difficulty	0	ignore	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					difficulty		Easy				
Tasks	Generalist/04	description	0	literal	Traders/Generalist/Tasks/04_Coffee_Reserve	tres					description		"There are few things in life that are non-negotiable. There's morning coffee at 6:00, afternoon coffee at 12:00 and dinner coffee at 18:00. When manual labor is involved, coffee breaks in between are also mandatory and basically prescribed by law.

If you want to remain alive here in Area 05, the constant flow of caffeine should be your primary goal.

As a matter of fact, I should probably increase my strategic coffee reserve a bit, since the consumption lately has been above average."	"人生中沒幾件事是不可妥協的。早上6點的晨間咖啡、中午12點的午間咖啡，以及晚上6點的晚餐咖啡。若涉及體力勞動，其間的咖啡休息時間更是不可或缺，基本上可說是法律規定的。

若想在05區活下去，確保咖啡因源源不絕地流入體內，應是你的首要目標。

說實話，我大概該稍微增加我的戰略咖啡儲備了，畢竟最近的消耗量已高於平均水準。"	"Please pay attention to the following points when translating:
'Area 05'"		
Tasks	Generalist/05	name	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					name		Sweaty Business	大汗淋漓的生意			
Tasks	Generalist/05	difficulty	0	ignore	Traders/Generalist/Tasks/05_Sweaty_Business	tres					difficulty		Intermediate				
Tasks	Generalist/05	description	0	literal	Traders/Generalist/Tasks/05_Sweaty_Business	tres					description		"The days out here are long and sweaty, especially in the summertime.

Since air conditioning, showers and running water are just a faint memory from the past, it's important that you maintain personal hygiene and odor control for the sake of the others. You might wonder why not just go wash in the lake or sea? Well, let me tell you why that's a bad idea.

After the initial explosion, these waters are far from refreshing and there's something nasty going on. I have seen so many dead fish lately that my ass is not going into that water, that's for sure and I highly recommend the same for you.

It’s a sweaty business, but we just have to figure out some alternative methods to stay fresh."	"在這邊的日子漫長又悶熱，尤其是夏天。

既然空調、淋浴和自來水都只是過去的模糊記憶，為了不影響他人，保持個人衛生和控制體味就顯得格外重要。你可能會想：為什麼不直接去湖裡或海裡洗澡呢？好吧，讓我告訴你為什麼這不是個好主意。

經歷了最初的「爆炸」後，這些水體早已不復清涼，而且水裡正醞釀著些骯髒的東西。最近我見過太多死魚，我的屁股絕對不會踏進那水裡，這點可以肯定，我也強烈建議你別這麼做。

這確實是件令人汗流浹背的事，但我們只能想辦法找出其他替代方案來保持清爽。"			
Tasks	Generalist/06	name	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					name		Handyman	萬能工匠			
Tasks	Generalist/06	difficulty	0	ignore	Traders/Generalist/Tasks/06_Handyman	tres					difficulty		Intermediate				
Tasks	Generalist/06	description	0	literal	Traders/Generalist/Tasks/06_Handyman	tres					description		"You know that old lady who still lives near the Border Zone? Well, she's blind and no matter how many times I have warned her about electronics, she keeps fiddling around with different buttons and then everything gets messed up!

Now there's a broken stove, the freezer has melted and apparently the radio is once again ""misbehaving."" On top of this, during a storm last week, a tree fell directly onto her porch roof and it has now somewhat collapsed, so we are dealing with a clusterfuck of issues.

I'm getting tired of being her handyman, but I promised to help this one last time."	"你還記得那位仍住在邊境區附近的老太太嗎？她失明了，不管我警告過她多少次關於電子設備的事，她還是不停地亂按各種按鈕，結果把一切都搞亂了！

現在爐子壞了，冷凍庫的冰都融化了，聽說收音機又開始「鬧彆扭」了。更糟的是，上週那場暴風雨中，一棵樹直接砸中她門廊的屋頂，導致屋頂部分坍塌，所以我們現在得處理一堆亂七八糟的問題。

我已經厭倦當她的萬能修理工了，但我答應過這會是最後一次幫忙。"	"Please pay attention to the following points when translating:
'Border Zone'"		
Tasks	Generalist/07	name	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					name		Six Pack	六塊肌			
Tasks	Generalist/07	difficulty	0	ignore	Traders/Generalist/Tasks/07_Six_Pack	tres					difficulty		Hard				
Tasks	Generalist/07	description	0	literal	Traders/Generalist/Tasks/07_Six_Pack	tres					description		"Every man has a weak spot, mine is warm cheap beer, especially on a frosty winter morning.

When winter comes, you have to keep them warm and close to your body. It may sound gross, but trust me, you don't want to drink a wheat sorbet when you're roaming around in the cold. Armpits or crotch are the best spots to keep them warm, you radiate a lot of heat from there and you can keep an entire six-pack warm if you can manage them right.

Speaking of six-packs, I could definitely take one for my road trip, six for the road, as they say."	"每個男人都有個軟肋，我的就是溫熱又便宜的啤酒，尤其是在寒冷的冬日早晨。

冬天一到，你得把啤酒保溫並貼身攜帶。聽起來可能有點噁心，但相信我，當你在寒風中四處走動時，你絕對不想喝到一杯「小麥雪酪」。 腋下或胯下是保溫的最佳位置，那裡散發的熱量很多，只要方法得當，甚至能讓整箱啤酒都保持溫暖。

說到整箱啤酒，我絕對會帶一箱上路，正如俗話所說：「六罐上路，一路順風。」"			
Tasks	Generalist/08	name	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					name		Old Friend	老朋友			
Tasks	Generalist/08	difficulty	0	ignore	Traders/Generalist/Tasks/08_Old_Friend	tres					difficulty		Hard				
Tasks	Generalist/08	description	0	literal	Traders/Generalist/Tasks/08_Old_Friend	tres					description		"Want to hear military stories?

Back in the day, when I was doing my conscript service, we still had a few of those KP-31's lying around in the warehouse.

One range day, we actually got a chance to test those. We were not allowed to use full-auto with those drum mags, but when it was my turn, I couldn't resist. I changed the fire mode, squeezed the trigger and 71 rounds of pure magic came out of my barrel.

Sometimes I still hear that ""prat-prat-prat"" sound faintly in my dreams. Damn, I miss that gun. Someday I will once again reunite with my magical old friend, someday..."	"想聽聽軍中軼事嗎？

當年我服兵役時，倉庫裡還堆著幾把KP-31。

有天在射擊場，我們終於有機會試射這些槍。雖然規定不能用鼓形彈匣進行全自動射擊，但輪到我時，我實在忍不住。 我切換了射擊模式，扣下扳機，71發純粹的魔法便從槍管中迸發而出。

有時在夢中，我仍會隱約聽見那「啪嗒、啪嗒、啪嗒」的聲響。該死，我好想念那把槍。總有一天，我會再次與這位充滿魔力的老朋友重逢，總有一天……"	"Please pay attention to the following points when translating:
'KP-31' is a proper noun (items/weapon)."		
Tasks	Generalist/09	name	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					name		Road Trip	公路之旅			
Tasks	Generalist/09	difficulty	0	ignore	Traders/Generalist/Tasks/09_Road_Trip	tres					difficulty		Hard				
Tasks	Generalist/09	description	0	literal	Traders/Generalist/Tasks/09_Road_Trip	tres					description		"I'm tired of this shithole. I'm planning to take a one-way road trip to the North and leave all this misery behind.

Have you ever visited the North? What a shame, that place has remained totally unaffected by all this bullshit. It's like nothing ever happened there. I'm talking about pristine nature, wildlife and crystal-clear rivers for catching those juicy arctic trouts.

I would be already driving there, but those filthy Bandits stole my car battery and a bunch of other items from the trunk, so I'm still stuck here.

Maybe you could help me with this? Bring back my stolen items and I have something special for you."	"我受夠這個鬼地方了。我打算開車往北來趟單程之旅，把這一切苦難都拋在腦後。

你曾去過北方嗎？真可惜，那地方完全沒受這堆狗屁影響。彷彿那裡從未發生過任何事。我說的是原始的自然風光、野生動物，還有那些能釣到鮮美北極鱒魚的清澈河流。

我本該已經開車出發了，但那些骯髒的匪徒偷走了我的車用電池，還有後車廂裡的一堆東西，所以我現在還被困在這兒。

或許你能幫我解決這個問題？幫我找回被盜的物品，我會給你一份特別的回報。"			
Tasks	Generalist/10	name	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					name		Homemade	自製			
Tasks	Generalist/10	difficulty	0	ignore	Traders/Generalist/Tasks/10_Homemade	tres					difficulty		Hard				
Tasks	Generalist/10	description	0	literal	Traders/Generalist/Tasks/10_Homemade	tres					description		"When I reach the North, I’m going to surprise the Shaman since he’s a big fan of my homemade sugar wine.

I already had a large batch for him, but since my trip was delayed, I had to make sure the product didn't spoil in my cellar. After a few ""product-quality"" sips, I got carried away and started drinking and now I have nothing left.

I'm going to need a new batch, but I don't have time right now, so perhaps you can cook it. The recipe is really simple, but do not add too much sugar or you're going to ruin the whole thing. Keep it simple, keep it homemade.

If you can make this new batch for me, I will consider giving you a key to my attic, which would be quite an upgrade from your small asbestos cabin."	"等我到了北方，我要給那位薩滿一個驚喜，畢竟他可是我自釀糖酒的忠實粉絲。

我原本為他準備了一大桶，但因為行程延誤，我得確保酒窖裡的酒不會變質。在品嚐了幾口「品質檢查」後，我一不留神就喝起來，現在已經一滴不剩了。

我得再釀一批，但現在沒時間，所以或許你能幫我釀。配方其實很簡單，但千萬別加太多糖，否則整鍋就毀了。保持簡單，保持手作風味。

如果你能幫我釀這批新酒，我會考慮把閣樓的鑰匙交給你，那可是比你那間狹小的石棉小屋好上許多。"	"Please pay attention to the following points when translating:
`Shaman`
'Kilju' is a traditional Finnish alcohol"		
Tasks	Doctor/01	name	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					name		Nasty Draft	惡劣的草案			
Tasks	Doctor/01	difficulty	0	ignore	Traders/Doctor/Tasks/01_Nasty_Draft	tres					difficulty		Easy				
Tasks	Doctor/01	description	0	literal	Traders/Doctor/Tasks/01_Nasty_Draft	tres					description		"I haven't seen you here before, you must be a new patient?

Welcome to my improvised clinic. It ain't much, but with these limited resources, it's the best that we've got.

I used to teach health education for elementary students in this school. It was a long time ago, but I have good memories of this place. The building is old and has seen better days, but I'm sure it can be restored when things settle down.

Nowadays, my current concern is mostly related to heat insulation, since our windows are pretty much gone. Especially in winter, it's a bit chilly for my patients. I think an emergency solution would just require some duct tape to keep the nasty draft under control."	"我之前沒見過你來這裡，你應該是新來的病人吧？

歡迎來到我的臨時診所。雖然簡陋，但在資源有限的情況下，這已經是我們能做到的最好了。

我以前在這所學校教小學生的健康教育。雖然是很久以前的事了，但我對這裡仍有美好的回憶。 這棟建築很老舊，早已不復當年風采，但我相信等局勢穩定後，一定能把它修復好。

現在，我最擔心的主要是隔熱問題，因為我們的窗戶幾乎都沒了。特別是在冬天，對我的病人來說會有點冷。我想，一個應急的解決方案，大概只需要一些膠帶，就能把那討厭的冷風擋住。"			
Tasks	Doctor/02	name	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					name		Steady Hands	穩健之手			
Tasks	Doctor/02	difficulty	0	ignore	Traders/Doctor/Tasks/02_Steady_Hands	tres					difficulty		Easy				
Tasks	Doctor/02	description	0	literal	Traders/Doctor/Tasks/02_Steady_Hands	tres					description		"I do have to admit that sometimes my hand-eye coordination and fine motor skills are a bit rusty.

Especially in surgeries and working with a scalpel, I often get the shakes and small mistakes here and there are unavoidable. I think it's mostly related to my age, but I have found that smoking a few cigars before the operation keeps my hands more steady.

As a doctor, I do not recommend smoking, but desperate times require desperate actions.

If you happen to find a few cigars somewhere, perhaps you could deliver those to me? But don't tell the Generalist, I just told him to stop smoking, so we don't create any controversial guidance. Let's keep this between me and you."	"我必須承認，有時我的手眼協調能力和精細動作技能確實有些生疏。

特別是在手術中使用手術刀時，我經常會手抖，難免會出現一些小失誤。我認為這主要與年齡有關，但我發現手術前抽幾支雪茄，能讓我的手更穩。

身為醫生，我並不建議吸菸，但非常時期就得採取非常手段。

如果你剛好在某處找到幾支雪茄，或許你能幫我送過來？但千萬別告訴全科醫師，我剛才才叫他戒菸，我們可不想引發任何爭議性的醫療建議。這件事就我們之間知道就好。"			
Tasks	Doctor/03	name	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					name		Bookworm	書蟲			
Tasks	Doctor/03	difficulty	0	ignore	Traders/Doctor/Tasks/03_Bookworm	tres					difficulty		Easy				
Tasks	Doctor/03	description	0	literal	Traders/Doctor/Tasks/03_Bookworm	tres					description		"Being a doctor around here is a cyclic job. What I mean by this is that there are days where it's extremely busy and days where no soul is in sight.

On those boring, empty days, I often spend my time reading. The reading material around here is quite random, you cannot really pick what you read, so you must learn to adapt to the available literature.

I actually like to read all kinds of old books, no matter the subject. Whether it's children's stories or religion, I always find it interesting. I think I'm a bit of a bookworm by nature."	"在這邊當醫生是一份循環往復的工作。我的意思是，有些日子忙得不可開交，有些日子卻連個人影都看不到。

在那些無聊又冷清的日子裡，我常把時間花在閱讀上。這邊的讀物相當隨機，你無法挑選想讀的書，所以必須學會適應現有的書籍。

其實我喜歡閱讀各種老書，無論主題為何。無論是童話故事還是宗教書籍，我總能從中找到樂趣。我想我天生就是個書蟲。"			
Tasks	Doctor/04	name	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					name		Dice Master	骰子大師			
Tasks	Doctor/04	difficulty	0	ignore	Traders/Doctor/Tasks/04_Dice_Master	tres					difficulty		Easy				
Tasks	Doctor/04	description	0	literal	Traders/Doctor/Tasks/04_Dice_Master	tres					description		"Me and the Generalist have known each other since we were kids. He's a grumpy old man for sure, but once you get to know him, he's somewhat tolerable.

Just a few years ago, we often went fishing together, but that poor guy has multiple herniated disks, so fishing trips are no longer an option for him. We still have a few other common hobbies like horse races and gambling.

Like you probably already guessed, only one of those is available nowadays, so our friendship is currently purely built on gambling with card and dice games. However, every time we play dice, he always magically wins and I'm starting to wonder if his dices are rigged somehow, since nobody is that lucky.

You know what, if you happen to find one of those dice games, bring one for me. Next time we play, it's going to be on my set. That way, I can rule out the possibility of cheating and we'll see who the true dice master is."	"我和「通才」從小就認識。他確實是個脾氣古怪的老頭，但一旦熟悉了，倒也還算能忍受。

就在幾年前，我們還常一起去釣魚，但那可憐的傢伙得了多處椎間盤突出，所以釣魚對他來說已不再是選項。我們還有其他幾項共同的嗜好，像是賽馬和賭博。

正如你大概已經猜到的，如今這些嗜好中只剩下一項能進行，所以我們目前的友誼純粹建立在撲克牌和骰子賭博之上。不過，每次我們玩骰子，他總能神奇地贏，我開始懷疑他的骰子是不是被動了手腳，畢竟沒人會那麼走運。

你知道嗎，如果你碰巧發現那種骰子遊戲，幫我帶一套回來。下次我們玩的時候，就用我的那套。這樣一來，我就能排除作弊的可能性，屆時我們就能見分曉，誰才是真正的骰子大師。"			
Tasks	Doctor/05	name	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					name		Night Surgery	夜間手術			
Tasks	Doctor/05	difficulty	0	ignore	Traders/Doctor/Tasks/05_Night_Surgery	tres					difficulty		Intermediate				
Tasks	Doctor/05	description	0	literal	Traders/Doctor/Tasks/05_Night_Surgery	tres					description		"Even though I'm not specialized in surgery, I find myself quite skillful working with organs and human anatomy.

Daytime operations are a walk in the park for me when there's enough light, but at night, it gets more tricky. Operating in dim lighting or sometimes even in total darkness relies more on hand-feel and intuition, but it's always riskier for the patient.

Some sort of bright headlamp would probably solve this issue until the power grid is fully restored. I have tried to find one, but unfortunately no luck so far."	"雖然我並非外科專科，但我發現自己在處理器官和人體解剖結構方面頗有天賦。

白天光線充足時，手術對我來說簡直是小菜一碟，但到了晚上，情況就變得棘手了。在昏暗的光線下，甚至有時在完全黑暗中進行手術，更多是依靠手感與直覺，但對患者來說總是風險更高。

在電力網完全恢復之前，一盞明亮的頭燈或許能解決這個問題。我試著找過，但很遺憾至今仍無所獲。"			
Tasks	Doctor/06	name	0	literal	Traders/Doctor/Tasks/06_Infections	tres					name		Infections	感染			
Tasks	Doctor/06	difficulty	0	ignore	Traders/Doctor/Tasks/06_Infections	tres					difficulty		Intermediate				
Tasks	Doctor/06	description	0	literal	Traders/Doctor/Tasks/06_Infections	tres					description		"You know what one of the most common issues is here? It's infections.

When you have poor hygiene and uncleaned wounds, it's a perfect combo for bacteria and germs. Whenever there's a patient with any kind of cuts or scrapes, there's pretty much always an infection by default.

I do still have some medical supplies left for infections, but those will run out sooner or later. Once that happens, the mortality rate here is going to take a dark turn."	"你知道這裡最常見的問題是什麼嗎？就是感染。

當衛生條件差加上傷口未經清潔時，這對細菌和病菌來說簡直是絕佳的溫床。只要有病患身上有任何割傷或擦傷，基本上幾乎都會自動引發感染。

我手邊確實還有些治療感染的醫療物資，但這些遲早會用完。一旦用盡，這裡的死亡率將會急遽攀升。"			
Tasks	Doctor/07	name	0	literal	Traders/Doctor/Tasks/07_Hypovolemia	tres					name		Hypovolemia	低血容量			
Tasks	Doctor/07	difficulty	0	ignore	Traders/Doctor/Tasks/07_Hypovolemia	tres					difficulty		Intermediate				
Tasks	Doctor/07	description	0	literal	Traders/Doctor/Tasks/07_Hypovolemia	tres					description		"Hydration is extremely important. Just last week, I found a few pale Nomads who were curled up in the forest with low blood pressure.

After taking a closer look, the reason was simpler than expected. Correct, it was dehydration and a thing that we doctors call hypovolemia.

Hypovolemia is basically a loss of both salt and water content in your body and if it gets really bad, then you're screwed like those Nomads and met with a hypovolemic shock. Fortunately, the treatment for these symptoms is really simple, you just stick a saline solution into a peripheral vein and you're good to go.

Whenever you find those saline bottles, always remember to bring them to me and we will surely find some deal that could work for both of us."	"補充水分至關重要。就在上週，我發現幾名面色蒼白的遊牧民蜷縮在森林裡，血壓偏低。

仔細檢查後，原因比預期的還要簡單。沒錯，就是脫水，以及我們醫生所說的「低血容量」。

低血容量症基本上就是體內鹽分和水分同時流失，如果情況嚴重到極點，你就會像那些遊牧民一樣完蛋，陷入低血容量性休克。幸好，治療這些症狀的方法非常簡單，只要將生理食鹽水注入外周靜脈，就能恢復如常。

每當你發現那些生理食鹽水瓶時，請務必記得帶給我，我們一定能談成一筆對雙方都有利的交易。"	"Please pay attention to the following points when translating:
`Nomad'"		
Tasks	Doctor/08	name	0	literal	Traders/Doctor/Tasks/08_Mouth_Organ	tres					name		Mouth Organ	口風琴			
Tasks	Doctor/08	difficulty	0	ignore	Traders/Doctor/Tasks/08_Mouth_Organ	tres					difficulty		Hard				
Tasks	Doctor/08	description	0	literal	Traders/Doctor/Tasks/08_Mouth_Organ	tres					description		"Music is the best antidepressant there is. Before my medical studies, I actually used to play the saxophone and horns in our navy orchestra and traveled across the country with those fancy golden pipes. Quite a career shift indeed.

I tried playing my old instruments a few years ago, but you need healthy lungs for those, so I couldn't even get a sound out of the damn things anymore. My passion for mouth organs and musical skills is still there, but I think the cigars have done their damage already.

It's never too late to start with an easier instrument, but I would need something really tiny that is suitable for an old cigar man like me. Maybe in the next life."	"音樂是世上最棒的抗憂鬱良藥。在攻讀醫學之前，我其實曾在海軍管弦樂團演奏薩克斯風和法國號，還帶著那些華麗的金色樂器走遍全國。這確實是個相當大的職業轉變。

幾年前我試著重拾舊樂器，但演奏這些樂器需要健康的肺部，所以我連從那些該死的樂器裡吹出聲音都做不到了。我對口風琴的熱情和音樂技巧依然在，但我覺得雪茄已經對我的肺部造成了不可逆的傷害。

從更簡單的樂器開始永遠不嫌晚，但我需要一種非常小巧、適合像我這樣的老雪茄客的樂器。也許留待下輩子吧。"			
Tasks	Doctor/09	name	0	literal	Traders/Doctor/Tasks/09_Patient_Report	tres					name		Patient Report	病患報告			
Tasks	Doctor/09	difficulty	0	ignore	Traders/Doctor/Tasks/09_Patient_Report	tres					difficulty		Hard				
