WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	identifier	translation	DESCRIPTION	Comments	max_length
Events	List/Day7	Description	0	literal	Events/List/D7_BTR	tres					description		"The military faction has started to use armored vehicles in the Vostok area.

Military BTR's are equipped with heavy machine guns and patrols have been seen across main roads and key locations."	718	"軍事派系已開始在沃斯托克地區使用裝甲車輛。

軍用BTR裝甲車配備重機槍，並已於主要道路及關鍵地點展開巡邏。"			
Events	List/Day8	Name	0	literal	Events/List/D8_Helicopters	tres					name		Attack Helicopters	720	攻擊直升機			
Events	List/Day8	Type	0	ignore	Events/List/D8_Helicopters	tres					type		Dynamic					
Events	List/Day8	Description	0	literal	Events/List/D8_Helicopters	tres					description		"The Border Zone demilitarization is starting to crumble and it is obvious that previous rules no longer apply.

While official sources ensure nothing has changed, attack helicopters have started making frequent patrols and airspace violations near the Border Zone."	722	"邊境區的非軍事化狀態正逐漸瓦解，顯然以往的規則已不再適用。

儘管官方消息來源聲稱一切如常，但攻擊直升機已開始在邊境區附近頻繁巡邏，並出現侵犯領空的情況。"			
Events	List/Day9	Name	0	literal	Events/List/D9_Crashes	tres					name		Helicopter Crash Sites	724	直升機墜毀地點			
Events	List/Day9	Type	0	ignore	Events/List/D9_Crashes	tres					type		Dynamic					
Events	List/Day9	Description	0	literal	Events/List/D9_Crashes	tres					description		"After airspace violations, aerial incidents were unavoidable and multiple attack helicopters were shot down on both sides of the border.

Helicopter crash sites are scattered around multiple locations and contain high-value loot, which also makes them hotspots for AI activity."	726	"在領空遭侵犯後，空中衝突在所難免，邊境兩側皆有多架攻擊直升機遭擊落。

直升機墜毀地點散佈於多處，且內含高價值戰利品，這也使這些地點成為 AI 活動的熱點。"			
Events	List/Day10	Name	0	literal	Events/List/D10_Gunsmith	tres					name		Gunsmith returns to Outpost	728	槍匠重返前哨站	"Please pay attention to the following points when translating
`Outpost`
`Gunsmith`는 NPC의 고유 명사입니다."		
Events	List/Day10	Type	0	ignore	Events/List/D10_Gunsmith	tres					type		Trader					
Events	List/Day10	Description	0	literal	Events/List/D10_Gunsmith	tres					description		"Gunsmith is a trader who maintains a weapon storage inside one of the Outpost bunkers and specializes in everything related to firearms.

Gunsmith was nowhere to be seen for multiple months but according to rumors, he was taking a ""business trip"" to the other side of the border but has now returned to his beloved bunker in Area 05."	730	"「槍匠」是一位商人，他在前哨站其中一座碉堡內經營武器儲藏室，專精於一切與槍械相關的事物。

槍匠已失蹤數月，但據傳聞，他當時是前往邊境另一側進行「商務旅行」，如今已回到他鍾愛的 05 區碉堡。"			
Events	List/Day20	Name	0	literal	Events/List/D20_Outpost	tres					name		Outpost gets compromised	732	前哨站遭到入侵			
Events	List/Day20	Type	0	ignore	Events/List/D20_Outpost	tres					type		Dynamic					
Events	List/Day20	Description	0	literal	Events/List/D20_Outpost	tres					description		"Given the previous events, the situation at the Border Zone is escalating quickly and nearby areas face the consequences.

Military BTR's can now enter the Outpost map and Area 05 is no longer considered safe.

News of the event spread quickly among Area 05 locals and traders, but it is only considered rumors by the media and authorities outside of Area 05."	734	"鑑於先前發生的事件，邊境區的局勢正迅速升級，周邊地區也將面臨連帶影響。

軍用裝甲運兵車現已能進入「前哨站」地圖，而第05區不再被視為安全區域。

這則消息在第05區的當地居民與商人之間迅速傳開，但第05區外的媒體與當局卻僅將其視為謠言。"			
Events	List/Day30	Name	0	literal	Events/List/D30_Escape	tres					name		Traders leave Area 05	736	交易員離開第05區			
Events	List/Day30	Type	0	ignore	Events/List/D30_Escape	tres					type		Trader					
Events	List/Day30	Description	0	literal	Events/List/D30_Escape	tres					description		"After the Outpost was compromised, all traders started making preparations and leaving Area 05.

It seems that the traders are doing this as a temporary measure and will return if and when things calm down."	738	"前哨站遭滲透後，所有商人開始做準備並撤離第05區。

看來商人們此舉只是權宜之計，待局勢平息後便會返回。"			
Events	List/Day40	Name	0	literal	Events/List/D40_Return	tres					name		Traders return to Area 05	740	商人重返第05區			
Events	List/Day40	Type	0	ignore	Events/List/D40_Return	tres					type		Trader					
Events	List/Day40	Description	0	literal	Events/List/D40_Return	tres					description		"The escalation of recent events has seemed to stop and Area 05 did not spiral into full chaos.

All traders are returning back to Area 05."	742	"近期局勢的升級似乎已告停息，第05區並未陷入全面混亂。

所有商人正陸續返回第05區。"			
Events	List/Day50	Name	0	literal	Events/List/D50_Transmission	tres					name		Transmission	744	變速箱			
Events	List/Day50	Type	0	ignore	Events/List/D50_Transmission	tres					type		Special					
Events	List/Day50	Description	0	literal	Events/List/D50_Transmission	tres					description		"The signal that started it all has suddenly reappeared.

The transmission is interfering with radio broadcasts and can be heard on all common frequencies.

This is the last event of Early Access [Build 1]. The events and story will continue in upcoming builds."	746	"一切的起因——那個訊號——突然再次出現。

這道訊號正干擾著無線電廣播，並可在所有常用頻率上收聽。

這是「搶先體驗版 [Build 1]」的最後一項事件。後續的事件與故事將在未來的版本中繼續展開。"			
